Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 30,Area Sample 30,#Peptides,#Unique,#Spec Sample 30,PTM,Avg. Mass,Description
1,419908,tr|F1RX36|F1RX36_PIG,480.43,41,41,3.6831E6,277,277,1004,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
3,318305,P27917|APOC3_PIG,413.10,79,79,1.715E6,107,107,447,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
2,419909,tr|F1RX37|F1RX37_PIG,410.47,16,16,3.7019E6,97,97,769,,60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
5,318471,P01965|HBA_PIG,371.74,97,97,3.1834E5,121,121,268,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
6,318560,P09571|TRFE_PIG,352.46,18,18,1.35E6,68,68,243,,76968,Serotransferrin OS=Sus scrofa OX=9823 GN=TF PE=1 SV=2
7,318311,P18648|APOA1_PIG,302.34,44,44,1.2008E5,38,38,83,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
8,319005,P02067|HBB_PIG,301.48,62,62,6.6642E4,33,33,82,Oxidation (M),16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
4,318310,P80054|PR39_PIG,276.51,48,48,2.5477E5,45,23,297,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
9,318301,Q6QAQ1|ACTB_PIG,243.10,35,35,2.0022E4,27,14,57,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
10,318304,P51525|PF12_PIG,228.32,34,34,4.5659E3,26,4,48,,25855,Prophenin-2 OS=Sus scrofa OX=9823 PE=2 SV=1
10,318303,P51524|PF11_PIG,228.32,36,36,4.5659E3,26,4,48,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
11,318332,P80310|S10AC_PIG,227.35,58,58,2.1659E5,14,14,47,,10745,Protein S100-A12 OS=Sus scrofa OX=9823 GN=S100A12 PE=1 SV=2
16,318306,P0DSO0|SAA2_PIG,209.30,69,69,1.1819E4,19,19,23,Oxidation (M),14418,Serum amyloid A-2 protein OS=Sus scrofa OX=9823 GN=SAA2 PE=3 SV=1
17,318315,Q19AZ8|THRB_PIG,207.40,17,17,3.0108E4,13,13,22,,70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
18,318302,P68137|ACTS_PIG,196.15,27,27,0,14,1,21,Oxidation (M),42051,Actin  alpha skeletal muscle OS=Sus scrofa OX=9823 GN=ACTA1 PE=1 SV=1
12,318329,Q95274|TYB4_PIG,182.38,95,95,5.0782E4,10,10,40,Oxidation (M),5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
15,318307,P02543|VIME_PIG,171.13,20,20,8.332E3,12,12,24,,53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
26,318323,P06867|PLMN_PIG,170.38,2,2,4.388E3,7,7,11,,90615,Plasminogen OS=Sus scrofa OX=9823 GN=PLG PE=1 SV=3
13,318380,P50390|TTHY_PIG,169.33,15,15,6.5793E4,6,6,38,,16081,Transthyretin OS=Sus scrofa OX=9823 GN=TTR PE=1 SV=1
19,318313,P19619|ANXA1_PIG,168.23,8,8,1.2601E4,6,6,19,,38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
29,318337,Q767L7|TBB5_PIG,160.91,14,14,5.6844E3,5,5,8,Oxidation (M),49671,Tubulin beta chain OS=Sus scrofa OX=9823 GN=TUBB PE=1 SV=1
33,318386,P62936|PPIA_PIG,160.10,21,21,6.3975E3,7,7,8,,17869,Peptidyl-prolyl cis-trans isomerase A OS=Sus scrofa OX=9823 GN=PPIA PE=1 SV=2
28,318342,P14632|TRFL_PIG,157.40,9,9,2.3832E3,5,5,8,,77626,Lactotransferrin OS=Sus scrofa OX=9823 GN=LTF PE=1 SV=3
21,318328,P01025|CO3_PIG,151.75,7,7,1.2197E4,9,9,15,Oxidation (M),186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
24,318803,P80272|HMGN2_PIG,149.31,53,53,2.3887E3,6,6,12,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
22,319560,Q8SPS7|HPT_PIG,142.33,10,10,6.6373E4,4,4,15,Oxidation (M),38482,Haptoglobin OS=Sus scrofa OX=9823 GN=HP PE=1 SV=1
14,319760,O97507|FA12_PIG,141.80,6,6,2.3561E5,5,5,29,,68012,Coagulation factor XII OS=Sus scrofa OX=9823 GN=F12 PE=2 SV=1
31,318949,Q29549|CLUS_PIG,137.41,13,13,9.6961E3,5,5,8,Oxidation (M),51775,Clusterin OS=Sus scrofa OX=9823 GN=CLU PE=1 SV=1
35,318359,P18650|APOE_PIG,136.97,14,14,1.1294E4,5,5,7,Oxidation (M),36599,Apolipoprotein E OS=Sus scrofa OX=9823 GN=APOE PE=1 SV=2
23,318557,P62802|H4_PIG,136.67,59,59,1.6273E5,8,8,13,Oxidation (M),11367,Histone H4 OS=Sus scrofa OX=9823 PE=1 SV=2
27,318839,Q71LE2|H33_PIG,125.11,22,22,1.046E4,4,4,9,,15328,Histone H3.3 OS=Sus scrofa OX=9823 GN=H3-3A PE=2 SV=3
32,320063,P08835|ALBU_PIG,124.95,7,7,5.3536E4,7,7,8,,69692,Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=2
43,319077,O02668|ITIH2_PIG,108.56,3,3,6.5899E2,2,2,3,,104622,Inter-alpha-trypsin inhibitor heavy chain H2 OS=Sus scrofa OX=9823 GN=ITIH2 PE=2 SV=1
37,318314,P29700|FETUA_PIG,104.46,13,13,1.1094E3,3,3,5,,38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
20,318340,Q95JC9|PRP_PIG,102.51,2,2,1.1734E4,4,4,16,,62283,Basic proline-rich protein OS=Sus scrofa OX=9823 PE=1 SV=2
39,318350,P06348|H1T_PIG,100.06,11,11,7.5978E3,3,3,5,,22059,Histone H1t OS=Sus scrofa OX=9823 GN=H1-6 PE=1 SV=1
42,318442,P10668|COF1_PIG,98.80,19,19,2.5829E3,3,3,4,,18519,Cofilin-1 OS=Sus scrofa OX=9823 GN=CFL1 PE=1 SV=3
36,318690,P21753|TYB10_PIG,97.55,52,52,3.5879E3,3,3,7,,4823,Thymosin beta-10 OS=Sus scrofa OX=9823 GN=TMSB10 PE=1 SV=2
25,318650,P31950|S10AB_PIG,92.30,10,10,8.5084E3,2,2,12,,11180,Protein S100-A11 OS=Sus scrofa OX=9823 GN=S100A11 PE=1 SV=1
41,318330,P29269|MYL9_PIG,91.44,9,9,7.7868E3,2,2,4,Oxidation (M),19827,Myosin regulatory light polypeptide 9 OS=Sus scrofa OX=9823 GN=MYL9 PE=1 SV=2
48,318730,Q5U9S1|MBL1_PIG,89.01,6,6,3.0706E3,2,2,2,Oxidation (M),26489,Mannose-binding protein A OS=Sus scrofa OX=9823 GN=MBL1 PE=1 SV=1
