Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 13,Area Sample 13,#Peptides,#Unique,#Spec Sample 13,PTM,Avg. Mass,Description
1,1,tr|F1RX36|F1RX36_PIG,768.00,54,54,1.1019E7,624,624,2717,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
2,13,P27917|APOC3_PIG,643.75,79,79,7.5612E6,167,167,1236,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
4,2,P01965|HBA_PIG,639.39,97,97,2.4196E6,298,298,1117,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
7,5,P18648|APOA1_PIG,549.03,77,77,1.4032E6,122,122,463,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
6,6,tr|F1RX37|F1RX37_PIG,526.75,36,36,7.9907E6,106,106,923,Oxidation (M),60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
3,7,P51524|PF11_PIG,477.57,63,63,5.747E6,123,56,1166,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
10,9,P02067|HBB_PIG,470.47,82,82,7.445E5,84,84,312,Oxidation (M),16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
5,12,P80054|PR39_PIG,447.11,53,53,1.0248E6,82,24,958,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
8,30,P49932|PMP37_PIG,434.78,54,54,2.0525E3,72,5,391,,18927,Antibacterial peptide PMAP-37 OS=Sus scrofa OX=9823 GN=PMAP37 PE=2 SV=1
11,3,Q6QAQ1|ACTB_PIG,429.71,61,61,1.7232E5,102,44,196,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
9,23,P49930|PMP23_PIG,423.29,39,39,2.2787E3,60,3,347,,17486,Antibacterial peptide PMAP-23 OS=Sus scrofa OX=9823 GN=PMAP23 PE=2 SV=1
16,31,P18650|APOE_PIG,379.88,51,51,1.2062E5,45,45,92,Oxidation (M),36599,Apolipoprotein E OS=Sus scrofa OX=9823 GN=APOE PE=1 SV=2
14,11,P68137|ACTS_PIG,377.20,47,47,3.6167E2,59,1,115,Oxidation (M),42051,Actin  alpha skeletal muscle OS=Sus scrofa OX=9823 GN=ACTA1 PE=1 SV=1
15,10,Q19AZ8|THRB_PIG,356.52,27,27,2.735E5,37,37,110,,70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
