Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 26,Area Sample 26,#Peptides,#Unique,#Spec Sample 26,PTM,Avg. Mass,Description
1,419908,tr|F1RX36|F1RX36_PIG,531.80,49,49,8.8731E6,547,547,2076,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
3,318305,P27917|APOC3_PIG,407.28,71,71,2.3081E6,113,113,605,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
5,419909,tr|F1RX37|F1RX37_PIG,391.18,18,18,2.7292E6,80,80,517,,60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
8,318560,P09571|TRFE_PIG,387.46,24,24,4.6361E5,92,76,267,Oxidation (M),76968,Serotransferrin OS=Sus scrofa OX=9823 GN=TF PE=1 SV=2
4,318311,P18648|APOA1_PIG,380.29,84,84,1.0046E6,153,153,521,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
2,318303,P51524|PF11_PIG,316.39,56,56,3.6589E6,86,57,672,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
6,318471,P01965|HBA_PIG,316.14,87,87,1.6121E6,83,83,465,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
12,319077,O02668|ITIH2_PIG,283.96,18,18,1.9741E5,35,35,93,Oxidation (M),104622,Inter-alpha-trypsin inhibitor heavy chain H2 OS=Sus scrofa OX=9823 GN=ITIH2 PE=2 SV=1
19,319005,P02067|HBB_PIG,277.74,55,55,9.0928E4,28,28,67,Oxidation (M),16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
9,318329,Q95274|TYB4_PIG,277.65,95,95,9.2383E5,48,47,217,Oxidation (M),5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
7,318310,P80054|PR39_PIG,269.13,40,40,5.1591E5,46,20,310,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
16,318301,Q6QAQ1|ACTB_PIG,262.00,35,35,8.5866E4,43,43,70,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
15,318380,P50390|TTHY_PIG,260.01,51,51,3.5746E5,17,17,79,Oxidation (M),16081,Transthyretin OS=Sus scrofa OX=9823 GN=TTR PE=1 SV=1
10,318328,P01025|CO3_PIG,252.39,11,11,3.5436E5,42,42,174,Oxidation (M),186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
18,320063,P08835|ALBU_PIG,245.64,20,20,1.325E5,24,24,69,,69692,Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=2
13,318321,P49932|PMP37_PIG,242.97,34,34,4.7607E2,30,1,88,,18927,Antibacterial peptide PMAP-37 OS=Sus scrofa OX=9823 GN=PMAP37 PE=2 SV=1
11,319560,Q8SPS7|HPT_PIG,235.67,21,21,1.0235E6,20,20,103,Oxidation (M),38482,Haptoglobin OS=Sus scrofa OX=9823 GN=HP PE=1 SV=1
14,318326,P79263|ITIH4_PIG,235.65,15,15,1.6762E5,29,29,87,Oxidation (M),102146,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Sus scrofa OX=9823 GN=ITIH4 PE=1 SV=1
20,318803,P80272|HMGN2_PIG,231.29,73,73,5.5562E4,16,16,63,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
21,318314,P29700|FETUA_PIG,230.41,21,21,5.3438E4,31,31,59,,38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
17,318313,P19619|ANXA1_PIG,224.67,13,13,6.7822E4,17,17,69,,38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
24,318306,P0DSO0|SAA2_PIG,215.19,58,58,4.0471E4,17,17,42,Oxidation (M),14418,Serum amyloid A-2 protein OS=Sus scrofa OX=9823 GN=SAA2 PE=3 SV=1
22,318350,P06348|H1T_PIG,211.36,14,14,8.2037E4,27,27,54,,22059,Histone H1t OS=Sus scrofa OX=9823 GN=H1-6 PE=1 SV=1
23,319393,Q29545|ICA_PIG,207.69,6,6,0,17,1,45,,77634,Inhibitor of carbonic anhydrase OS=Sus scrofa OX=9823 GN=ICA PE=1 SV=1
29,318428,P00355|G3P_PIG,194.59,37,37,3.78E4,17,17,28,Oxidation (M),35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
31,318307,P02543|VIME_PIG,176.69,17,17,2.5802E4,14,14,24,Oxidation (M),53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
26,318315,Q19AZ8|THRB_PIG,174.24,9,9,8.7298E4,13,13,33,,70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
25,318528,P20305|GELS_PIG,171.84,12,12,6.0625E4,14,14,34,Oxidation (M),84775,Gelsolin (Fragment) OS=Sus scrofa OX=9823 GN=GSN PE=1 SV=1
38,318323,P06867|PLMN_PIG,168.16,4,4,1.8782E4,8,8,13,Oxidation (M),90615,Plasminogen OS=Sus scrofa OX=9823 GN=PLG PE=1 SV=3
41,318442,P10668|COF1_PIG,160.27,37,37,1.183E4,8,8,11,Oxidation (M),18519,Cofilin-1 OS=Sus scrofa OX=9823 GN=CFL1 PE=1 SV=3
34,322392,O46409|APOA4_PIG,158.70,22,22,1.0484E4,11,11,17,Oxidation (M),43294,Apolipoprotein A-IV OS=Sus scrofa OX=9823 GN=APOA4 PE=2 SV=1
30,318690,P21753|TYB10_PIG,158.65,52,52,7.9474E4,9,8,28,,4823,Thymosin beta-10 OS=Sus scrofa OX=9823 GN=TMSB10 PE=1 SV=2
28,318332,P80310|S10AC_PIG,151.17,37,37,1.2632E5,5,5,29,,10745,Protein S100-A12 OS=Sus scrofa OX=9823 GN=S100A12 PE=1 SV=2
33,319022,Q9GK37|CBG_PIG,142.19,9,9,6.4126E4,5,5,18,Oxidation (M),45189,Corticosteroid-binding globulin OS=Sus scrofa OX=9823 GN=Serpina6 PE=2 SV=1
36,319333,P17741|HMGB2_PIG,140.02,30,30,1.0779E4,12,9,16,,24133,High mobility group protein B2 OS=Sus scrofa OX=9823 GN=HMGB2 PE=1 SV=2
48,318386,P62936|PPIA_PIG,137.89,26,26,1.1083E4,5,5,8,,17869,Peptidyl-prolyl cis-trans isomerase A OS=Sus scrofa OX=9823 GN=PPIA PE=1 SV=2
44,319102,P51779|CFAD_PIG,136.08,11,11,1.6516E4,5,5,9,Oxidation (M),27764,Complement factor D OS=Sus scrofa OX=9823 GN=CFD PE=2 SV=1
32,318949,Q29549|CLUS_PIG,135.81,19,19,2.8401E4,13,13,24,Oxidation (M),51775,Clusterin OS=Sus scrofa OX=9823 GN=CLU PE=1 SV=1
42,318542,Q9GLP1|FA5_PIG,132.56,1,1,5.6157E3,5,5,9,,256078,Coagulation factor V OS=Sus scrofa OX=9823 GN=F5 PE=2 SV=1
50,318719,P21692|MMP1_PIG,132.15,7,7,2.9102E3,5,5,7,,53666,Interstitial collagenase OS=Sus scrofa OX=9823 GN=MMP1 PE=1 SV=2
27,319007,Q29052|ITIH1_PIG,126.98,4,4,4.1667E4,6,6,30,,100395,Inter-alpha-trypsin inhibitor heavy chain H1 OS=Sus scrofa OX=9823 GN=ITIH1 PE=2 SV=1
47,318839,Q71LE2|H33_PIG,121.65,25,25,1.0535E4,5,5,9,Oxidation (M),15328,Histone H3.3 OS=Sus scrofa OX=9823 GN=H3-3A PE=2 SV=3
46,322393,P01846|LAC_PIG,114.52,31,31,6.3745E3,5,5,9,,11003,Ig lambda chain C region OS=Sus scrofa OX=9823 PE=1 SV=1
45,318359,P18650|APOE_PIG,111.68,24,24,5.5865E3,7,7,9,Oxidation (M),36599,Apolipoprotein E OS=Sus scrofa OX=9823 GN=APOE PE=1 SV=2
40,318342,P14632|TRFL_PIG,109.82,6,6,3.9414E3,5,3,11,,77626,Lactotransferrin OS=Sus scrofa OX=9823 GN=LTF PE=1 SV=3
35,318340,Q95JC9|PRP_PIG,103.31,5,5,3.3333E4,5,5,17,,62283,Basic proline-rich protein OS=Sus scrofa OX=9823 PE=1 SV=2
52,322391,P12682|HMGB1_PIG,93.38,16,16,4.1597E2,4,1,5,,24917,High mobility group protein B1 OS=Sus scrofa OX=9823 GN=HMGB1 PE=2 SV=3
54,318557,P62802|H4_PIG,84.42,34,34,7.3255E3,5,5,5,Oxidation (M),11367,Histone H4 OS=Sus scrofa OX=9823 PE=1 SV=2
