Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 10,Area Sample 10,#Peptides,#Unique,#Spec Sample 10,PTM,Avg. Mass,Description
1,1,tr|F1RX36|F1RX36_PIG,385.67,42,42,4.9613E6,280,280,1876,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
2,13,P27917|APOC3_PIG,359.18,79,79,3.115E6,149,149,1061,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
8,2,P01965|HBA_PIG,302.65,97,97,3.1053E5,113,113,238,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
5,6,tr|F1RX37|F1RX37_PIG,294.28,31,31,4.5627E6,93,93,878,Oxidation (M),60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
3,7,P51524|PF11_PIG,290.87,65,65,6.7055E5,115,7,1033,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
4,8,P51525|PF12_PIG,287.63,60,60,3.6877E3,109,1,949,,25855,Prophenin-2 OS=Sus scrofa OX=9823 PE=2 SV=1
7,3,Q6QAQ1|ACTB_PIG,285.40,53,53,2.8766E5,100,100,242,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
9,5,P18648|APOA1_PIG,271.68,63,63,2.9253E5,56,56,159,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
6,12,P80054|PR39_PIG,248.00,40,40,6.3523E4,51,8,325,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
11,9,P02067|HBB_PIG,229.20,57,57,1.389E5,37,37,76,Oxidation (M),16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
15,15,P19619|ANXA1_PIG,212.51,15,15,1.1191E5,21,21,49,Oxidation (M),38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
12,26,P0DSO0|SAA2_PIG,212.09,59,59,8.1692E4,34,34,67,Oxidation (M),14418,Serum amyloid A-2 protein OS=Sus scrofa OX=9823 GN=SAA2 PE=3 SV=1
14,4,P02543|VIME_PIG,204.23,27,27,2.6876E4,39,39,55,Oxidation (M),53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
16,10,Q19AZ8|THRB_PIG,188.20,17,17,7.7685E4,18,18,45,Oxidation (M),70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
13,24,P29700|FETUA_PIG,174.90,21,21,1.4123E5,17,17,58,Oxidation (M),38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
10,133,Q95JC9|PRP_PIG,174.26,9,9,1.1743E5,19,18,83,,62283,Basic proline-rich protein OS=Sus scrofa OX=9823 PE=1 SV=2
19,33,P08835|ALBU_PIG,170.30,15,15,5.3114E4,19,19,33,,69692,Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=2
22,77,Q95274|TYB4_PIG,157.24,57,57,2.9365E4,13,11,28,,5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
20,31,P18650|APOE_PIG,157.02,26,26,2.6803E4,13,13,31,Oxidation (M),36599,Apolipoprotein E OS=Sus scrofa OX=9823 GN=APOE PE=1 SV=2
24,136,P53714|ITB2_PIG,153.65,8,8,1.3718E4,11,11,18,,84790,Integrin beta-2 OS=Sus scrofa OX=9823 GN=ITGB2 PE=2 SV=1
