Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 21,Area Sample 21,#Peptides,#Unique,#Spec Sample 21,PTM,Avg. Mass,Description
1,1,tr|F1RX36|F1RX36_PIG,638.65,50,50,1.0229E7,587,587,3872,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
2,6,tr|F1RX37|F1RX37_PIG,480.31,43,43,8.1607E6,130,130,1154,Oxidation (M),60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
4,13,P27917|APOC3_PIG,454.65,73,73,1.0474E6,81,81,529,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
6,2,P01965|HBA_PIG,449.76,97,97,5.1716E5,150,150,418,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
13,4,P02543|VIME_PIG,398.94,33,33,2.4443E5,109,109,193,Oxidation (M),53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
11,5,P18648|APOA1_PIG,395.36,73,73,3.0662E5,70,70,223,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
3,7,P51524|PF11_PIG,384.79,64,64,2.7939E6,98,48,717,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
10,3,Q6QAQ1|ACTB_PIG,378.66,63,63,1.7381E5,105,52,223,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
7,9,P02067|HBB_PIG,374.05,74,74,3.7665E5,65,65,254,Oxidation (M),16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
5,12,P80054|PR39_PIG,350.36,46,46,1.3409E5,58,8,428,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
9,32,P49931|PMP36_PIG,341.62,35,35,1.5568E3,51,1,251,,18647,Antibacterial peptide PMAP-36 OS=Sus scrofa OX=9823 GN=PMAP36 PE=2 SV=1
8,23,P49930|PMP23_PIG,341.47,36,36,1.0099E3,51,1,251,,17486,Antibacterial peptide PMAP-23 OS=Sus scrofa OX=9823 GN=PMAP23 PE=2 SV=1
15,15,P19619|ANXA1_PIG,339.95,15,15,1.7699E5,31,31,99,Oxidation (M),38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
14,11,P68137|ACTS_PIG,314.21,46,46,5.473E3,55,2,103,Oxidation (M),42051,Actin  alpha skeletal muscle OS=Sus scrofa OX=9823 GN=ACTA1 PE=1 SV=1
12,27,P01025|CO3_PIG,305.66,10,10,3.8766E5,46,46,200,Oxidation (M),186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
17,10,Q19AZ8|THRB_PIG,291.55,17,17,1.1505E5,27,27,65,Oxidation (M),70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
16,24,P29700|FETUA_PIG,276.82,22,22,1.275E5,29,29,74,Oxidation (M),38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
20,31,P18650|APOE_PIG,268.63,35,35,6.9958E4,27,27,51,Oxidation (M),36599,Apolipoprotein E OS=Sus scrofa OX=9823 GN=APOE PE=1 SV=2
19,26,P0DSO0|SAA2_PIG,267.43,64,64,7.0641E4,35,35,61,Oxidation (M),14418,Serum amyloid A-2 protein OS=Sus scrofa OX=9823 GN=SAA2 PE=3 SV=1
27,29,Q767L7|TBB5_PIG,265.14,18,18,6.5346E3,17,7,24,Oxidation (M),49671,Tubulin beta chain OS=Sus scrofa OX=9823 GN=TUBB PE=1 SV=1
21,14,P00355|G3P_PIG,252.23,53,53,3.0612E4,24,24,47,Oxidation (M),35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
24,82,Q29549|CLUS_PIG,248.69,18,18,1.7423E4,15,15,34,Oxidation (M),51775,Clusterin OS=Sus scrofa OX=9823 GN=CLU PE=1 SV=1
25,77,Q95274|TYB4_PIG,238.95,57,57,5.9755E4,16,16,33,,5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
26,593,O02668|ITIH2_PIG,235.37,15,15,2.0143E4,18,18,28,Oxidation (M),104622,Inter-alpha-trypsin inhibitor heavy chain H2 OS=Sus scrofa OX=9823 GN=ITIH2 PE=2 SV=1
23,33,P08835|ALBU_PIG,220.22,16,16,4.758E4,20,20,41,,69692,Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=2
31,1861,O46409|APOA4_PIG,203.95,11,11,1.0557E4,12,12,16,,43294,Apolipoprotein A-IV OS=Sus scrofa OX=9823 GN=APOA4 PE=2 SV=1
33,41,P02554|TBB_PIG,196.43,15,15,1.1909E3,11,1,14,Oxidation (M),49861,Tubulin beta chain OS=Sus scrofa OX=9823 PE=1 SV=1
35,136,P53714|ITB2_PIG,194.78,8,8,8.6546E3,9,9,13,,84790,Integrin beta-2 OS=Sus scrofa OX=9823 GN=ITGB2 PE=2 SV=1
29,286,P48819|VTNC_PIG,189.30,17,17,1.6308E4,11,11,18,Oxidation (M),52572,Vitronectin OS=Sus scrofa OX=9823 GN=VTN PE=1 SV=1
32,56,P10668|COF1_PIG,182.65,20,20,1.3822E4,7,7,15,,18519,Cofilin-1 OS=Sus scrofa OX=9823 GN=CFL1 PE=1 SV=3
39,48,Q8SPS7|HPT_PIG,177.32,17,17,8.619E3,7,7,9,Oxidation (M),38482,Haptoglobin OS=Sus scrofa OX=9823 GN=HP PE=1 SV=1
48,1705,Q8MJ49|OSTF1_PIG,173.97,21,21,4.6683E3,4,4,6,,23740,Osteoclast-stimulating factor 1 OS=Sus scrofa OX=9823 GN=OSTF1 PE=2 SV=1
45,516,P20305|GELS_PIG,165.71,8,8,1.8007E3,6,6,7,,84775,Gelsolin (Fragment) OS=Sus scrofa OX=9823 GN=GSN PE=1 SV=1
18,47,O97507|FA12_PIG,163.33,6,6,2.1436E5,6,6,65,,68012,Coagulation factor XII OS=Sus scrofa OX=9823 GN=F12 PE=2 SV=1
28,63,P79263|ITIH4_PIG,159.29,6,6,6.2004E4,8,8,20,,102146,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Sus scrofa OX=9823 GN=ITIH4 PE=1 SV=1
38,697,P62901|RL31_PIG,158.83,26,26,8.5568E3,3,3,10,,14463,60S ribosomal protein L31 OS=Sus scrofa OX=9823 GN=RPL31 PE=1 SV=1
44,53,Q9GLP1|FA5_PIG,156.37,4,4,2.5831E3,7,7,7,Oxidation (M),256078,Coagulation factor V OS=Sus scrofa OX=9823 GN=F5 PE=2 SV=1
30,40,Q29099|PTBP1_PIG,151.62,7,7,9.3802E3,6,6,16,,59694,Polypyrimidine tract-binding protein 1 OS=Sus scrofa OX=9823 GN=PTBP1 PE=2 SV=2
34,108,P80310|S10AC_PIG,150.14,38,38,4.4416E4,5,5,14,,10745,Protein S100-A12 OS=Sus scrofa OX=9823 GN=S100A12 PE=1 SV=2
47,185,P02550|TBA1A_PIG,146.14,12,12,2.0677E3,5,5,6,,50069,Tubulin alpha-1A chain OS=Sus scrofa OX=9823 GN=TUBA1A PE=1 SV=1
47,177,Q2XVP4|TBA1B_PIG,146.14,12,12,2.0677E3,5,5,6,,50152,Tubulin alpha-1B chain OS=Sus scrofa OX=9823 GN=TUBA1B PE=1 SV=1
43,84,P62936|PPIA_PIG,141.53,20,20,6.417E3,5,5,8,,17869,Peptidyl-prolyl cis-trans isomerase A OS=Sus scrofa OX=9823 GN=PPIA PE=1 SV=2
46,59,P06867|PLMN_PIG,133.51,3,3,1.1086E4,4,4,7,,90615,Plasminogen OS=Sus scrofa OX=9823 GN=PLG PE=1 SV=3
66,148,P21692|MMP1_PIG,127.76,4,4,1.162E3,2,2,2,,53666,Interstitial collagenase OS=Sus scrofa OX=9823 GN=MMP1 PE=1 SV=2
42,133,Q95JC9|PRP_PIG,125.88,4,4,1.3806E3,4,3,8,,62283,Basic proline-rich protein OS=Sus scrofa OX=9823 PE=1 SV=2
51,302,P80015|CAP7_PIG,124.36,11,11,3.2077E3,5,5,5,,27039,Azurocidin OS=Sus scrofa OX=9823 GN=AZU1 PE=1 SV=2
59,81,O19084|CDSN_PIG,116.44,21,21,2.4715E3,3,3,3,Oxidation (M),21644,Corneodesmosin (Fragment) OS=Sus scrofa OX=9823 GN=CDSN PE=3 SV=1
41,61,P06348|H1T_PIG,113.19,21,21,4.0019E3,6,6,8,,22059,Histone H1t OS=Sus scrofa OX=9823 GN=H1-6 PE=1 SV=1
40,34,A5D9M6|BAG6_PIG,103.29,1,1,1.5395E3,3,2,8,,118627,Large proline-rich protein BAG6 OS=Sus scrofa OX=9823 GN=BAG6 PE=1 SV=1
40,70,O62651|WT1_PIG,103.29,3,3,1.5395E3,3,2,8,,49166,Wilms tumor protein homolog OS=Sus scrofa OX=9823 GN=WT1 PE=2 SV=1
40,97,P08001|ACRO_PIG,103.29,3,3,1.5395E3,3,2,8,,45362,Acrosin OS=Sus scrofa OX=9823 GN=ACR PE=1 SV=5
