Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 44,Area Sample 44,#Peptides,#Unique,#Spec Sample 44,PTM,Avg. Mass,Description
1,2,P01965|HBA_PIG,323.26,97,97,8.5637E5,196,196,597,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
3,9,P02067|HBB_PIG,322.37,85,85,3.4809E5,133,133,335,Oxidation (M),16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
2,6,tr|F1RX37|F1RX37_PIG,304.59,10,10,2.4397E6,82,82,440,,60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
5,13,P27917|APOC3_PIG,282.99,75,75,2.1242E5,65,65,156,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
4,1,tr|F1RX36|F1RX36_PIG,278.40,26,26,8.1139E5,73,73,295,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
17,15,P19619|ANXA1_PIG,169.08,5,5,7.9719E3,11,11,18,,38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
9,5,P18648|APOA1_PIG,166.76,39,39,2.1111E4,14,14,33,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
15,700,P80272|HMGN2_PIG,164.33,86,86,8.872E2,13,13,19,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
6,7,P51524|PF11_PIG,156.66,43,43,8.0213E2,19,2,102,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
10,77,Q95274|TYB4_PIG,156.04,57,57,7.7587E4,11,11,32,,5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
7,8,P51525|PF12_PIG,154.60,40,40,4.6058E2,18,1,98,,25855,Prophenin-2 OS=Sus scrofa OX=9823 PE=2 SV=1
18,3,Q6QAQ1|ACTB_PIG,149.94,17,17,5.1602E3,10,10,17,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
20,715,P02725|GLPA_PIG,144.52,19,19,1.125E4,8,8,16,,14000,Glycophorin-A OS=Sus scrofa OX=9823 GN=GYPA PE=1 SV=1
14,10,Q19AZ8|THRB_PIG,137.96,8,8,2.9598E4,10,10,19,,70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
22,14,P00355|G3P_PIG,136.78,23,23,3.9913E3,8,8,13,Oxidation (M),35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
12,27,P01025|CO3_PIG,136.33,3,3,6.3276E4,10,10,30,Oxidation (M),186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
8,133,Q95JC9|PRP_PIG,134.25,9,9,2.464E4,11,11,43,,62283,Basic proline-rich protein OS=Sus scrofa OX=9823 PE=1 SV=2
21,31,P18650|APOE_PIG,127.28,14,14,4.7229E3,8,8,13,,36599,Apolipoprotein E OS=Sus scrofa OX=9823 GN=APOE PE=1 SV=2
24,63,P79263|ITIH4_PIG,120.55,6,6,3.4751E3,6,6,10,,102146,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Sus scrofa OX=9823 GN=ITIH4 PE=1 SV=1
16,24,P29700|FETUA_PIG,116.58,10,10,4.5616E3,5,5,18,,38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
25,54,Q1KYT0|ENOB_PIG,116.12,18,18,1.302E4,6,6,10,Oxidation (M),47130,Beta-enolase OS=Sus scrofa OX=9823 GN=ENO3 PE=2 SV=1
33,60,P09571|TRFE_PIG,111.11,5,5,8.2776E2,4,4,4,,76968,Serotransferrin OS=Sus scrofa OX=9823 GN=TF PE=1 SV=2
23,467,Q95JC8|ARGI1_PIG,103.23,12,12,2.6169E3,6,6,12,,35018,Arginase-1 OS=Sus scrofa OX=9823 GN=ARG1 PE=2 SV=1
11,12,P80054|PR39_PIG,99.60,26,26,2.9365E4,5,3,32,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
27,53,Q9GLP1|FA5_PIG,97.27,1,1,2.2844E3,5,5,8,,256078,Coagulation factor V OS=Sus scrofa OX=9823 GN=F5 PE=2 SV=1
13,56,P10668|COF1_PIG,96.72,21,21,4.9202E4,2,1,22,,18519,Cofilin-1 OS=Sus scrofa OX=9823 GN=CFL1 PE=1 SV=3
30,81,O19084|CDSN_PIG,95.63,12,12,3.0119E2,4,4,6,,21644,Corneodesmosin (Fragment) OS=Sus scrofa OX=9823 GN=CDSN PE=3 SV=1
26,40,Q29099|PTBP1_PIG,93.31,5,5,1.4247E3,4,4,10,,59694,Polypyrimidine tract-binding protein 1 OS=Sus scrofa OX=9823 GN=PTBP1 PE=2 SV=2
31,84,P62936|PPIA_PIG,88.82,18,18,2.5563E2,3,3,5,,17869,Peptidyl-prolyl cis-trans isomerase A OS=Sus scrofa OX=9823 GN=PPIA PE=1 SV=2
19,47,O97507|FA12_PIG,81.70,3,3,4.0768E4,3,3,16,,68012,Coagulation factor XII OS=Sus scrofa OX=9823 GN=F12 PE=2 SV=1
28,37,Q5S1U1|HSPB1_PIG,80.53,20,20,1.1727E3,4,4,7,,22942,Heat shock protein beta-1 OS=Sus scrofa OX=9823 GN=HSPB1 PE=2 SV=1
37,190,P50390|TTHY_PIG,78.20,11,11,6.8343E2,2,2,3,,16081,Transthyretin OS=Sus scrofa OX=9823 GN=TTR PE=1 SV=1
32,640,Q29052|ITIH1_PIG,76.31,2,2,8.2219E2,3,3,5,,100395,Inter-alpha-trypsin inhibitor heavy chain H1 OS=Sus scrofa OX=9823 GN=ITIH1 PE=2 SV=1
35,4,P02543|VIME_PIG,72.63,11,11,1.933E2,3,3,4,,53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
40,33,P08835|ALBU_PIG,58.66,5,5,0,2,2,3,,69692,Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=2
39,2048,A1XQU1|PSB7_PIG,58.24,7,7,8.008E1,2,2,3,,29980,Proteasome subunit beta type-7 OS=Sus scrofa OX=9823 GN=PSMB7 PE=2 SV=2
43,1071,Q29594|KCRB_PIG,57.00,4,4,4.3283E2,1,1,2,,42657,Creatine kinase B-type OS=Sus scrofa OX=9823 GN=CKB PE=2 SV=2
36,1736,Q2LE37|APOM_PIG,56.69,12,12,1.3974E3,1,1,4,,21241,Apolipoprotein M OS=Sus scrofa OX=9823 GN=APOM PE=2 SV=1
38,61,P06348|H1T_PIG,56.00,9,9,8.3767E1,2,2,3,,22059,Histone H1t OS=Sus scrofa OX=9823 GN=H1-6 PE=1 SV=1
49,2641,P68211|ENSA_PIG,52.67,11,11,1.7054E2,1,1,2,,13361,Alpha-endosulfine OS=Sus scrofa OX=9823 GN=ENSA PE=1 SV=1
54,91,Q8WNW3|PLAK_PIG,51.05,2,2,0,1,1,1,,81850,Junction plakoglobin OS=Sus scrofa OX=9823 GN=Jup PE=2 SV=1
45,59,P06867|PLMN_PIG,50.18,3,3,9.1011E2,2,2,2,,90615,Plasminogen OS=Sus scrofa OX=9823 GN=PLG PE=1 SV=3
34,83,P50447|A1AT_PIG,49.51,4,4,0,1,1,4,,47194,Alpha-1-antitrypsin OS=Sus scrofa OX=9823 GN=SERPINA1 PE=2 SV=1
73,697,P62901|RL31_PIG,47.86,18,18,6.7439E1,1,1,1,,14463,60S ribosomal protein L31 OS=Sus scrofa OX=9823 GN=RPL31 PE=1 SV=1
74,193,P03974|TERA_PIG,47.04,3,3,1.0719E2,1,1,1,Oxidation (M),89289,Transitional endoplasmic reticulum ATPase OS=Sus scrofa OX=9823 GN=VCP PE=1 SV=5
51,76,Q29308|RS19_PIG,46.39,10,10,0,1,1,2,,15103,40S ribosomal protein S19 (Fragment) OS=Sus scrofa OX=9823 GN=RPS19 PE=2 SV=3
42,766,Q9GLP2|PROC_PIG,46.19,3,3,2.1497E3,1,1,2,,51867,Vitamin K-dependent protein C OS=Sus scrofa OX=9823 GN=PROC PE=2 SV=1
69,5221,P12309|GLRX1_PIG,44.19,20,20,1.3354E2,1,1,1,,11828,Glutaredoxin-1 OS=Sus scrofa OX=9823 GN=GLRX PE=1 SV=2
47,516,P20305|GELS_PIG,40.42,2,2,1.2643E2,1,1,2,,84775,Gelsolin (Fragment) OS=Sus scrofa OX=9823 GN=GSN PE=1 SV=1
50,1287,Q9GK37|CBG_PIG,39.62,2,2,3.1004E2,1,1,2,,45189,Corticosteroid-binding globulin OS=Sus scrofa OX=9823 GN=Serpina6 PE=2 SV=1
75,213,Q9XSD9|PGS2_PIG,35.53,3,3,1.9933E3,1,1,1,,39899,Decorin OS=Sus scrofa OX=9823 GN=DCN PE=2 SV=1
