Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 48,Area Sample 48,#Peptides,#Unique,#Spec Sample 48,PTM,Avg. Mass,Description
1,1,tr|F1RX36|F1RX36_PIG,818.56,56,56,1.767E7,929,929,2770,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
4,6,tr|F1RX37|F1RX37_PIG,594.53,36,36,1.1491E7,188,188,975,Oxidation (M),60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
6,3,Q6QAQ1|ACTB_PIG,493.02,77,77,4.3502E5,250,92,489,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
9,13,P27917|APOC3_PIG,484.58,79,79,1.502E6,113,113,319,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
8,5,P18648|APOA1_PIG,480.63,84,84,1.4221E6,169,169,334,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
10,26,P0DSO0|SAA2_PIG,471.45,85,85,7.5592E5,168,168,312,Oxidation (M),14418,Serum amyloid A-2 protein OS=Sus scrofa OX=9823 GN=SAA2 PE=3 SV=1
2,7,P51524|PF11_PIG,467.31,72,72,1.0366E6,211,13,1667,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
3,8,P51525|PF12_PIG,464.35,67,67,3.3357E2,199,1,1577,,25855,Prophenin-2 OS=Sus scrofa OX=9823 PE=2 SV=1
7,11,P68137|ACTS_PIG,434.05,54,54,4.4489E4,179,21,338,Oxidation (M),42051,Actin  alpha skeletal muscle OS=Sus scrofa OX=9823 GN=ACTA1 PE=1 SV=1
5,12,P80054|PR39_PIG,417.82,56,56,1.7532E6,115,48,897,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
16,15,P19619|ANXA1_PIG,408.70,34,34,3.9402E5,67,67,115,Oxidation (M),38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
13,61,P06348|H1T_PIG,392.96,19,19,1.0625E6,90,90,214,,22059,Histone H1t OS=Sus scrofa OX=9823 GN=H1-6 PE=1 SV=1
11,30,P49932|PMP37_PIG,391.78,62,62,6.3289E3,81,6,253,,18927,Antibacterial peptide PMAP-37 OS=Sus scrofa OX=9823 GN=PMAP37 PE=2 SV=1
12,23,P49930|PMP23_PIG,383.37,52,52,1.9318E4,73,7,229,,17486,Antibacterial peptide PMAP-23 OS=Sus scrofa OX=9823 GN=PMAP23 PE=2 SV=1
17,700,P80272|HMGN2_PIG,380.46,90,90,2.4104E5,36,36,102,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
14,77,Q95274|TYB4_PIG,377.75,95,95,1.3093E6,59,59,175,Oxidation (M),5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
19,84,P62936|PPIA_PIG,368.30,63,63,2.4707E5,67,67,98,Oxidation (M),17869,Peptidyl-prolyl cis-trans isomerase A OS=Sus scrofa OX=9823 GN=PPIA PE=1 SV=2
22,10,Q19AZ8|THRB_PIG,339.95,25,25,3.4679E5,52,52,89,Oxidation (M),70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
15,24,P29700|FETUA_PIG,325.68,22,22,2.7413E5,45,45,128,Oxidation (M),38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
23,14,P00355|G3P_PIG,321.50,76,76,1.3472E5,49,49,79,Oxidation (M),35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
20,4,P02543|VIME_PIG,318.24,31,31,1.6288E5,64,64,93,Oxidation (M),53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
24,2,P01965|HBA_PIG,317.98,82,82,1.9865E5,42,42,78,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
18,33,P08835|ALBU_PIG,315.61,29,29,2.2878E5,46,46,99,,69692,Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=2
31,60,P09571|TRFE_PIG,293.24,13,13,1.1463E5,25,25,37,,76968,Serotransferrin OS=Sus scrofa OX=9823 GN=TF PE=1 SV=2
28,56,P10668|COF1_PIG,282.52,68,68,6.1095E4,30,30,46,Oxidation (M),18519,Cofilin-1 OS=Sus scrofa OX=9823 GN=CFL1 PE=1 SV=3
27,31,P18650|APOE_PIG,275.23,47,47,1.0834E5,26,26,48,Oxidation (M),36599,Apolipoprotein E OS=Sus scrofa OX=9823 GN=APOE PE=1 SV=2
21,27,P01025|CO3_PIG,264.07,12,12,2.0413E5,40,40,91,Oxidation (M),186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
26,63,P79263|ITIH4_PIG,260.52,13,13,1.1256E5,31,31,51,Oxidation (M),102146,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Sus scrofa OX=9823 GN=ITIH4 PE=1 SV=1
38,1705,Q8MJ49|OSTF1_PIG,254.49,50,50,2.0439E4,14,14,20,Oxidation (M),23740,Osteoclast-stimulating factor 1 OS=Sus scrofa OX=9823 GN=OSTF1 PE=2 SV=1
25,48,Q8SPS7|HPT_PIG,253.65,18,18,3.3452E5,13,13,56,Oxidation (M),38482,Haptoglobin OS=Sus scrofa OX=9823 GN=HP PE=1 SV=1
39,9,P02067|HBB_PIG,244.51,57,57,2.029E4,16,16,19,,16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
40,59,P06867|PLMN_PIG,237.51,2,2,2.3072E4,12,12,16,,90615,Plasminogen OS=Sus scrofa OX=9823 GN=PLG PE=1 SV=3
36,802,P29269|MYL9_PIG,233.54,48,48,1.9736E4,15,15,24,Oxidation (M),19827,Myosin regulatory light polypeptide 9 OS=Sus scrofa OX=9823 GN=MYL9 PE=1 SV=2
33,96,P16469|LOX15_PIG,229.86,15,15,3.2783E4,24,24,32,Oxidation (M),75004,Polyunsaturated fatty acid lipoxygenase ALOX15 OS=Sus scrofa OX=9823 GN=ALOX15 PE=1 SV=3
29,489,P17741|HMGB2_PIG,226.37,56,56,2.7328E4,28,12,45,Oxidation (M),24133,High mobility group protein B2 OS=Sus scrofa OX=9823 GN=HMGB2 PE=1 SV=2
35,82,Q29549|CLUS_PIG,224.31,25,25,3.6973E4,15,15,26,Oxidation (M),51775,Clusterin OS=Sus scrofa OX=9823 GN=CLU PE=1 SV=1
32,1882,P12682|HMGB1_PIG,220.32,39,39,3.9031E3,23,7,35,Oxidation (M),24917,High mobility group protein B1 OS=Sus scrofa OX=9823 GN=HMGB1 PE=1 SV=3
34,2612,P21753|TYB10_PIG,216.71,86,86,1.0765E5,16,16,30,Oxidation (M),4823,Thymosin beta-10 OS=Sus scrofa OX=9823 GN=TMSB10 PE=1 SV=2
42,696,Q7SIB7|PGK1_PIG,202.70,20,20,1.6926E4,11,11,15,Oxidation (M),44559,Phosphoglycerate kinase 1 OS=Sus scrofa OX=9823 GN=PGK1 PE=1 SV=3
60,5221,P12309|GLRX1_PIG,197.21,20,20,8.9123E3,7,7,9,,11828,Glutaredoxin-1 OS=Sus scrofa OX=9823 GN=GLRX PE=1 SV=2
50,2624,P60662|MYL6_PIG,180.71,50,50,1.3785E4,9,9,11,Oxidation (M),16930,Myosin light polypeptide 6 OS=Sus scrofa OX=9823 GN=MYL6 PE=1 SV=2
45,136,P53714|ITB2_PIG,178.49,9,9,1.3819E4,10,10,12,,84790,Integrin beta-2 OS=Sus scrofa OX=9823 GN=ITGB2 PE=2 SV=1
53,46,P14632|TRFL_PIG,174.60,8,8,2.2763E4,7,7,10,,77626,Lactotransferrin OS=Sus scrofa OX=9823 GN=LTF PE=1 SV=3
