Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 35,Area Sample 35,#Peptides,#Unique,#Spec Sample 35,PTM,Avg. Mass,Description
1,419908,tr|F1RX36|F1RX36_PIG,695.67,43,43,7.1267E6,301,301,1304,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
3,419909,tr|F1RX37|F1RX37_PIG,537.60,23,23,1.8514E6,65,65,383,Oxidation (M),60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
4,318560,P09571|TRFE_PIG,536.87,27,27,1.3363E6,75,62,294,Oxidation (M),76968,Serotransferrin OS=Sus scrofa OX=9823 GN=TF PE=1 SV=2
5,318305,P27917|APOC3_PIG,515.31,79,79,8.4551E5,76,76,266,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
2,318471,P01965|HBA_PIG,489.95,97,97,1.8982E6,88,88,475,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
7,318311,P18648|APOA1_PIG,488.95,77,77,4.151E5,86,86,177,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
11,319005,P02067|HBB_PIG,469.22,62,62,2.9253E5,43,43,115,Oxidation (M),16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
9,318301,Q6QAQ1|ACTB_PIG,422.06,50,50,7.0255E4,66,22,127,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
15,318302,P68137|ACTS_PIG,386.88,37,37,3.1817E3,49,5,86,Oxidation (M),42051,Actin  alpha skeletal muscle OS=Sus scrofa OX=9823 GN=ACTA1 PE=1 SV=1
10,318329,Q95274|TYB4_PIG,371.56,95,95,9.8635E5,25,25,116,Oxidation (M),5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
16,319077,O02668|ITIH2_PIG,355.82,14,14,1.2287E5,18,18,51,Oxidation (M),104622,Inter-alpha-trypsin inhibitor heavy chain H2 OS=Sus scrofa OX=9823 GN=ITIH2 PE=2 SV=1
14,318332,P80310|S10AC_PIG,349.33,88,88,5.8539E5,20,20,94,,10745,Protein S100-A12 OS=Sus scrofa OX=9823 GN=S100A12 PE=1 SV=2
6,318303,P51524|PF11_PIG,346.74,48,48,1.4338E6,44,22,246,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
12,319560,Q8SPS7|HPT_PIG,346.53,14,14,1.8095E6,19,19,114,Oxidation (M),38482,Haptoglobin OS=Sus scrofa OX=9823 GN=HP PE=1 SV=1
20,318428,P00355|G3P_PIG,345.62,44,44,1.1816E5,26,26,46,Oxidation (M),35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
8,318310,P80054|PR39_PIG,345.05,46,46,1.4885E5,36,15,155,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
19,318313,P19619|ANXA1_PIG,339.32,6,6,9.6495E4,19,19,46,,38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
13,318328,P01025|CO3_PIG,325.19,14,14,1.9899E5,27,27,107,Oxidation (M),186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
24,320063,P08835|ALBU_PIG,320.30,19,19,7.669E4,18,18,39,,69692,Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=2
22,318307,P02543|VIME_PIG,315.69,28,28,4.4265E4,30,30,43,Oxidation (M),53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
18,318321,P49932|PMP37_PIG,306.25,47,47,2.163E2,23,1,49,,18927,Antibacterial peptide PMAP-37 OS=Sus scrofa OX=9823 GN=PMAP37 PE=2 SV=1
23,318803,P80272|HMGN2_PIG,290.22,93,93,1.9938E4,15,15,42,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
21,318380,P50390|TTHY_PIG,284.71,29,29,1.0814E5,10,10,45,,16081,Transthyretin OS=Sus scrofa OX=9823 GN=TTR PE=1 SV=1
17,318350,P06348|H1T_PIG,281.74,15,15,7.4508E4,18,18,50,,22059,Histone H1t OS=Sus scrofa OX=9823 GN=H1-6 PE=1 SV=1
39,318342,P14632|TRFL_PIG,279.15,14,14,1.1022E4,11,9,16,Oxidation (M),77626,Lactotransferrin OS=Sus scrofa OX=9823 GN=LTF PE=1 SV=3
25,318314,P29700|FETUA_PIG,269.49,17,17,3.8207E4,15,15,36,,38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
27,318326,P79263|ITIH4_PIG,263.28,9,9,1.6894E5,10,10,32,Oxidation (M),102146,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Sus scrofa OX=9823 GN=ITIH4 PE=1 SV=1
29,318359,P18650|APOE_PIG,262.92,16,16,2.8396E4,12,12,24,,36599,Apolipoprotein E OS=Sus scrofa OX=9823 GN=APOE PE=1 SV=2
30,318315,Q19AZ8|THRB_PIG,261.69,10,10,6.927E4,16,16,23,,70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
