Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 45,Area Sample 45,#Peptides,#Unique,#Spec Sample 45,PTM,Avg. Mass,Description
3,2,P01965|HBA_PIG,303.25,97,97,6.8918E5,163,163,604,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
2,6,tr|F1RX37|F1RX37_PIG,287.84,11,11,3.2617E6,84,84,758,,60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
4,9,P02067|HBB_PIG,282.91,86,86,2.8677E5,98,98,255,Oxidation (M),16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
1,1,tr|F1RX36|F1RX36_PIG,277.97,30,30,1.1413E6,90,90,841,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
5,13,P27917|APOC3_PIG,250.93,71,71,1.5937E5,48,48,159,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
12,15,P19619|ANXA1_PIG,177.51,5,5,2.6362E4,14,14,26,,38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
6,7,P51524|PF11_PIG,158.56,37,37,2.6388E5,21,17,118,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
14,5,P18648|APOA1_PIG,145.46,31,31,1.0961E4,10,10,19,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
9,133,Q95JC9|PRP_PIG,145.00,9,9,4.959E4,13,13,47,,62283,Basic proline-rich protein OS=Sus scrofa OX=9823 PE=1 SV=2
18,700,P80272|HMGN2_PIG,139.93,70,70,3.8567E3,9,9,16,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
11,3,Q6QAQ1|ACTB_PIG,138.48,21,21,7.2466E3,12,12,26,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
17,715,P02725|GLPA_PIG,136.43,19,19,8.8445E3,7,7,17,,14000,Glycophorin-A OS=Sus scrofa OX=9823 GN=GYPA PE=1 SV=1
15,10,Q19AZ8|THRB_PIG,134.34,8,8,1.752E4,10,10,19,,70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
10,77,Q95274|TYB4_PIG,132.69,57,57,3.7153E4,9,9,28,,5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
19,60,P09571|TRFE_PIG,117.56,5,5,2.2794E3,7,7,11,,76968,Serotransferrin OS=Sus scrofa OX=9823 GN=TF PE=1 SV=2
7,12,P80054|PR39_PIG,117.08,28,28,1.5881E5,8,4,86,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
20,31,P18650|APOE_PIG,115.63,11,11,8.4221E3,6,6,10,,36599,Apolipoprotein E OS=Sus scrofa OX=9823 GN=APOE PE=1 SV=2
13,27,P01025|CO3_PIG,115.54,3,3,2.2279E4,8,8,25,,186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
16,24,P29700|FETUA_PIG,98.40,14,14,5.4326E3,5,5,17,,38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
27,14,P00355|G3P_PIG,94.25,14,14,2.4357E3,4,4,4,Oxidation (M),35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
23,4,P02543|VIME_PIG,94.15,6,6,5.6238E2,5,5,5,,53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
21,40,Q29099|PTBP1_PIG,89.69,4,4,1.7369E3,4,4,8,,59694,Polypyrimidine tract-binding protein 1 OS=Sus scrofa OX=9823 GN=PTBP1 PE=2 SV=2
22,81,O19084|CDSN_PIG,79.61,11,11,1.5981E3,3,3,5,,21644,Corneodesmosin (Fragment) OS=Sus scrofa OX=9823 GN=CDSN PE=3 SV=1
24,190,P50390|TTHY_PIG,75.54,11,11,2.0904E3,3,3,5,,16081,Transthyretin OS=Sus scrofa OX=9823 GN=TTR PE=1 SV=1
29,63,P79263|ITIH4_PIG,75.20,2,2,4.8034E2,2,2,3,,102146,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Sus scrofa OX=9823 GN=ITIH4 PE=1 SV=1
25,53,Q9GLP1|FA5_PIG,73.34,1,1,8.5559E2,3,3,4,,256078,Coagulation factor V OS=Sus scrofa OX=9823 GN=F5 PE=2 SV=1
26,516,P20305|GELS_PIG,71.37,2,2,4.6581E2,3,3,4,,84775,Gelsolin (Fragment) OS=Sus scrofa OX=9823 GN=GSN PE=1 SV=1
8,47,O97507|FA12_PIG,65.82,3,3,6.1962E4,2,2,52,,68012,Coagulation factor XII OS=Sus scrofa OX=9823 GN=F12 PE=2 SV=1
30,640,Q29052|ITIH1_PIG,63.24,2,2,6.5134E2,2,2,3,,100395,Inter-alpha-trypsin inhibitor heavy chain H1 OS=Sus scrofa OX=9823 GN=ITIH1 PE=2 SV=1
31,37,Q5S1U1|HSPB1_PIG,53.55,20,20,4.8076E2,2,2,3,,22942,Heat shock protein beta-1 OS=Sus scrofa OX=9823 GN=HSPB1 PE=2 SV=1
33,61,P06348|H1T_PIG,52.51,15,15,1.7381E2,2,2,2,,22059,Histone H1t OS=Sus scrofa OX=9823 GN=H1-6 PE=1 SV=1
43,83,P50447|A1AT_PIG,51.11,4,4,1.5461E2,1,1,1,,47194,Alpha-1-antitrypsin OS=Sus scrofa OX=9823 GN=SERPINA1 PE=2 SV=1
37,280,P67985|RL22_PIG,49.18,11,11,2.7642E2,1,1,2,,14759,60S ribosomal protein L22 OS=Sus scrofa OX=9823 GN=RPL22 PE=1 SV=2
45,350,P16611|IBP3_PIG,45.90,5,5,6.7199E1,1,1,1,,31690,Insulin-like growth factor-binding protein 3 OS=Sus scrofa OX=9823 GN=IGFBP3 PE=1 SV=3
35,84,P62936|PPIA_PIG,45.38,7,7,3.3743E2,1,1,2,,17869,Peptidyl-prolyl cis-trans isomerase A OS=Sus scrofa OX=9823 GN=PPIA PE=1 SV=2
36,5200,P59083|PHP14_PIG,44.89,11,11,1.1005E2,1,1,2,,13932,14 kDa phosphohistidine phosphatase OS=Sus scrofa OX=9823 GN=PHPT1 PE=1 SV=2
54,76,Q29308|RS19_PIG,42.20,10,10,8.2614E2,1,1,1,,15103,40S ribosomal protein S19 (Fragment) OS=Sus scrofa OX=9823 GN=RPS19 PE=2 SV=3
34,2048,A1XQU1|PSB7_PIG,40.05,3,3,0,1,1,2,,29980,Proteasome subunit beta type-7 OS=Sus scrofa OX=9823 GN=PSMB7 PE=2 SV=2
44,38,Q3BDI7|DSG1_PIG,39.57,2,2,0,1,1,1,,113318,Desmoglein-1 OS=Sus scrofa OX=9823 GN=DSG1 PE=2 SV=1
38,697,P62901|RL31_PIG,38.70,18,18,3.4783E2,1,1,2,,14463,60S ribosomal protein L31 OS=Sus scrofa OX=9823 GN=RPL31 PE=1 SV=1
32,766,Q9GLP2|PROC_PIG,38.31,3,3,1.7642E3,1,1,3,,51867,Vitamin K-dependent protein C OS=Sus scrofa OX=9823 GN=PROC PE=2 SV=1
48,185,P02550|TBA1A_PIG,37.77,3,3,0,1,1,1,,50069,Tubulin alpha-1A chain OS=Sus scrofa OX=9823 GN=TUBA1A PE=1 SV=1
48,177,Q2XVP4|TBA1B_PIG,37.77,3,3,0,1,1,1,,50152,Tubulin alpha-1B chain OS=Sus scrofa OX=9823 GN=TUBA1B PE=1 SV=1
55,1635,Q9TSX9|PRDX6_PIG,37.44,9,9,1.1419E2,1,1,1,,25037,Peroxiredoxin-6 OS=Sus scrofa OX=9823 GN=PRDX6 PE=2 SV=3
46,59,P06867|PLMN_PIG,36.80,1,1,7.6208E1,2,2,2,,90615,Plasminogen OS=Sus scrofa OX=9823 GN=PLG PE=1 SV=3
52,2631,Q95281|RL29_PIG,36.44,16,16,0,1,1,1,,17498,60S ribosomal protein L29 OS=Sus scrofa OX=9823 GN=RPL29 PE=1 SV=4
50,1287,Q9GK37|CBG_PIG,34.78,2,2,2.2086E2,1,1,1,,45189,Corticosteroid-binding globulin OS=Sus scrofa OX=9823 GN=Serpina6 PE=2 SV=1
51,16,P62802|H4_PIG,34.41,10,10,5.4902E1,1,1,2,,11367,Histone H4 OS=Sus scrofa OX=9823 PE=1 SV=2
49,875,P04574|CPNS1_PIG,33.02,18,18,9.5623E2,1,1,1,Oxidation (M),28068,Calpain small subunit 1 OS=Sus scrofa OX=9823 GN=CAPNS1 PE=1 SV=1
47,79,P29804|ODPA_PIG,32.91,3,3,2.1417E4,1,1,1,,43121,Pyruvate dehydrogenase E1 component subunit alpha  somatic form  mitochondrial (Fragment) OS=Sus scrofa OX=9823 GN=PDHA1 PE=1 SV=1
40,42,C0HL13|LRP2_PIG,32.76,1,1,0,1,1,1,,521313,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
