Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 33,Area Sample 33,#Peptides,#Unique,#Spec Sample 33,PTM,Avg. Mass,Description
2,13,P27917|APOC3_PIG,555.06,79,79,6.8173E6,199,199,1595,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
1,1,tr|F1RX36|F1RX36_PIG,534.66,44,44,6.7789E6,394,394,1780,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
3,2,P01965|HBA_PIG,462.40,97,97,2.6921E6,199,199,1093,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
7,5,P18648|APOA1_PIG,420.56,79,79,6.5879E5,163,163,414,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
8,9,P02067|HBB_PIG,413.51,76,76,7.184E5,110,106,378,Oxidation (M),16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
6,6,tr|F1RX37|F1RX37_PIG,387.00,9,9,2.2932E6,62,62,629,,60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
5,7,P51524|PF11_PIG,335.73,59,59,3.0982E6,102,76,828,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
20,15,P19619|ANXA1_PIG,297.51,5,5,1.4944E5,20,20,55,,38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
4,12,P80054|PR39_PIG,295.64,41,41,1.021E6,51,24,869,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
12,4,P02543|VIME_PIG,278.42,29,29,1.0355E5,59,59,99,Oxidation (M),53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
9,27,P01025|CO3_PIG,263.93,11,11,5.4022E5,50,50,228,Oxidation (M),186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
15,14,P00355|G3P_PIG,262.93,46,46,7.3635E4,39,39,79,Oxidation (M),35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
14,3,Q6QAQ1|ACTB_PIG,259.64,37,37,1.7094E4,43,15,79,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
10,77,Q95274|TYB4_PIG,258.29,84,84,6.6783E5,29,29,186,,5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
19,11,P68137|ACTS_PIG,244.02,27,27,3.9032E2,29,1,58,Oxidation (M),42051,Actin  alpha skeletal muscle OS=Sus scrofa OX=9823 GN=ACTA1 PE=1 SV=1
13,10,Q19AZ8|THRB_PIG,236.42,16,16,1.8017E5,29,29,90,Oxidation (M),70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
11,700,P80272|HMGN2_PIG,233.39,86,86,5.5728E4,20,20,100,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
17,63,P79263|ITIH4_PIG,227.26,10,10,1.5696E5,24,24,74,Oxidation (M),102146,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Sus scrofa OX=9823 GN=ITIH4 PE=1 SV=1
24,31,P18650|APOE_PIG,222.89,22,22,3.9286E4,22,22,34,Oxidation (M),36599,Apolipoprotein E OS=Sus scrofa OX=9823 GN=APOE PE=1 SV=2
21,24,P29700|FETUA_PIG,220.89,24,24,6.7801E4,28,28,54,Oxidation (M),38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
25,53,Q9GLP1|FA5_PIG,211.61,1,1,2.2498E4,16,16,28,,256078,Coagulation factor V OS=Sus scrofa OX=9823 GN=F5 PE=2 SV=1
26,61,P06348|H1T_PIG,198.08,23,23,1.3189E4,16,16,27,,22059,Histone H1t OS=Sus scrofa OX=9823 GN=H1-6 PE=1 SV=1
22,33,P08835|ALBU_PIG,176.92,18,18,5.7261E4,25,25,55,,69692,Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=2
35,59,P06867|PLMN_PIG,174.16,4,4,1.0641E4,6,6,14,,90615,Plasminogen OS=Sus scrofa OX=9823 GN=PLG PE=1 SV=3
18,48,Q8SPS7|HPT_PIG,164.83,14,14,1.3264E5,8,8,72,Oxidation (M),38482,Haptoglobin OS=Sus scrofa OX=9823 GN=HP PE=1 SV=1
23,2612,P21753|TYB10_PIG,151.88,57,57,1.3984E5,7,7,45,,4823,Thymosin beta-10 OS=Sus scrofa OX=9823 GN=TMSB10 PE=1 SV=2
36,56,P10668|COF1_PIG,144.46,25,25,1.79E4,9,9,14,Oxidation (M),18519,Cofilin-1 OS=Sus scrofa OX=9823 GN=CFL1 PE=1 SV=3
27,108,P80310|S10AC_PIG,143.24,48,48,2.4699E4,5,5,24,,10745,Protein S100-A12 OS=Sus scrofa OX=9823 GN=S100A12 PE=1 SV=2
37,1861,O46409|APOA4_PIG,141.81,20,20,5.4834E3,9,9,13,,43294,Apolipoprotein A-IV OS=Sus scrofa OX=9823 GN=APOA4 PE=2 SV=1
28,489,P17741|HMGB2_PIG,136.74,30,30,1.5421E4,13,10,24,,24133,High mobility group protein B2 OS=Sus scrofa OX=9823 GN=HMGB2 PE=1 SV=2
34,84,P62936|PPIA_PIG,134.87,29,29,8.4555E3,9,9,15,,17869,Peptidyl-prolyl cis-trans isomerase A OS=Sus scrofa OX=9823 GN=PPIA PE=1 SV=2
31,82,Q29549|CLUS_PIG,133.91,23,23,1.1535E4,14,14,19,Oxidation (M),51775,Clusterin OS=Sus scrofa OX=9823 GN=CLU PE=1 SV=1
33,640,Q29052|ITIH1_PIG,125.45,6,6,4.6423E4,7,7,16,,100395,Inter-alpha-trypsin inhibitor heavy chain H1 OS=Sus scrofa OX=9823 GN=ITIH1 PE=2 SV=1
55,148,P21692|MMP1_PIG,121.22,7,7,1.4514E3,3,3,3,,53666,Interstitial collagenase OS=Sus scrofa OX=9823 GN=MMP1 PE=1 SV=2
40,26,P0DSO0|SAA2_PIG,117.75,33,33,9.6236E3,8,8,9,,14418,Serum amyloid A-2 protein OS=Sus scrofa OX=9823 GN=SAA2 PE=3 SV=1
39,593,O02668|ITIH2_PIG,117.72,9,9,4.3777E3,8,8,11,Oxidation (M),104622,Inter-alpha-trypsin inhibitor heavy chain H2 OS=Sus scrofa OX=9823 GN=ITIH2 PE=2 SV=1
41,1882,P12682|HMGB1_PIG,101.45,27,27,7.8061E3,6,3,10,,24917,High mobility group protein B1 OS=Sus scrofa OX=9823 GN=HMGB1 PE=1 SV=3
