Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 33,Area Sample 33,#Peptides,#Unique,#Spec Sample 33,PTM,Avg. Mass,Description
1,419908,tr|F1RX36|F1RX36_PIG,573.88,42,42,9.136E6,322,322,1617,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
2,419909,tr|F1RX37|F1RX37_PIG,478.50,27,27,2.5485E6,73,73,495,Oxidation (M),60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
5,318305,P27917|APOC3_PIG,470.03,76,76,1.0595E6,77,77,326,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
7,318560,P09571|TRFE_PIG,402.22,24,24,4.834E5,57,56,181,Oxidation (M),76968,Serotransferrin OS=Sus scrofa OX=9823 GN=TF PE=1 SV=2
8,318311,P18648|APOA1_PIG,383.52,68,68,2.8029E5,66,66,170,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
10,319005,P02067|HBB_PIG,370.24,57,57,1.8936E5,44,44,112,Oxidation (M),16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
4,318471,P01965|HBA_PIG,367.17,97,97,7.9346E5,89,89,385,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
9,318301,Q6QAQ1|ACTB_PIG,327.99,51,51,7.8232E4,66,22,125,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
3,318303,P51524|PF11_PIG,304.22,44,44,2.0829E6,50,26,400,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
6,318310,P80054|PR39_PIG,296.67,41,41,2.0228E5,41,17,216,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
13,318302,P68137|ACTS_PIG,296.43,36,36,4.7682E2,45,1,75,Oxidation (M),42051,Actin  alpha skeletal muscle OS=Sus scrofa OX=9823 GN=ACTA1 PE=1 SV=1
16,318313,P19619|ANXA1_PIG,288.35,13,13,1.0411E5,18,18,50,Oxidation (M),38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
15,318428,P00355|G3P_PIG,286.34,56,56,1.3087E5,26,26,54,Oxidation (M),35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
22,318315,Q19AZ8|THRB_PIG,266.93,19,19,4.2479E4,25,25,38,Oxidation (M),70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
11,319560,Q8SPS7|HPT_PIG,262.91,13,13,1.2202E6,15,15,105,Oxidation (M),38482,Haptoglobin OS=Sus scrofa OX=9823 GN=HP PE=1 SV=1
14,318332,P80310|S10AC_PIG,262.85,43,43,5.3444E5,14,14,70,,10745,Protein S100-A12 OS=Sus scrofa OX=9823 GN=S100A12 PE=1 SV=2
12,318329,Q95274|TYB4_PIG,260.53,95,95,4.4892E5,21,20,81,Oxidation (M),5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
29,318359,P18650|APOE_PIG,249.05,17,17,5.4288E4,15,15,28,Oxidation (M),36599,Apolipoprotein E OS=Sus scrofa OX=9823 GN=APOE PE=1 SV=2
30,319077,O02668|ITIH2_PIG,247.59,9,9,4.997E4,10,10,27,,104622,Inter-alpha-trypsin inhibitor heavy chain H2 OS=Sus scrofa OX=9823 GN=ITIH2 PE=2 SV=1
23,318803,P80272|HMGN2_PIG,236.27,59,59,3.7561E4,13,13,36,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
19,318307,P02543|VIME_PIG,235.52,28,28,3.5662E4,30,30,42,Oxidation (M),53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
26,318386,P62936|PPIA_PIG,224.35,37,37,4.8512E4,19,19,33,,17869,Peptidyl-prolyl cis-trans isomerase A OS=Sus scrofa OX=9823 GN=PPIA PE=1 SV=2
24,320063,P08835|ALBU_PIG,223.93,13,13,7.6485E4,14,14,35,,69692,Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=2
32,318442,P10668|COF1_PIG,218.14,48,48,2.6388E4,14,14,25,Oxidation (M),18519,Cofilin-1 OS=Sus scrofa OX=9823 GN=CFL1 PE=1 SV=3
