Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 50,Area Sample 50,#Peptides,#Unique,#Spec Sample 50,PTM,Avg. Mass,Description
1,1,tr|F1RX36|F1RX36_PIG,589.10,50,50,1.6719E7,479,479,2284,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
2,6,tr|F1RX37|F1RX37_PIG,479.31,34,34,1.0923E7,149,149,1312,Oxidation (M),60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
6,13,P27917|APOC3_PIG,402.20,78,78,1.0517E6,71,71,269,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
3,7,P51524|PF11_PIG,374.53,64,64,5.8947E5,119,4,1035,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
4,8,P51525|PF12_PIG,371.68,60,60,0,116,1,983,,25855,Prophenin-2 OS=Sus scrofa OX=9823 PE=2 SV=1
7,3,Q6QAQ1|ACTB_PIG,368.53,68,68,2.1329E5,127,57,224,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
11,5,P18648|APOA1_PIG,358.67,62,62,4.8766E5,71,71,190,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
9,26,P0DSO0|SAA2_PIG,331.14,83,83,4.4079E5,77,77,210,Oxidation (M),14418,Serum amyloid A-2 protein OS=Sus scrofa OX=9823 GN=SAA2 PE=3 SV=1
5,12,P80054|PR39_PIG,323.01,47,47,2.6645E5,60,19,427,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
12,11,P68137|ACTS_PIG,312.84,51,51,1.7593E3,72,2,123,Oxidation (M),42051,Actin  alpha skeletal muscle OS=Sus scrofa OX=9823 GN=ACTA1 PE=1 SV=1
8,30,P49932|PMP37_PIG,310.44,40,40,5.7277E2,47,1,216,,18927,Antibacterial peptide PMAP-37 OS=Sus scrofa OX=9823 GN=PMAP37 PE=2 SV=1
10,23,P49930|PMP23_PIG,304.72,40,40,1.1571E3,43,2,200,,17486,Antibacterial peptide PMAP-23 OS=Sus scrofa OX=9823 GN=PMAP23 PE=2 SV=1
15,15,P19619|ANXA1_PIG,302.20,19,19,2.1035E5,32,32,78,Oxidation (M),38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
17,2,P01965|HBA_PIG,289.25,85,85,6.1168E4,42,42,71,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
18,10,Q19AZ8|THRB_PIG,267.97,21,21,1.4991E5,28,28,70,Oxidation (M),70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
20,14,P00355|G3P_PIG,256.75,50,50,1.0753E5,34,34,56,Oxidation (M),35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
19,77,Q95274|TYB4_PIG,251.90,89,89,1.4591E5,25,24,59,Oxidation (M),5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
13,24,P29700|FETUA_PIG,243.66,23,23,1.3804E5,25,25,99,Oxidation (M),38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
14,61,P06348|H1T_PIG,240.47,19,19,2.5199E5,25,25,87,,22059,Histone H1t OS=Sus scrofa OX=9823 GN=H1-6 PE=1 SV=1
25,700,P80272|HMGN2_PIG,239.13,84,84,2.7556E4,12,12,29,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
23,84,P62936|PPIA_PIG,233.98,38,38,6.802E4,20,20,38,Oxidation (M),17869,Peptidyl-prolyl cis-trans isomerase A OS=Sus scrofa OX=9823 GN=PPIA PE=1 SV=2
22,31,P18650|APOE_PIG,227.47,39,39,5.5183E4,20,20,41,Oxidation (M),36599,Apolipoprotein E OS=Sus scrofa OX=9823 GN=APOE PE=1 SV=2
21,4,P02543|VIME_PIG,225.61,32,32,3.557E4,34,34,48,,53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
16,27,P01025|CO3_PIG,220.66,11,11,1.6416E5,28,28,75,Oxidation (M),186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
24,9,P02067|HBB_PIG,219.96,48,48,2.042E4,17,17,32,,16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
26,33,P08835|ALBU_PIG,190.41,14,14,2.7563E4,17,17,27,,69692,Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=2
31,59,P06867|PLMN_PIG,184.37,2,2,2.3226E4,9,9,12,,90615,Plasminogen OS=Sus scrofa OX=9823 GN=PLG PE=1 SV=3
44,1705,Q8MJ49|OSTF1_PIG,183.32,19,19,7.7086E3,5,5,7,,23740,Osteoclast-stimulating factor 1 OS=Sus scrofa OX=9823 GN=OSTF1 PE=2 SV=1
36,29,Q767L7|TBB5_PIG,160.70,19,19,4.2724E3,9,9,10,Oxidation (M),49671,Tubulin beta chain OS=Sus scrofa OX=9823 GN=TUBB PE=1 SV=1
27,63,P79263|ITIH4_PIG,157.15,6,6,3.3408E4,9,9,25,,102146,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Sus scrofa OX=9823 GN=ITIH4 PE=1 SV=1
