Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 8,Area Sample 8,#Peptides,#Unique,#Spec Sample 8,PTM,Avg. Mass,Description
3,2,P01965|HBA_PIG,285.29,97,97,3.2209E5,108,108,283,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
2,6,tr|F1RX37|F1RX37_PIG,266.60,13,13,2.9509E6,59,59,439,,60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
1,1,tr|F1RX36|F1RX36_PIG,263.94,25,25,1.8487E6,58,58,798,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
4,13,P27917|APOC3_PIG,262.60,56,56,1.6952E5,49,49,168,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
5,9,P02067|HBB_PIG,244.56,63,63,1.2597E5,50,50,137,Oxidation (M),16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
7,133,Q95JC9|PRP_PIG,158.30,10,10,1.0808E5,15,15,50,,62283,Basic proline-rich protein OS=Sus scrofa OX=9823 PE=1 SV=2
13,15,P19619|ANXA1_PIG,146.80,4,4,8.739E3,8,8,11,,38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
10,5,P18648|APOA1_PIG,141.73,25,25,1.8472E4,9,9,18,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
8,7,P51524|PF11_PIG,133.58,30,30,1.3721E5,12,8,32,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
11,10,Q19AZ8|THRB_PIG,128.81,8,8,9.2485E3,7,7,14,,70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
14,77,Q95274|TYB4_PIG,114.27,50,50,2.2353E4,6,6,9,,5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
9,12,P80054|PR39_PIG,111.51,27,27,9.7798E3,7,3,18,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
12,3,Q6QAQ1|ACTB_PIG,106.72,12,12,4.6786E3,5,5,14,,41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
20,715,P02725|GLPA_PIG,104.10,18,18,7.1739E2,4,4,4,,14000,Glycophorin-A OS=Sus scrofa OX=9823 GN=GYPA PE=1 SV=1
15,24,P29700|FETUA_PIG,95.98,14,14,5.7838E2,4,4,9,,38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
18,37,Q5S1U1|HSPB1_PIG,83.44,20,20,1.1628E3,4,4,5,,22942,Heat shock protein beta-1 OS=Sus scrofa OX=9823 GN=HSPB1 PE=2 SV=1
21,700,P80272|HMGN2_PIG,79.45,34,34,3.5162E2,2,2,4,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
17,4,P02543|VIME_PIG,75.73,11,11,1.1188E3,3,3,5,,53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
6,47,O97507|FA12_PIG,71.05,3,3,9.8294E3,2,2,53,,68012,Coagulation factor XII OS=Sus scrofa OX=9823 GN=F12 PE=2 SV=1
19,31,P18650|APOE_PIG,69.04,5,5,2.3162E3,2,2,4,,36599,Apolipoprotein E OS=Sus scrofa OX=9823 GN=APOE PE=1 SV=2
23,190,P50390|TTHY_PIG,65.03,11,11,5.4989E2,2,2,3,,16081,Transthyretin OS=Sus scrofa OX=9823 GN=TTR PE=1 SV=1
26,697,P62901|RL31_PIG,54.33,18,18,5.4093E2,2,2,2,,14463,60S ribosomal protein L31 OS=Sus scrofa OX=9823 GN=RPL31 PE=1 SV=1
28,14,P00355|G3P_PIG,46.49,5,5,0,1,1,1,,35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
24,93,Q5U9S1|MBL1_PIG,46.17,9,9,2.5692E3,1,1,2,,26489,Mannose-binding protein A OS=Sus scrofa OX=9823 GN=MBL1 PE=1 SV=1
22,53,Q9GLP1|FA5_PIG,44.68,0,0,0,1,1,3,,256078,Coagulation factor V OS=Sus scrofa OX=9823 GN=F5 PE=2 SV=1
29,667,P00791|PEPA_PIG,44.58,4,4,7.3014E1,1,1,1,,41262,Pepsin A OS=Sus scrofa OX=9823 GN=PGA PE=1 SV=3
31,76,Q29308|RS19_PIG,42.01,10,10,2.7232E2,1,1,1,,15103,40S ribosomal protein S19 (Fragment) OS=Sus scrofa OX=9823 GN=RPS19 PE=2 SV=3
25,81,O19084|CDSN_PIG,40.69,11,11,0,1,1,2,,21644,Corneodesmosin (Fragment) OS=Sus scrofa OX=9823 GN=CDSN PE=3 SV=1
30,1107,Q6PQZ1|AQP1_PIG,37.77,6,6,1.7374E3,1,1,1,,28679,Aquaporin-1 OS=Sus scrofa OX=9823 GN=AQP1 PE=2 SV=3
