Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 19,Area Sample 19,#Peptides,#Unique,#Spec Sample 19,PTM,Avg. Mass,Description
1,1,tr|F1RX36|F1RX36_PIG,484.52,40,40,1.1055E7,388,388,2413,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
3,13,P27917|APOC3_PIG,472.42,79,79,6.4514E6,180,180,1524,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
2,2,P01965|HBA_PIG,458.74,97,97,6.4097E6,253,253,1668,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
7,9,P02067|HBB_PIG,387.95,76,76,9.3047E5,113,113,380,Oxidation (M),16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
5,6,tr|F1RX37|F1RX37_PIG,363.19,12,12,4.794E6,71,71,696,,60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
9,5,P18648|APOA1_PIG,324.13,71,71,4.3511E5,86,86,225,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
4,7,P51524|PF11_PIG,302.81,59,59,6.0786E6,90,63,864,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
8,700,P80272|HMGN2_PIG,269.21,84,84,3.4899E5,32,32,226,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
17,15,P19619|ANXA1_PIG,259.23,5,5,1.4044E5,23,23,66,,38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
6,12,P80054|PR39_PIG,259.16,40,40,1.0003E6,51,23,592,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
10,77,Q95274|TYB4_PIG,248.42,95,95,1.1707E6,29,28,172,Oxidation (M),5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
14,3,Q6QAQ1|ACTB_PIG,235.67,40,40,1.486E4,47,18,75,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
15,24,P29700|FETUA_PIG,228.59,23,23,1.0408E5,23,23,74,Oxidation (M),38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
12,23,P49930|PMP23_PIG,228.26,28,28,0,28,1,118,,17486,Antibacterial peptide PMAP-23 OS=Sus scrofa OX=9823 GN=PMAP23 PE=2 SV=1
13,61,P06348|H1T_PIG,223.26,20,20,1.1022E5,28,28,81,,22059,Histone H1t OS=Sus scrofa OX=9823 GN=H1-6 PE=1 SV=1
