Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 15,Area Sample 15,#Peptides,#Unique,#Spec Sample 15,PTM,Avg. Mass,Description
1,419908,tr|F1RX36|F1RX36_PIG,493.14,36,36,5.4282E6,196,196,1541,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
3,419909,tr|F1RX37|F1RX37_PIG,409.73,13,13,1.2035E6,64,64,559,,60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
5,318305,P27917|APOC3_PIG,346.01,74,74,1.8909E5,39,39,131,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
2,318303,P51524|PF11_PIG,311.76,55,55,1.9538E6,86,49,720,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
4,318310,P80054|PR39_PIG,280.38,35,35,9.3541E4,46,9,281,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
7,318301,Q6QAQ1|ACTB_PIG,252.25,29,29,4.4834E4,34,34,55,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
6,318306,P0DSO0|SAA2_PIG,252.10,64,64,5.3251E4,29,29,57,Oxidation (M),14418,Serum amyloid A-2 protein OS=Sus scrofa OX=9823 GN=SAA2 PE=3 SV=1
13,318311,P18648|APOA1_PIG,206.89,30,30,9.7291E3,12,12,24,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
9,318329,Q95274|TYB4_PIG,204.50,57,57,3.6855E4,12,11,38,,5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
10,318332,P80310|S10AC_PIG,203.63,53,53,6.0101E4,9,9,38,,10745,Protein S100-A12 OS=Sus scrofa OX=9823 GN=S100A12 PE=1 SV=2
15,318313,P19619|ANXA1_PIG,196.02,4,4,2.2315E4,7,7,19,,38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
11,318471,P01965|HBA_PIG,173.84,61,61,2.1998E4,14,14,36,,15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
16,318315,Q19AZ8|THRB_PIG,172.09,7,7,1.0938E4,7,7,12,,70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
20,318803,P80272|HMGN2_PIG,168.04,34,34,3.0781E3,5,5,10,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
8,319560,Q8SPS7|HPT_PIG,157.48,10,10,1.929E5,6,6,45,Oxidation (M),38482,Haptoglobin OS=Sus scrofa OX=9823 GN=HP PE=1 SV=1
12,318560,P09571|TRFE_PIG,152.04,6,6,6.8399E4,7,7,28,,76968,Serotransferrin OS=Sus scrofa OX=9823 GN=TF PE=1 SV=2
21,319005,P02067|HBB_PIG,147.00,20,20,3.415E3,4,4,8,,16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
22,318386,P62936|PPIA_PIG,129.30,9,9,1.4036E4,4,4,8,,17869,Peptidyl-prolyl cis-trans isomerase A OS=Sus scrofa OX=9823 GN=PPIA PE=1 SV=2
17,318326,P79263|ITIH4_PIG,110.76,6,6,6.4113E3,5,5,11,,102146,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Sus scrofa OX=9823 GN=ITIH4 PE=1 SV=1
23,318323,P06867|PLMN_PIG,105.65,2,2,4.4551E3,4,4,6,,90615,Plasminogen OS=Sus scrofa OX=9823 GN=PLG PE=1 SV=3
18,318380,P50390|TTHY_PIG,103.92,14,14,1.491E4,4,4,11,,16081,Transthyretin OS=Sus scrofa OX=9823 GN=TTR PE=1 SV=1
14,318314,P29700|FETUA_PIG,94.65,6,6,1.0676E4,3,3,21,Oxidation (M),38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
19,318325,A5D9M6|BAG6_PIG,87.24,2,2,3.4063E3,4,4,10,,118627,Large proline-rich protein BAG6 OS=Sus scrofa OX=9823 GN=BAG6 PE=1 SV=1
