Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 9,Area Sample 9,#Peptides,#Unique,#Spec Sample 9,PTM,Avg. Mass,Description
1,419908,tr|F1RX36|F1RX36_PIG,368.99,23,23,1.0059E6,76,76,314,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
3,419909,tr|F1RX37|F1RX37_PIG,331.13,10,10,3.0055E5,33,33,129,,60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
4,318305,P27917|APOC3_PIG,289.56,52,52,1.0182E5,25,25,85,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
2,318303,P51524|PF11_PIG,245.35,41,41,9.7893E5,44,44,305,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
6,318301,Q6QAQ1|ACTB_PIG,170.57,21,21,3.1364E4,18,18,38,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
8,318329,Q95274|TYB4_PIG,150.26,57,57,3.2049E4,8,8,16,,5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
7,318306,P0DSO0|SAA2_PIG,146.93,27,27,1.2135E4,9,9,18,,14418,Serum amyloid A-2 protein OS=Sus scrofa OX=9823 GN=SAA2 PE=3 SV=1
13,318314,P29700|FETUA_PIG,140.70,8,8,3.0464E3,3,3,8,,38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
9,318803,P80272|HMGN2_PIG,137.75,34,34,2.6852E4,4,4,15,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
18,318337,Q767L7|TBB5_PIG,134.28,8,8,1.2851E3,4,4,4,Oxidation (M),49671,Tubulin beta chain OS=Sus scrofa OX=9823 GN=TUBB PE=1 SV=1
11,319333,P17741|HMGB2_PIG,123.85,12,12,9.3488E3,10,8,13,,24133,High mobility group protein B2 OS=Sus scrofa OX=9823 GN=HMGB2 PE=1 SV=2
5,319560,Q8SPS7|HPT_PIG,115.78,5,5,2.914E5,4,4,40,Oxidation (M),38482,Haptoglobin OS=Sus scrofa OX=9823 GN=HP PE=1 SV=1
12,318471,P01965|HBA_PIG,112.13,26,26,7.6942E3,6,6,12,,15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
16,318313,P19619|ANXA1_PIG,111.58,3,3,3.5158E3,3,3,5,,38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
14,318326,P79263|ITIH4_PIG,106.79,3,3,9.857E2,2,2,6,,102146,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Sus scrofa OX=9823 GN=ITIH4 PE=1 SV=1
31,318366,Q8MJ49|OSTF1_PIG,92.86,7,7,1.5332E3,2,2,2,,23740,Osteoclast-stimulating factor 1 OS=Sus scrofa OX=9823 GN=OSTF1 PE=2 SV=1
24,318323,P06867|PLMN_PIG,86.87,1,1,4.2824E3,3,3,3,,90615,Plasminogen OS=Sus scrofa OX=9823 GN=PLG PE=1 SV=3
20,318311,P18648|APOA1_PIG,81.33,9,9,1.7727E3,2,2,4,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
22,318328,P01025|CO3_PIG,79.42,2,2,1.3828E3,2,2,3,Oxidation (M),186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
17,322394,O77666|TRI26_PIG,79.42,3,3,0,3,1,5,,62778,Tripartite motif-containing protein 26 OS=Sus scrofa OX=9823 GN=TRIM26 PE=3 SV=2
21,318380,P50390|TTHY_PIG,78.54,11,11,1.0035E3,2,2,4,,16081,Transthyretin OS=Sus scrofa OX=9823 GN=TTR PE=1 SV=1
41,319005,P02067|HBB_PIG,67.21,12,12,0,1,1,1,,16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
26,318442,P10668|COF1_PIG,63.39,8,8,5.2044E2,1,1,3,,18519,Cofilin-1 OS=Sus scrofa OX=9823 GN=CFL1 PE=1 SV=3
19,318315,Q19AZ8|THRB_PIG,62.30,2,2,2.5175E3,2,2,4,,70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
10,318325,A5D9M6|BAG6_PIG,62.16,1,1,3.1031E3,2,2,13,,118627,Large proline-rich protein BAG6 OS=Sus scrofa OX=9823 GN=BAG6 PE=1 SV=1
10,318336,O62651|WT1_PIG,62.16,2,2,3.1031E3,2,2,13,,49166,Wilms tumor protein homolog OS=Sus scrofa OX=9823 GN=WT1 PE=2 SV=1
10,318333,P0DW16|RBM20_PIG,62.16,1,1,3.1031E3,2,2,13,,133295,RNA-binding protein 20 OS=Sus scrofa OX=9823 GN=RBM20 PE=1 SV=1
10,318341,Q9BEA8|TNFL6_PIG,62.16,3,3,3.1031E3,2,2,13,,31756,Tumor necrosis factor ligand superfamily member 6 OS=Sus scrofa OX=9823 GN=FASLG PE=2 SV=1
10,318331,P08001|ACRO_PIG,62.16,2,2,3.1031E3,2,2,13,,45362,Acrosin OS=Sus scrofa OX=9823 GN=ACR PE=1 SV=5
32,318332,P80310|S10AC_PIG,61.02,16,16,1.3988E3,2,2,2,,10745,Protein S100-A12 OS=Sus scrofa OX=9823 GN=S100A12 PE=1 SV=2
30,318357,P48819|VTNC_PIG,59.17,3,3,1.0563E3,2,2,2,,52572,Vitronectin OS=Sus scrofa OX=9823 GN=VTN PE=1 SV=1
34,318338,Q9TUB2|P53_PIG,57.29,3,3,0,1,1,1,,42862,Cellular tumor antigen p53 OS=Sus scrofa OX=9823 GN=TP53 PE=2 SV=1
25,318350,P06348|H1T_PIG,55.92,4,4,5.2113E3,2,2,3,,22059,Histone H1t OS=Sus scrofa OX=9823 GN=H1-6 PE=1 SV=1
27,318560,P09571|TRFE_PIG,50.90,2,2,1.5896E3,1,1,2,,76968,Serotransferrin OS=Sus scrofa OX=9823 GN=TF PE=1 SV=2
27,319393,Q29545|ICA_PIG,50.90,2,2,1.5896E3,1,1,2,,77634,Inhibitor of carbonic anhydrase OS=Sus scrofa OX=9823 GN=ICA PE=1 SV=1
46,319469,Q95281|RL29_PIG,49.27,18,18,1.362E2,1,1,1,,17498,60S ribosomal protein L29 OS=Sus scrofa OX=9823 GN=RPL29 PE=1 SV=4
29,320246,Q7SIB7|PGK1_PIG,46.39,4,4,6.9918E1,1,1,2,,44559,Phosphoglycerate kinase 1 OS=Sus scrofa OX=9823 GN=PGK1 PE=1 SV=3
29,319129,Q6RI85|PGK2_PIG,46.39,4,4,6.9918E1,1,1,2,,44895,Phosphoglycerate kinase 2 OS=Sus scrofa OX=9823 GN=PGK2 PE=2 SV=3
39,318359,P18650|APOE_PIG,43.67,4,4,1.2741E3,1,1,1,,36599,Apolipoprotein E OS=Sus scrofa OX=9823 GN=APOE PE=1 SV=2
35,319511,P49874|SFTPA_PIG,41.12,4,4,0,1,1,1,Oxidation (M),26702,Pulmonary surfactant-associated protein A OS=Sus scrofa OX=9823 GN=SFTPA1 PE=2 SV=1
23,319096,Q5I2M3|TLR9_PIG,36.73,1,1,1.3704E5,1,1,3,,115883,Toll-like receptor 9 OS=Sus scrofa OX=9823 GN=TLR9 PE=2 SV=1
28,319760,O97507|FA12_PIG,36.66,2,2,1.0714E2,1,1,2,,68012,Coagulation factor XII OS=Sus scrofa OX=9823 GN=F12 PE=2 SV=1
36,318324,P53714|ITB2_PIG,36.46,2,2,5.436E2,1,1,1,,84790,Integrin beta-2 OS=Sus scrofa OX=9823 GN=ITGB2 PE=2 SV=1
42,319007,Q29052|ITIH1_PIG,36.32,1,1,1.7653E3,1,1,1,,100395,Inter-alpha-trypsin inhibitor heavy chain H1 OS=Sus scrofa OX=9823 GN=ITIH1 PE=2 SV=1
15,318827,O62640|PIAP_PIG,35.64,3,3,1.1282E5,1,1,5,Oxidation (M),40977,Putative inhibitor of apoptosis OS=Sus scrofa OX=9823 GN=PIAP PE=2 SV=1
43,320057,P50447|A1AT_PIG,35.58,2,2,3.9565E3,1,1,1,Oxidation (M),47194,Alpha-1-antitrypsin OS=Sus scrofa OX=9823 GN=SERPINA1 PE=2 SV=1
37,318307,P02543|VIME_PIG,35.54,3,3,9.2554E1,1,1,1,,53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
40,318728,Q3ZD69|LMNA_PIG,35.54,3,3,1.284E3,1,1,1,,74219,Prelamin-A/C OS=Sus scrofa OX=9823 GN=LMNA PE=3 SV=1
38,318342,P14632|TRFL_PIG,35.30,2,2,3.8511E2,1,1,1,,77626,Lactotransferrin OS=Sus scrofa OX=9823 GN=LTF PE=1 SV=3
45,318860,P50828|HEMO_PIG,34.90,2,2,7.7634E2,1,1,1,,51306,Hemopexin OS=Sus scrofa OX=9823 GN=HPX PE=1 SV=1
