Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 72,Area Sample 72,#Peptides,#Unique,#Spec Sample 72,PTM,Avg. Mass,Description
1,1,tr|F1RX36|F1RX36_PIG,438.19,48,48,1.34E7,537,537,2992,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
2,6,tr|F1RX37|F1RX37_PIG,334.98,20,20,5.1665E6,118,118,1139,Oxidation (M),60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
5,13,P27917|APOC3_PIG,311.06,79,79,1.5713E6,102,102,494,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
3,7,P51524|PF11_PIG,284.26,67,67,4.4714E6,124,69,944,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
4,12,P80054|PR39_PIG,262.99,49,49,3.9085E5,75,20,920,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
8,3,Q6QAQ1|ACTB_PIG,255.87,53,53,9.6611E4,101,46,181,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
7,26,P0DSO0|SAA2_PIG,252.21,74,74,2.9867E5,75,75,181,Oxidation (M),14418,Serum amyloid A-2 protein OS=Sus scrofa OX=9823 GN=SAA2 PE=3 SV=1
6,32,P49931|PMP36_PIG,248.64,36,36,2.5018E3,56,1,400,,18647,Antibacterial peptide PMAP-36 OS=Sus scrofa OX=9823 GN=PMAP36 PE=2 SV=1
9,5,P18648|APOA1_PIG,239.11,55,55,2.4955E5,51,51,114,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
10,11,P68137|ACTS_PIG,228.49,39,39,2.6053E2,57,2,104,Oxidation (M),42051,Actin  alpha skeletal muscle OS=Sus scrofa OX=9823 GN=ACTA1 PE=1 SV=1
12,2,P01965|HBA_PIG,216.42,79,79,8.3987E4,46,46,85,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
13,10,Q19AZ8|THRB_PIG,202.71,19,19,1.6561E5,31,31,71,,70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
