Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 29,Area Sample 29,#Peptides,#Unique,#Spec Sample 29,PTM,Avg. Mass,Description
1,419908,tr|F1RX36|F1RX36_PIG,514.40,38,38,4.4288E6,241,241,925,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
2,419909,tr|F1RX37|F1RX37_PIG,471.83,21,21,2.5412E6,89,89,597,Oxidation (M),60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
5,318560,P09571|TRFE_PIG,452.62,27,27,9.7751E5,98,80,322,Oxidation (M),76968,Serotransferrin OS=Sus scrofa OX=9823 GN=TF PE=1 SV=2
4,318305,P27917|APOC3_PIG,440.89,77,77,1.3005E6,80,80,397,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
3,318471,P01965|HBA_PIG,410.04,97,97,7.2732E5,100,100,423,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
8,319005,P02067|HBB_PIG,352.60,58,58,1.1734E5,31,31,79,Oxidation (M),16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
10,318311,P18648|APOA1_PIG,320.76,40,40,7.8459E4,31,31,73,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
6,318310,P80054|PR39_PIG,320.70,45,45,2.0712E5,47,25,275,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
20,319077,O02668|ITIH2_PIG,279.72,16,16,1.1681E5,21,21,41,Oxidation (M),104622,Inter-alpha-trypsin inhibitor heavy chain H2 OS=Sus scrofa OX=9823 GN=ITIH2 PE=2 SV=1
11,318304,P51525|PF12_PIG,272.38,33,33,2.7123E4,28,4,63,,25855,Prophenin-2 OS=Sus scrofa OX=9823 PE=2 SV=1
11,318303,P51524|PF11_PIG,272.38,35,35,2.7123E4,28,4,63,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
18,318301,Q6QAQ1|ACTB_PIG,270.89,28,28,2.9923E4,27,27,45,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
19,318307,P02543|VIME_PIG,270.51,29,29,2.376E4,29,29,42,Oxidation (M),53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
16,318321,P49932|PMP37_PIG,266.85,38,38,6.8499E2,25,1,52,,18927,Antibacterial peptide PMAP-37 OS=Sus scrofa OX=9823 GN=PMAP37 PE=2 SV=1
24,318428,P00355|G3P_PIG,256.91,34,34,4.4381E4,15,15,29,Oxidation (M),35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
21,320063,P08835|ALBU_PIG,255.15,20,20,7.2929E4,20,20,40,,69692,Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=2
17,318557,P62802|H4_PIG,252.11,59,59,4.0522E5,20,20,49,Oxidation (M),11367,Histone H4 OS=Sus scrofa OX=9823 PE=1 SV=2
7,318328,P01025|CO3_PIG,251.71,12,12,9.7655E4,21,21,97,Oxidation (M),186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
12,318380,P50390|TTHY_PIG,245.64,29,29,1.6054E5,11,11,61,,16081,Transthyretin OS=Sus scrofa OX=9823 GN=TTR PE=1 SV=1
22,318839,Q71LE2|H33_PIG,240.61,64,64,6.4138E4,17,17,38,Oxidation (M),15328,Histone H3.3 OS=Sus scrofa OX=9823 GN=H3-3A PE=2 SV=3
14,318332,P80310|S10AC_PIG,235.62,41,41,3.6771E5,11,11,57,,10745,Protein S100-A12 OS=Sus scrofa OX=9823 GN=S100A12 PE=1 SV=2
33,318342,P14632|TRFL_PIG,220.99,12,12,7.5241E3,10,8,15,Oxidation (M),77626,Lactotransferrin OS=Sus scrofa OX=9823 GN=LTF PE=1 SV=3
25,318315,Q19AZ8|THRB_PIG,217.47,11,11,3.0684E4,12,12,22,,70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
26,318803,P80272|HMGN2_PIG,210.62,76,76,5.3903E3,9,9,22,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
9,319560,Q8SPS7|HPT_PIG,210.37,13,13,5.6742E5,8,8,78,Oxidation (M),38482,Haptoglobin OS=Sus scrofa OX=9823 GN=HP PE=1 SV=1
13,318329,Q95274|TYB4_PIG,204.94,95,95,3.1325E5,10,10,60,Oxidation (M),5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
32,318528,P20305|GELS_PIG,198.92,13,13,1.2726E4,9,9,15,Oxidation (M),84775,Gelsolin (Fragment) OS=Sus scrofa OX=9823 GN=GSN PE=1 SV=1
40,318323,P06867|PLMN_PIG,197.76,2,2,5.8133E3,6,6,12,,90615,Plasminogen OS=Sus scrofa OX=9823 GN=PLG PE=1 SV=3
36,318350,P06348|H1T_PIG,197.47,13,13,8.8218E3,10,10,14,,22059,Histone H1t OS=Sus scrofa OX=9823 GN=H1-6 PE=1 SV=1
29,318442,P10668|COF1_PIG,196.26,52,52,1.4168E4,9,9,20,Oxidation (M),18519,Cofilin-1 OS=Sus scrofa OX=9823 GN=CFL1 PE=1 SV=3
30,322393,P01846|LAC_PIG,193.10,31,31,1.7707E4,9,9,20,,11003,Ig lambda chain C region OS=Sus scrofa OX=9823 PE=1 SV=1
23,318326,P79263|ITIH4_PIG,191.41,6,6,9.8454E4,7,7,32,Oxidation (M),102146,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Sus scrofa OX=9823 GN=ITIH4 PE=1 SV=1
31,318314,P29700|FETUA_PIG,189.51,16,16,9.0961E3,8,8,16,,38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
