Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 25,Area Sample 25,#Peptides,#Unique,#Spec Sample 25,PTM,Avg. Mass,Description
1,419908,tr|F1RX36|F1RX36_PIG,519.29,44,44,4.6989E6,302,302,1217,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
2,318305,P27917|APOC3_PIG,434.41,74,74,1.3392E6,100,100,449,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
4,419909,tr|F1RX37|F1RX37_PIG,405.99,13,13,1.5699E6,56,56,395,,60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
8,318560,P09571|TRFE_PIG,378.75,16,16,3.1183E5,48,48,127,Oxidation (M),76968,Serotransferrin OS=Sus scrofa OX=9823 GN=TF PE=1 SV=2
7,318311,P18648|APOA1_PIG,367.32,66,66,2.5773E5,71,71,183,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
5,318471,P01965|HBA_PIG,364.40,91,91,7.2795E5,80,80,328,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
10,319005,P02067|HBB_PIG,340.92,63,63,8.9619E4,36,36,90,Oxidation (M),16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
3,318303,P51524|PF11_PIG,339.87,52,52,2.1289E6,67,39,422,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
6,318310,P80054|PR39_PIG,309.92,38,38,1.8565E5,40,12,211,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
13,318301,Q6QAQ1|ACTB_PIG,275.83,30,30,2.3142E4,31,31,43,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
9,318329,Q95274|TYB4_PIG,262.52,80,80,4.068E5,23,23,114,,5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
17,318307,P02543|VIME_PIG,236.47,20,20,1.9855E4,18,18,27,Oxidation (M),53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
18,318313,P19619|ANXA1_PIG,229.83,5,5,3.5112E4,11,11,26,,38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
19,318306,P0DSO0|SAA2_PIG,228.44,53,53,1.6094E4,18,18,20,Oxidation (M),14418,Serum amyloid A-2 protein OS=Sus scrofa OX=9823 GN=SAA2 PE=3 SV=1
15,318326,P79263|ITIH4_PIG,224.52,12,12,3.185E4,13,13,34,Oxidation (M),102146,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Sus scrofa OX=9823 GN=ITIH4 PE=1 SV=1
11,319560,Q8SPS7|HPT_PIG,219.72,13,13,5.1102E5,9,9,60,Oxidation (M),38482,Haptoglobin OS=Sus scrofa OX=9823 GN=HP PE=1 SV=1
12,318328,P01025|CO3_PIG,219.68,6,6,9.0779E4,17,17,46,Oxidation (M),186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
23,318428,P00355|G3P_PIG,208.56,26,26,1.5328E4,10,10,16,Oxidation (M),35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
20,320063,P08835|ALBU_PIG,199.71,11,11,4.5328E4,12,12,20,,69692,Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=2
16,318380,P50390|TTHY_PIG,199.59,15,15,6.4885E4,6,6,30,,16081,Transthyretin OS=Sus scrofa OX=9823 GN=TTR PE=1 SV=1
26,318315,Q19AZ8|THRB_PIG,190.93,8,8,3.2528E4,9,9,14,,70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
25,318803,P80272|HMGN2_PIG,188.93,68,68,3.8559E3,7,7,15,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
22,318350,P06348|H1T_PIG,185.99,13,13,1.2494E4,10,10,18,,22059,Histone H1t OS=Sus scrofa OX=9823 GN=H1-6 PE=1 SV=1
29,319077,O02668|ITIH2_PIG,172.74,9,9,5.7701E3,7,7,9,Oxidation (M),104622,Inter-alpha-trypsin inhibitor heavy chain H2 OS=Sus scrofa OX=9823 GN=ITIH2 PE=2 SV=1
32,318314,P29700|FETUA_PIG,172.01,17,17,2.97E3,7,7,7,,38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
24,318690,P21753|TYB10_PIG,162.78,52,52,1.8143E4,7,7,16,,4823,Thymosin beta-10 OS=Sus scrofa OX=9823 GN=TMSB10 PE=1 SV=2
35,319102,P51779|CFAD_PIG,154.76,8,8,6.8682E3,4,4,6,Oxidation (M),27764,Complement factor D OS=Sus scrofa OX=9823 GN=CFD PE=2 SV=1
30,318359,P18650|APOE_PIG,141.97,16,16,2.9327E3,7,7,9,,36599,Apolipoprotein E OS=Sus scrofa OX=9823 GN=APOE PE=1 SV=2
28,319007,Q29052|ITIH1_PIG,134.95,4,4,1.2348E4,5,5,9,,100395,Inter-alpha-trypsin inhibitor heavy chain H1 OS=Sus scrofa OX=9823 GN=ITIH1 PE=2 SV=1
31,318386,P62936|PPIA_PIG,130.89,14,14,8.2248E3,4,4,8,,17869,Peptidyl-prolyl cis-trans isomerase A OS=Sus scrofa OX=9823 GN=PPIA PE=1 SV=2
14,318332,P80310|S10AC_PIG,128.62,34,34,1.2292E5,3,3,35,,10745,Protein S100-A12 OS=Sus scrofa OX=9823 GN=S100A12 PE=1 SV=2
36,318323,P06867|PLMN_PIG,127.75,2,2,8.2204E3,3,3,6,,90615,Plasminogen OS=Sus scrofa OX=9823 GN=PLG PE=1 SV=3
37,318949,Q29549|CLUS_PIG,127.63,12,12,1.9918E3,5,5,6,Oxidation (M),51775,Clusterin OS=Sus scrofa OX=9823 GN=CLU PE=1 SV=1
39,318442,P10668|COF1_PIG,125.66,17,17,6.0437E3,3,3,4,,18519,Cofilin-1 OS=Sus scrofa OX=9823 GN=CFL1 PE=1 SV=3
34,322392,O46409|APOA4_PIG,123.20,11,11,1.7519E3,3,3,6,Oxidation (M),43294,Apolipoprotein A-IV OS=Sus scrofa OX=9823 GN=APOA4 PE=2 SV=1
42,318348,P02554|TBB_PIG,116.14,6,6,2.4103E3,3,3,3,Oxidation (M),49861,Tubulin beta chain OS=Sus scrofa OX=9823 PE=1 SV=1
42,318337,Q767L7|TBB5_PIG,116.14,6,6,2.4103E3,3,3,3,Oxidation (M),49671,Tubulin beta chain OS=Sus scrofa OX=9823 GN=TUBB PE=1 SV=1
21,318340,Q95JC9|PRP_PIG,110.31,2,2,2.6214E4,3,3,19,,62283,Basic proline-rich protein OS=Sus scrofa OX=9823 PE=1 SV=2
43,319333,P17741|HMGB2_PIG,110.21,10,10,3.4337E3,3,3,3,,24133,High mobility group protein B2 OS=Sus scrofa OX=9823 GN=HMGB2 PE=1 SV=2
44,318719,P21692|MMP1_PIG,108.20,6,6,6.6952E2,2,2,2,,53666,Interstitial collagenase OS=Sus scrofa OX=9823 GN=MMP1 PE=1 SV=2
47,318839,Q71LE2|H33_PIG,105.35,19,19,9.8606E2,2,2,2,,15328,Histone H3.3 OS=Sus scrofa OX=9823 GN=H3-3A PE=2 SV=3
40,318650,P31950|S10AB_PIG,84.26,10,10,1.1988E3,2,2,4,,11180,Protein S100-A11 OS=Sus scrofa OX=9823 GN=S100A11 PE=1 SV=1
51,322393,P01846|LAC_PIG,82.89,21,21,3.0425E2,2,2,2,,11003,Ig lambda chain C region OS=Sus scrofa OX=9823 PE=1 SV=1
58,319158,P00791|PEPA_PIG,65.76,4,4,6.4954E2,1,1,1,,41262,Pepsin A OS=Sus scrofa OX=9823 GN=PGA PE=1 SV=3
63,318366,Q8MJ49|OSTF1_PIG,65.75,7,7,3.4566E2,1,1,1,,23740,Osteoclast-stimulating factor 1 OS=Sus scrofa OX=9823 GN=OSTF1 PE=2 SV=1
