Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 27,Area Sample 27,#Peptides,#Unique,#Spec Sample 27,PTM,Avg. Mass,Description
1,419908,tr|F1RX36|F1RX36_PIG,465.95,36,36,6.5022E6,204,204,905,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
2,419909,tr|F1RX37|F1RX37_PIG,431.11,15,15,2.4524E6,80,80,632,Oxidation (M),60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
4,318305,P27917|APOC3_PIG,408.43,79,79,7.7556E5,80,80,304,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
6,318560,P09571|TRFE_PIG,390.10,19,19,8.7381E5,65,64,234,Oxidation (M),76968,Serotransferrin OS=Sus scrofa OX=9823 GN=TF PE=1 SV=2
5,318471,P01965|HBA_PIG,353.50,96,96,3.5814E5,86,86,272,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
3,318310,P80054|PR39_PIG,316.09,47,47,4.1456E5,58,31,436,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
10,319005,P02067|HBB_PIG,306.70,58,58,7.3703E4,26,26,67,Oxidation (M),16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
7,318303,P51524|PF11_PIG,275.12,33,33,4.3541E4,33,4,105,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
7,318304,P51525|PF12_PIG,275.12,31,31,4.3541E4,33,4,105,,25855,Prophenin-2 OS=Sus scrofa OX=9823 PE=2 SV=1
8,318332,P80310|S10AC_PIG,270.46,63,63,4.5742E5,19,19,91,,10745,Protein S100-A12 OS=Sus scrofa OX=9823 GN=S100A12 PE=1 SV=2
9,318321,P49932|PMP37_PIG,270.21,39,39,0,30,1,78,,18927,Antibacterial peptide PMAP-37 OS=Sus scrofa OX=9823 GN=PMAP37 PE=2 SV=1
15,318311,P18648|APOA1_PIG,269.98,31,31,5.5113E4,23,23,50,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
14,318307,P02543|VIME_PIG,269.79,27,27,4.2844E4,42,42,62,Oxidation (M),53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
13,318301,Q6QAQ1|ACTB_PIG,268.46,40,40,3.4403E4,35,35,62,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
18,318428,P00355|G3P_PIG,234.68,36,36,2.771E4,13,13,27,Oxidation (M),35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
11,318380,P50390|TTHY_PIG,220.32,16,16,1.7339E5,11,11,66,,16081,Transthyretin OS=Sus scrofa OX=9823 GN=TTR PE=1 SV=1
12,318329,Q95274|TYB4_PIG,208.26,95,95,1.5455E5,11,11,64,Oxidation (M),5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
21,318315,Q19AZ8|THRB_PIG,196.68,10,10,2.1463E4,11,11,21,,70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
17,319560,Q8SPS7|HPT_PIG,193.50,10,10,2.8381E5,6,6,37,Oxidation (M),38482,Haptoglobin OS=Sus scrofa OX=9823 GN=HP PE=1 SV=1
16,318557,P62802|H4_PIG,193.45,59,59,4.7161E5,13,13,47,Oxidation (M),11367,Histone H4 OS=Sus scrofa OX=9823 PE=1 SV=2
27,318803,P80272|HMGN2_PIG,190.74,52,52,1.596E3,7,7,13,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
30,318386,P62936|PPIA_PIG,185.11,15,15,5.7658E3,7,7,10,,17869,Peptidyl-prolyl cis-trans isomerase A OS=Sus scrofa OX=9823 GN=PPIA PE=1 SV=2
20,320063,P08835|ALBU_PIG,182.54,11,11,4.0602E4,11,11,22,,69692,Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=2
24,318839,Q71LE2|H33_PIG,180.36,32,32,1.0886E4,7,7,15,,15328,Histone H3.3 OS=Sus scrofa OX=9823 GN=H3-3A PE=2 SV=3
36,318323,P06867|PLMN_PIG,177.65,2,2,4.0221E3,7,7,8,,90615,Plasminogen OS=Sus scrofa OX=9823 GN=PLG PE=1 SV=3
23,318306,P0DSO0|SAA2_PIG,176.73,47,47,8.6786E3,11,11,15,Oxidation (M),14418,Serum amyloid A-2 protein OS=Sus scrofa OX=9823 GN=SAA2 PE=3 SV=1
22,318350,P06348|H1T_PIG,173.04,13,13,9.1298E3,11,11,16,,22059,Histone H1t OS=Sus scrofa OX=9823 GN=H1-6 PE=1 SV=1
33,318337,Q767L7|TBB5_PIG,172.38,16,16,6.9975E3,6,6,9,Oxidation (M),49671,Tubulin beta chain OS=Sus scrofa OX=9823 GN=TUBB PE=1 SV=1
29,318313,P19619|ANXA1_PIG,162.82,4,4,8.2499E3,5,5,11,,38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
32,319077,O02668|ITIH2_PIG,159.20,5,5,7.2263E3,6,6,9,Oxidation (M),104622,Inter-alpha-trypsin inhibitor heavy chain H2 OS=Sus scrofa OX=9823 GN=ITIH2 PE=2 SV=1
25,318328,P01025|CO3_PIG,154.42,7,7,1.1654E4,8,8,13,Oxidation (M),186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
31,318442,P10668|COF1_PIG,153.11,36,36,9.2003E3,6,6,10,,18519,Cofilin-1 OS=Sus scrofa OX=9823 GN=CFL1 PE=1 SV=3
39,318359,P18650|APOE_PIG,150.91,10,10,3.6023E3,5,5,6,,36599,Apolipoprotein E OS=Sus scrofa OX=9823 GN=APOE PE=1 SV=2
46,318664,P80229|ILEU_PIG,127.00,4,4,1.8733E3,3,3,3,,42513,Leukocyte elastase inhibitor OS=Sus scrofa OX=9823 GN=SERPINB1 PE=1 SV=1
37,318690,P21753|TYB10_PIG,118.47,55,55,1.3099E4,4,4,8,,4823,Thymosin beta-10 OS=Sus scrofa OX=9823 GN=TMSB10 PE=1 SV=2
48,318342,P14632|TRFL_PIG,117.78,4,4,6.9188E2,3,2,3,,77626,Lactotransferrin OS=Sus scrofa OX=9823 GN=LTF PE=1 SV=3
34,318314,P29700|FETUA_PIG,116.46,9,9,1.2934E3,3,3,9,,38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
38,322393,P01846|LAC_PIG,110.75,31,31,7.2723E3,4,4,7,,11003,Ig lambda chain C region OS=Sus scrofa OX=9823 PE=1 SV=1
19,318650,P31950|S10AB_PIG,109.91,10,10,3.9663E4,2,2,23,,11180,Protein S100-A11 OS=Sus scrofa OX=9823 GN=S100A11 PE=1 SV=1
43,318330,P29269|MYL9_PIG,106.21,9,9,1.2392E4,2,2,4,Oxidation (M),19827,Myosin regulatory light polypeptide 9 OS=Sus scrofa OX=9823 GN=MYL9 PE=1 SV=2
28,320378,Q07717|B2MG_PIG,102.25,22,22,2.3729E4,3,3,12,,13362,Beta-2-microglobulin OS=Sus scrofa OX=9823 GN=B2M PE=1 SV=1
45,320263,P62901|RL31_PIG,94.13,18,18,7.5012E3,2,2,4,,14463,60S ribosomal protein L31 OS=Sus scrofa OX=9823 GN=RPL31 PE=1 SV=1
35,318340,Q95JC9|PRP_PIG,93.68,2,2,6.0647E3,3,3,9,,62283,Basic proline-rich protein OS=Sus scrofa OX=9823 PE=1 SV=2
42,318528,P20305|GELS_PIG,92.40,3,3,1.4239E3,2,2,4,Oxidation (M),84775,Gelsolin (Fragment) OS=Sus scrofa OX=9823 GN=GSN PE=1 SV=1
41,318326,P79263|ITIH4_PIG,89.81,3,3,6.0168E3,2,2,4,,102146,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Sus scrofa OX=9823 GN=ITIH4 PE=1 SV=1
44,318949,Q29549|CLUS_PIG,89.11,8,8,2.0258E3,3,3,4,Oxidation (M),51775,Clusterin OS=Sus scrofa OX=9823 GN=CLU PE=1 SV=1
57,318804,P67985|RL22_PIG,81.86,11,11,7.6147E2,1,1,2,,14759,60S ribosomal protein L22 OS=Sus scrofa OX=9823 GN=RPL22 PE=1 SV=2
62,318730,Q5U9S1|MBL1_PIG,78.66,6,6,1.7536E3,1,1,1,Oxidation (M),26489,Mannose-binding protein A OS=Sus scrofa OX=9823 GN=MBL1 PE=1 SV=1
40,318860,P50828|HEMO_PIG,78.43,2,2,8.0467E3,2,2,6,,51306,Hemopexin OS=Sus scrofa OX=9823 GN=HPX PE=1 SV=1
52,319022,Q9GK37|CBG_PIG,67.48,3,3,4.9914E2,1,1,2,,45189,Corticosteroid-binding globulin OS=Sus scrofa OX=9823 GN=Serpina6 PE=2 SV=1
26,319760,O97507|FA12_PIG,66.69,2,2,6.759E4,1,1,14,,68012,Coagulation factor XII OS=Sus scrofa OX=9823 GN=F12 PE=2 SV=1
75,318360,O02705|HS90A_PIG,64.12,3,3,2.1171E2,1,1,1,Oxidation (M),84775,Heat shock protein HSP 90-alpha OS=Sus scrofa OX=9823 GN=HSP90AA1 PE=2 SV=3
79,320689,P43030|CXCL7_PIG,63.39,11,11,7.6681E2,1,1,1,Oxidation (M),12615,Platelet basic protein OS=Sus scrofa OX=9823 GN=PPBP PE=1 SV=1
53,319007,Q29052|ITIH1_PIG,62.69,2,2,3.678E2,2,2,2,,100395,Inter-alpha-trypsin inhibitor heavy chain H1 OS=Sus scrofa OX=9823 GN=ITIH1 PE=2 SV=1
68,319102,P51779|CFAD_PIG,62.58,7,7,8.1872E2,1,1,1,Oxidation (M),27764,Complement factor D OS=Sus scrofa OX=9823 GN=CFD PE=2 SV=1
50,318584,Q9TUQ3|CO7_PIG,61.68,2,2,5.214E2,1,1,2,,93062,Complement component C7 OS=Sus scrofa OX=9823 GN=C7 PE=1 SV=1
58,319536,P82460|THIO_PIG,61.19,17,17,2.4321E2,1,1,2,,11829,Thioredoxin OS=Sus scrofa OX=9823 GN=TXN PE=1 SV=3
54,318324,P53714|ITB2_PIG,60.18,2,2,2.1382E2,2,2,2,Oxidation (M),84790,Integrin beta-2 OS=Sus scrofa OX=9823 GN=ITGB2 PE=2 SV=1
55,318827,O62640|PIAP_PIG,57.49,3,3,3.8008E4,2,2,2,Oxidation (M),40977,Putative inhibitor of apoptosis OS=Sus scrofa OX=9823 GN=PIAP PE=2 SV=1
69,319859,O79876|COX1_PIG,51.76,2,2,5.5992E2,1,1,1,,56958,Cytochrome c oxidase subunit 1 OS=Sus scrofa OX=9823 GN=MT-CO1 PE=3 SV=2
81,319612,Q9GLP2|PROC_PIG,49.37,3,3,7.0317E2,1,1,1,,51867,Vitamin K-dependent protein C OS=Sus scrofa OX=9823 GN=PROC PE=2 SV=1
70,319189,O62787|GTR3_PIG,47.47,2,2,6.8946E2,1,1,1,,53963,Solute carrier family 2  facilitated glucose transporter member 3 OS=Sus scrofa OX=9823 GN=SLC2A3 PE=2 SV=2
88,319469,Q95281|RL29_PIG,47.27,18,18,1.1746E3,1,1,1,,17498,60S ribosomal protein L29 OS=Sus scrofa OX=9823 GN=RPL29 PE=1 SV=4
87,322629,Q007T2|CDC42_PIG,46.74,7,7,2.5851E2,1,1,1,Oxidation (M),21259,Cell division control protein 42 homolog OS=Sus scrofa OX=9823 GN=CDC42 PE=2 SV=2
78,320168,Q29529|CBR2_PIG,45.00,5,5,8.8636E1,1,1,1,,25986,Carbonyl reductase [NADPH] 2 OS=Sus scrofa OX=9823 GN=CBR2 PE=1 SV=1
77,318677,O19084|CDSN_PIG,44.86,5,5,5.2089E2,1,1,1,,21644,Corneodesmosin (Fragment) OS=Sus scrofa OX=9823 GN=CDSN PE=3 SV=1
47,319096,Q5I2M3|TLR9_PIG,44.28,1,1,5.6865E4,1,1,3,,115883,Toll-like receptor 9 OS=Sus scrofa OX=9823 GN=TLR9 PE=2 SV=1
74,318934,P02550|TBA1A_PIG,44.15,3,3,9.7168E1,1,1,1,,50069,Tubulin alpha-1A chain OS=Sus scrofa OX=9823 GN=TUBA1A PE=1 SV=1
74,318935,Q2XVP4|TBA1B_PIG,44.15,3,3,9.7168E1,1,1,1,,50152,Tubulin alpha-1B chain OS=Sus scrofa OX=9823 GN=TUBA1B PE=1 SV=1
84,318970,P52649|CY24B_PIG,42.75,3,3,9.6163E1,1,1,1,,55830,Cytochrome b-245 heavy chain (Fragment) OS=Sus scrofa OX=9823 GN=CYBB PE=2 SV=2
83,318926,Q69DL0|C1QA_PIG,42.56,5,5,4.2418E2,1,1,1,,26483,Complement C1q subcomponent subunit A OS=Sus scrofa OX=9823 GN=C1QA PE=2 SV=1
89,319303,P12309|GLRX1_PIG,42.16,10,10,1.1215E2,1,1,1,,11828,Glutaredoxin-1 OS=Sus scrofa OX=9823 GN=GLRX PE=1 SV=2
56,318515,Q29099|PTBP1_PIG,41.50,4,4,4.6934E2,1,1,2,,59694,Polypyrimidine tract-binding protein 1 OS=Sus scrofa OX=9823 GN=PTBP1 PE=2 SV=2
67,319333,P17741|HMGB2_PIG,40.33,7,7,6.2303E1,1,1,1,,24133,High mobility group protein B2 OS=Sus scrofa OX=9823 GN=HMGB2 PE=1 SV=2
85,320434,P68211|ENSA_PIG,39.89,12,12,7.2009E2,1,1,1,,13361,Alpha-endosulfine OS=Sus scrofa OX=9823 GN=ENSA PE=1 SV=1
