Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 12,Area Sample 12,#Peptides,#Unique,#Spec Sample 12,PTM,Avg. Mass,Description
1,419908,tr|F1RX36|F1RX36_PIG,494.97,42,42,8.0869E6,281,281,1615,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
2,419909,tr|F1RX37|F1RX37_PIG,365.70,23,23,2.5708E6,76,76,567,Oxidation (M),60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
3,318305,P27917|APOC3_PIG,354.17,71,71,7.0325E5,57,57,332,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
7,318301,Q6QAQ1|ACTB_PIG,286.51,49,49,1.0139E5,51,51,112,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
5,318471,P01965|HBA_PIG,280.34,87,87,9.9792E4,44,44,135,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
4,318303,P51524|PF11_PIG,265.61,58,58,7.1002E5,45,25,326,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
4,318304,P51525|PF12_PIG,265.61,54,54,7.1002E5,45,25,326,,25855,Prophenin-2 OS=Sus scrofa OX=9823 PE=2 SV=1
8,318311,P18648|APOA1_PIG,262.27,44,44,4.6147E4,29,29,57,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
6,318310,P80054|PR39_PIG,243.48,30,30,5.5129E4,29,9,132,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
9,319005,P02067|HBB_PIG,218.32,33,33,6.8043E4,16,16,42,Oxidation (M),16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
10,318306,P0DSO0|SAA2_PIG,206.64,55,55,2.4288E4,20,20,33,Oxidation (M),14418,Serum amyloid A-2 protein OS=Sus scrofa OX=9823 GN=SAA2 PE=3 SV=1
14,318315,Q19AZ8|THRB_PIG,199.93,15,15,1.3912E4,11,11,20,,70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
12,318359,P18650|APOE_PIG,199.82,18,18,1.0137E5,13,13,27,Oxidation (M),36599,Apolipoprotein E OS=Sus scrofa OX=9823 GN=APOE PE=1 SV=2
11,318313,P19619|ANXA1_PIG,193.84,9,9,4.2019E4,9,9,32,Oxidation (M),38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
16,318329,Q95274|TYB4_PIG,158.78,57,57,1.1007E4,8,8,15,,5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
17,318560,P09571|TRFE_PIG,149.04,7,7,3.2557E4,7,7,13,,76968,Serotransferrin OS=Sus scrofa OX=9823 GN=TF PE=1 SV=2
20,318323,P06867|PLMN_PIG,145.20,3,3,1.2369E4,6,6,10,,90615,Plasminogen OS=Sus scrofa OX=9823 GN=PLG PE=1 SV=3
18,318386,P62936|PPIA_PIG,144.26,17,17,1.8455E4,6,6,12,,17869,Peptidyl-prolyl cis-trans isomerase A OS=Sus scrofa OX=9823 GN=PPIA PE=1 SV=2
15,318328,P01025|CO3_PIG,139.12,2,2,1.9845E4,6,6,16,Oxidation (M),186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
19,318307,P02543|VIME_PIG,137.28,18,18,1.3846E3,7,7,11,,53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
13,318314,P29700|FETUA_PIG,136.07,18,18,6.6072E3,5,5,25,Oxidation (M),38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
24,318337,Q767L7|TBB5_PIG,132.78,13,13,9.7529E2,6,6,8,Oxidation (M),49671,Tubulin beta chain OS=Sus scrofa OX=9823 GN=TUBB PE=1 SV=1
27,318803,P80272|HMGN2_PIG,132.24,30,30,6.6854E2,4,4,7,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
