Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 19,Area Sample 19,#Peptides,#Unique,#Spec Sample 19,PTM,Avg. Mass,Description
1,419908,tr|F1RX36|F1RX36_PIG,418.89,39,39,5.3713E6,203,203,1222,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
3,419909,tr|F1RX37|F1RX37_PIG,334.01,18,18,1.2939E6,67,67,378,Oxidation (M),60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
4,318305,P27917|APOC3_PIG,319.10,77,77,4.7445E5,52,52,213,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
2,318303,P51524|PF11_PIG,288.45,58,58,2.1639E6,75,42,467,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
6,318301,Q6QAQ1|ACTB_PIG,256.09,48,48,6.7341E4,51,51,98,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
5,318310,P80054|PR39_PIG,249.38,34,34,1.6022E4,37,4,138,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
7,318306,P0DSO0|SAA2_PIG,209.55,47,47,2.1878E4,24,24,40,Oxidation (M),14418,Serum amyloid A-2 protein OS=Sus scrofa OX=9823 GN=SAA2 PE=3 SV=1
8,318311,P18648|APOA1_PIG,207.25,31,31,1.9501E4,14,14,33,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
11,318313,P19619|ANXA1_PIG,183.65,9,9,2.2638E4,10,10,21,Oxidation (M),38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
9,318329,Q95274|TYB4_PIG,181.86,57,57,2.6749E4,11,10,24,,5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
10,318332,P80310|S10AC_PIG,157.81,33,33,6.5127E4,7,7,23,,10745,Protein S100-A12 OS=Sus scrofa OX=9823 GN=S100A12 PE=1 SV=2
14,318315,Q19AZ8|THRB_PIG,153.60,13,13,1.0045E4,8,8,12,,70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
16,319005,P02067|HBB_PIG,151.53,24,24,2.7917E3,6,6,11,,16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
15,318560,P09571|TRFE_PIG,142.41,5,5,1.8464E4,5,5,12,,76968,Serotransferrin OS=Sus scrofa OX=9823 GN=TF PE=1 SV=2
17,318386,P62936|PPIA_PIG,139.85,21,21,9.3287E3,6,6,11,,17869,Peptidyl-prolyl cis-trans isomerase A OS=Sus scrofa OX=9823 GN=PPIA PE=1 SV=2
19,318471,P01965|HBA_PIG,136.76,39,39,5.3407E3,7,7,9,,15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
20,318307,P02543|VIME_PIG,133.68,23,23,1.7306E3,7,7,9,,53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
18,318350,P06348|H1T_PIG,123.73,12,12,1.6195E4,7,7,10,,22059,Histone H1t OS=Sus scrofa OX=9823 GN=H1-6 PE=1 SV=1
36,318366,Q8MJ49|OSTF1_PIG,115.86,7,7,1.6366E3,2,2,2,,23740,Osteoclast-stimulating factor 1 OS=Sus scrofa OX=9823 GN=OSTF1 PE=2 SV=1
13,318340,Q95JC9|PRP_PIG,113.01,4,4,2.0224E4,5,5,17,,62283,Basic proline-rich protein OS=Sus scrofa OX=9823 PE=1 SV=2
22,318326,P79263|ITIH4_PIG,111.20,4,4,2.9563E3,4,4,6,,102146,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Sus scrofa OX=9823 GN=ITIH4 PE=1 SV=1
27,318803,P80272|HMGN2_PIG,110.81,26,26,1.2073E3,3,3,4,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
25,318380,P50390|TTHY_PIG,109.71,11,11,4.249E3,3,3,4,,16081,Transthyretin OS=Sus scrofa OX=9823 GN=TTR PE=1 SV=1
21,318428,P00355|G3P_PIG,109.01,11,11,8.1598E3,4,4,7,Oxidation (M),35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
12,318314,P29700|FETUA_PIG,108.37,11,11,4.4517E3,4,4,19,Oxidation (M),38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
24,318323,P06867|PLMN_PIG,107.38,2,2,3.6492E3,5,5,5,,90615,Plasminogen OS=Sus scrofa OX=9823 GN=PLG PE=1 SV=3
23,318328,P01025|CO3_PIG,97.78,4,4,3.926E3,4,4,5,Oxidation (M),186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
26,318337,Q767L7|TBB5_PIG,94.70,6,6,6.8796E2,3,3,4,Oxidation (M),49671,Tubulin beta chain OS=Sus scrofa OX=9823 GN=TUBB PE=1 SV=1
37,319560,Q8SPS7|HPT_PIG,73.18,5,5,1.66E2,2,2,2,,38482,Haptoglobin OS=Sus scrofa OX=9823 GN=HP PE=1 SV=1
32,318650,P31950|S10AB_PIG,70.72,10,10,9.6903E2,2,2,3,,11180,Protein S100-A11 OS=Sus scrofa OX=9823 GN=S100A11 PE=1 SV=1
40,318690,P21753|TYB10_PIG,68.77,33,33,1.0671E2,2,1,2,,4823,Thymosin beta-10 OS=Sus scrofa OX=9823 GN=TMSB10 PE=1 SV=2
35,318359,P18650|APOE_PIG,66.68,4,4,2.8525E3,1,1,2,,36599,Apolipoprotein E OS=Sus scrofa OX=9823 GN=APOE PE=1 SV=2
45,318442,P10668|COF1_PIG,63.51,8,8,4.3221E2,1,1,1,,18519,Cofilin-1 OS=Sus scrofa OX=9823 GN=CFL1 PE=1 SV=3
30,318557,P62802|H4_PIG,62.90,25,25,6.5615E3,2,2,3,Oxidation (M),11367,Histone H4 OS=Sus scrofa OX=9823 PE=1 SV=2
38,318839,Q71LE2|H33_PIG,59.09,21,21,4.7528E2,2,2,2,,15328,Histone H3.3 OS=Sus scrofa OX=9823 GN=H3-3A PE=2 SV=3
31,320063,P08835|ALBU_PIG,58.09,3,3,1.1941E4,2,2,3,,69692,Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=2
51,318357,P48819|VTNC_PIG,55.02,3,3,1.3298E2,1,1,1,,52572,Vitronectin OS=Sus scrofa OX=9823 GN=VTN PE=1 SV=1
39,318330,P29269|MYL9_PIG,51.88,6,6,4.5036E2,1,1,2,,19827,Myosin regulatory light polypeptide 9 OS=Sus scrofa OX=9823 GN=MYL9 PE=1 SV=2
50,318810,Q29308|RS19_PIG,47.17,10,10,2.1419E2,1,1,1,,15103,40S ribosomal protein S19 (Fragment) OS=Sus scrofa OX=9823 GN=RPS19 PE=2 SV=3
29,319760,O97507|FA12_PIG,43.17,2,2,1.9979E3,1,1,3,,68012,Coagulation factor XII OS=Sus scrofa OX=9823 GN=F12 PE=2 SV=1
52,320303,Q5S1U1|HSPB1_PIG,42.57,10,10,4.4645E2,1,1,1,,22942,Heat shock protein beta-1 OS=Sus scrofa OX=9823 GN=HSPB1 PE=2 SV=1
43,318515,Q29099|PTBP1_PIG,41.79,3,3,3.8172E2,1,1,1,,59694,Polypyrimidine tract-binding protein 1 OS=Sus scrofa OX=9823 GN=PTBP1 PE=2 SV=2
47,319612,Q9GLP2|PROC_PIG,40.84,3,3,3.4686E2,1,1,1,,51867,Vitamin K-dependent protein C OS=Sus scrofa OX=9823 GN=PROC PE=2 SV=1
55,320391,Q9TTK7|OLR1_PIG,40.57,5,5,6.7258E1,1,1,1,,31143,Oxidized low-density lipoprotein receptor 1 OS=Sus scrofa OX=9823 GN=OLR1 PE=2 SV=1
56,320263,P62901|RL31_PIG,39.41,18,18,2.6437E2,1,1,1,,14463,60S ribosomal protein L31 OS=Sus scrofa OX=9823 GN=RPL31 PE=1 SV=1
42,318827,O62640|PIAP_PIG,38.83,3,3,3.1548E4,1,1,1,Oxidation (M),40977,Putative inhibitor of apoptosis OS=Sus scrofa OX=9823 GN=PIAP PE=2 SV=1
53,322392,O46409|APOA4_PIG,37.95,7,7,0,1,1,1,,43294,Apolipoprotein A-IV OS=Sus scrofa OX=9823 GN=APOA4 PE=2 SV=1
48,320057,P50447|A1AT_PIG,37.18,4,4,5.1889E1,1,1,1,,47194,Alpha-1-antitrypsin OS=Sus scrofa OX=9823 GN=SERPINA1 PE=2 SV=1
54,318324,P53714|ITB2_PIG,36.58,2,2,2.2158E2,1,1,1,,84790,Integrin beta-2 OS=Sus scrofa OX=9823 GN=ITGB2 PE=2 SV=1
44,318459,Q6S4N2|HS71B_PIG,36.25,2,2,1.347E4,1,1,1,,70098,Heat shock 70 kDa protein 1B OS=Sus scrofa OX=9823 GN=HSPA1B PE=2 SV=1
44,318453,P34930|HS71A_PIG,36.25,2,2,1.347E4,1,1,1,,70083,Heat shock 70 kDa protein 1A OS=Sus scrofa OX=9823 GN=HSPA1A PE=3 SV=1
41,318427,C0HL13|LRP2_PIG,35.99,1,1,0,1,1,1,,521313,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
