Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 16,Area Sample 16,#Peptides,#Unique,#Spec Sample 16,PTM,Avg. Mass,Description
1,419908,tr|F1RX36|F1RX36_PIG,498.98,37,37,4.9692E6,206,206,1182,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
3,419909,tr|F1RX37|F1RX37_PIG,446.23,13,13,1.4535E6,66,66,437,Oxidation (M),60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
6,318305,P27917|APOC3_PIG,366.93,74,74,2.6024E5,41,41,146,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
2,318303,P51524|PF11_PIG,352.31,59,59,3.6153E6,103,59,916,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
4,318310,P80054|PR39_PIG,315.60,42,42,1.1896E5,55,14,373,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
5,318321,P49932|PMP37_PIG,304.28,40,40,1.1172E2,45,1,254,,18927,Antibacterial peptide PMAP-37 OS=Sus scrofa OX=9823 GN=PMAP37 PE=2 SV=1
7,318301,Q6QAQ1|ACTB_PIG,275.00,42,42,8.7281E4,65,65,131,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
11,318560,P09571|TRFE_PIG,255.27,8,8,1.019E5,15,15,46,,76968,Serotransferrin OS=Sus scrofa OX=9823 GN=TF PE=1 SV=2
12,318306,P0DSO0|SAA2_PIG,217.10,68,68,3.3954E4,23,23,30,Oxidation (M),14418,Serum amyloid A-2 protein OS=Sus scrofa OX=9823 GN=SAA2 PE=3 SV=1
13,318313,P19619|ANXA1_PIG,215.59,9,9,2.0922E4,15,15,28,Oxidation (M),38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
10,318329,Q95274|TYB4_PIG,204.62,95,95,1.102E5,20,19,54,Oxidation (M),5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
17,318315,Q19AZ8|THRB_PIG,197.44,10,10,7.4927E3,8,8,18,,70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
22,318803,P80272|HMGN2_PIG,185.49,49,49,4.8906E3,6,6,15,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
15,318311,P18648|APOA1_PIG,185.45,32,32,9.4771E3,15,15,21,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
8,319560,Q8SPS7|HPT_PIG,177.71,10,10,3.3232E5,7,7,65,Oxidation (M),38482,Haptoglobin OS=Sus scrofa OX=9823 GN=HP PE=1 SV=1
9,318332,P80310|S10AC_PIG,174.60,49,49,2.1497E5,12,12,59,,10745,Protein S100-A12 OS=Sus scrofa OX=9823 GN=S100A12 PE=1 SV=2
16,318471,P01965|HBA_PIG,162.91,38,38,2.3516E4,10,10,21,,15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
34,319005,P02067|HBB_PIG,149.65,27,27,3.1489E3,5,5,6,,16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
21,318386,P62936|PPIA_PIG,147.37,19,19,1.1475E4,7,7,15,,17869,Peptidyl-prolyl cis-trans isomerase A OS=Sus scrofa OX=9823 GN=PPIA PE=1 SV=2
26,318307,P02543|VIME_PIG,140.71,23,23,5.9278E3,12,12,12,,53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
18,320063,P08835|ALBU_PIG,137.55,11,11,2.7354E4,9,9,18,,69692,Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=2
24,318557,P62802|H4_PIG,135.83,59,59,3.9893E4,7,7,13,Oxidation (M),11367,Histone H4 OS=Sus scrofa OX=9823 PE=1 SV=2
28,318323,P06867|PLMN_PIG,135.12,3,3,4.2185E3,6,6,8,,90615,Plasminogen OS=Sus scrofa OX=9823 GN=PLG PE=1 SV=3
25,318350,P06348|H1T_PIG,126.35,13,13,8.0634E3,8,8,12,,22059,Histone H1t OS=Sus scrofa OX=9823 GN=H1-6 PE=1 SV=1
29,318428,P00355|G3P_PIG,122.48,12,12,9.2112E3,4,4,8,Oxidation (M),35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
27,318328,P01025|CO3_PIG,121.80,5,5,4.0632E3,6,6,8,Oxidation (M),186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
20,318326,P79263|ITIH4_PIG,115.66,6,6,5.6421E4,6,6,16,,102146,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Sus scrofa OX=9823 GN=ITIH4 PE=1 SV=1
33,318337,Q767L7|TBB5_PIG,114.85,8,8,1.6825E3,3,3,6,Oxidation (M),49671,Tubulin beta chain OS=Sus scrofa OX=9823 GN=TUBB PE=1 SV=1
19,318380,P50390|TTHY_PIG,101.18,14,14,2.3026E4,4,4,18,,16081,Transthyretin OS=Sus scrofa OX=9823 GN=TTR PE=1 SV=1
42,318366,Q8MJ49|OSTF1_PIG,96.95,7,7,6.7318E2,2,2,2,,23740,Osteoclast-stimulating factor 1 OS=Sus scrofa OX=9823 GN=OSTF1 PE=2 SV=1
30,319333,P17741|HMGB2_PIG,95.26,10,10,2.8849E3,4,3,8,,24133,High mobility group protein B2 OS=Sus scrofa OX=9823 GN=HMGB2 PE=1 SV=2
14,318650,P31950|S10AB_PIG,93.17,10,10,1.9237E4,2,2,22,,11180,Protein S100-A11 OS=Sus scrofa OX=9823 GN=S100A11 PE=1 SV=1
35,318690,P21753|TYB10_PIG,86.90,50,50,1.6192E3,3,2,5,,4823,Thymosin beta-10 OS=Sus scrofa OX=9823 GN=TMSB10 PE=1 SV=2
40,318442,P10668|COF1_PIG,83.40,17,17,2.1361E3,2,2,3,,18519,Cofilin-1 OS=Sus scrofa OX=9823 GN=CFL1 PE=1 SV=3
23,318314,P29700|FETUA_PIG,82.74,7,7,3.4885E3,3,3,14,,38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
38,318356,P16960|RYR1_PIG,78.65,0,0,2.451E2,2,1,3,,565340,Ryanodine receptor 1 OS=Sus scrofa OX=9823 GN=RYR1 PE=2 SV=2
38,318349,Q767K6|DHX16_PIG,78.65,1,1,2.451E2,2,1,3,,119648,Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 OS=Sus scrofa OX=9823 GN=DHX16 PE=3 SV=1
38,318335,F1SC07|DYH11_PIG,78.65,0,0,2.451E2,2,1,3,,519623,Dynein axonemal heavy chain 11 OS=Sus scrofa OX=9823 GN=DNAH11 PE=1 SV=4
38,322394,O77666|TRI26_PIG,78.65,2,2,2.451E2,2,1,3,,62778,Tripartite motif-containing protein 26 OS=Sus scrofa OX=9823 GN=TRIM26 PE=3 SV=2
53,318359,P18650|APOE_PIG,61.14,4,4,1.6125E3,1,1,1,,36599,Apolipoprotein E OS=Sus scrofa OX=9823 GN=APOE PE=1 SV=2
43,318839,Q71LE2|H33_PIG,59.18,21,21,9.0665E2,2,2,2,,15328,Histone H3.3 OS=Sus scrofa OX=9823 GN=H3-3A PE=2 SV=3
60,319469,Q95281|RL29_PIG,57.35,18,18,5.7855E2,1,1,1,,17498,60S ribosomal protein L29 OS=Sus scrofa OX=9823 GN=RPL29 PE=1 SV=4
37,318827,O62640|PIAP_PIG,53.88,3,3,1.0333E5,2,2,4,Oxidation (M),40977,Putative inhibitor of apoptosis OS=Sus scrofa OX=9823 GN=PIAP PE=2 SV=1
61,318810,Q29308|RS19_PIG,52.49,10,10,3.2704E2,1,1,1,,15103,40S ribosomal protein S19 (Fragment) OS=Sus scrofa OX=9823 GN=RPS19 PE=2 SV=3
36,320263,P62901|RL31_PIG,46.27,18,18,1.2763E3,1,1,5,,14463,60S ribosomal protein L31 OS=Sus scrofa OX=9823 GN=RPL31 PE=1 SV=1
39,319760,O97507|FA12_PIG,44.22,2,2,2.59E3,1,1,3,,68012,Coagulation factor XII OS=Sus scrofa OX=9823 GN=F12 PE=2 SV=1
52,319612,Q9GLP2|PROC_PIG,43.83,3,3,3.5824E2,1,1,1,,51867,Vitamin K-dependent protein C OS=Sus scrofa OX=9823 GN=PROC PE=2 SV=1
54,320246,Q7SIB7|PGK1_PIG,42.26,5,5,3.542E2,1,1,1,,44559,Phosphoglycerate kinase 1 OS=Sus scrofa OX=9823 GN=PGK1 PE=1 SV=3
32,319096,Q5I2M3|TLR9_PIG,37.78,1,1,1.2168E5,1,1,6,,115883,Toll-like receptor 9 OS=Sus scrofa OX=9823 GN=TLR9 PE=2 SV=1
62,319536,P82460|THIO_PIG,36.25,17,17,1.1475E2,1,1,1,,11829,Thioredoxin OS=Sus scrofa OX=9823 GN=TXN PE=1 SV=3
50,318342,P14632|TRFL_PIG,35.82,1,1,0,1,1,1,,77626,Lactotransferrin OS=Sus scrofa OX=9823 GN=LTF PE=1 SV=3
49,319041,Q9GKE7|CLCN5_PIG,35.02,2,2,1.7664E2,1,1,1,,90802,H(+)/Cl(-) exchange transporter 5 OS=Sus scrofa OX=9823 GN=CLCN5 PE=2 SV=2
41,318370,Q2IA00|SPEF2_PIG,35.02,1,1,1.4608E4,1,1,2,,208803,Sperm flagellar protein 2 OS=Sus scrofa OX=9823 GN=SPEF2 PE=2 SV=1
47,318367,Q6KEQ9|PC11X_PIG,34.75,1,1,1.7715E4,1,1,1,,123364,Protocadherin-11 X-linked OS=Sus scrofa OX=9823 GN=PCDH11X PE=2 SV=1
59,322392,O46409|APOA4_PIG,34.70,6,6,8.179E1,1,1,1,Oxidation (M),43294,Apolipoprotein A-IV OS=Sus scrofa OX=9823 GN=APOA4 PE=2 SV=1
55,320255,O02836|NPY2R_PIG,33.55,2,2,3.9562E3,1,1,1,,42557,Neuropeptide Y receptor type 2 OS=Sus scrofa OX=9823 GN=NPY2R PE=2 SV=2
48,319724,Q29016|ACRBP_PIG,33.24,4,4,7.384E2,1,1,1,,60827,Acrosin-binding protein OS=Sus scrofa OX=9823 GN=ACRBP PE=1 SV=2
58,318635,Q06AU6|RAB5A_PIG,32.91,5,5,4.2024E2,1,1,1,,23747,Ras-related protein Rab-5A OS=Sus scrofa OX=9823 GN=RAB5A PE=2 SV=1
51,318515,Q29099|PTBP1_PIG,32.88,3,3,4.6693E2,1,1,1,,59694,Polypyrimidine tract-binding protein 1 OS=Sus scrofa OX=9823 GN=PTBP1 PE=2 SV=2
