Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 53,Area Sample 53,#Peptides,#Unique,#Spec Sample 53,PTM,Avg. Mass,Description
1,1,tr|F1RX36|F1RX36_PIG,597.47,48,48,6.6856E6,470,470,1525,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
2,2,P01965|HBA_PIG,569.28,97,97,3.3932E6,345,345,1333,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
3,13,P27917|APOC3_PIG,533.90,79,79,8.5284E6,180,180,979,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
6,5,P18648|APOA1_PIG,489.10,85,85,1.8917E6,166,166,473,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
5,6,tr|F1RX37|F1RX37_PIG,453.09,25,25,6.1785E6,90,90,610,Oxidation (M),60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
8,9,P02067|HBB_PIG,435.68,84,84,1.0409E6,93,93,267,,16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
4,7,P51524|PF11_PIG,390.09,64,64,9.662E6,107,70,863,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
9,3,Q6QAQ1|ACTB_PIG,352.13,66,66,1.5874E5,82,82,139,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
12,26,P0DSO0|SAA2_PIG,349.34,82,82,1.7328E5,62,62,103,Oxidation (M),14418,Serum amyloid A-2 protein OS=Sus scrofa OX=9823 GN=SAA2 PE=3 SV=1
13,31,P18650|APOE_PIG,346.61,52,52,2.049E5,43,43,97,Oxidation (M),36599,Apolipoprotein E OS=Sus scrofa OX=9823 GN=APOE PE=1 SV=2
11,10,Q19AZ8|THRB_PIG,342.60,25,25,3.9971E5,50,50,112,,70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
7,12,P80054|PR39_PIG,329.96,46,46,1.4042E5,50,13,268,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
17,15,P19619|ANXA1_PIG,318.57,12,12,1.1952E5,24,24,43,,38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
16,84,P62936|PPIA_PIG,302.41,55,55,1.1666E5,37,37,68,Oxidation (M),17869,Peptidyl-prolyl cis-trans isomerase A OS=Sus scrofa OX=9823 GN=PPIA PE=1 SV=2
10,24,P29700|FETUA_PIG,272.59,25,25,3.4055E5,31,31,123,Oxidation (M),38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
14,27,P01025|CO3_PIG,259.06,8,8,1.5488E5,34,34,89,Oxidation (M),186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
18,4,P02543|VIME_PIG,224.67,26,26,2.7581E4,23,23,41,,53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
15,61,P06348|H1T_PIG,222.66,26,26,2.1737E5,19,19,72,,22059,Histone H1t OS=Sus scrofa OX=9823 GN=H1-6 PE=1 SV=1
19,14,P00355|G3P_PIG,220.93,43,43,4.4977E4,17,17,27,Oxidation (M),35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
25,700,P80272|HMGN2_PIG,220.53,59,59,1.4107E4,8,8,16,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
20,77,Q95274|TYB4_PIG,214.36,59,59,6.532E4,12,12,24,,5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
21,33,P08835|ALBU_PIG,210.05,16,16,2.0287E4,16,16,21,,69692,Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=2
32,1705,Q8MJ49|OSTF1_PIG,207.65,36,36,8.9652E3,9,9,11,Oxidation (M),23740,Osteoclast-stimulating factor 1 OS=Sus scrofa OX=9823 GN=OSTF1 PE=2 SV=1
28,1861,O46409|APOA4_PIG,200.42,20,20,1.2122E4,9,9,12,,43294,Apolipoprotein A-IV OS=Sus scrofa OX=9823 GN=APOA4 PE=2 SV=1
27,37,Q5S1U1|HSPB1_PIG,188.89,36,36,1.2554E4,8,8,13,,22942,Heat shock protein beta-1 OS=Sus scrofa OX=9823 GN=HSPB1 PE=2 SV=1
24,82,Q29549|CLUS_PIG,186.88,13,13,1.1988E4,9,9,16,Oxidation (M),51775,Clusterin OS=Sus scrofa OX=9823 GN=CLU PE=1 SV=1
26,593,O02668|ITIH2_PIG,179.37,11,11,5.5567E3,8,8,15,Oxidation (M),104622,Inter-alpha-trypsin inhibitor heavy chain H2 OS=Sus scrofa OX=9823 GN=ITIH2 PE=2 SV=1
34,53,Q9GLP1|FA5_PIG,170.83,3,3,5.4419E3,7,7,9,Oxidation (M),256078,Coagulation factor V OS=Sus scrofa OX=9823 GN=F5 PE=2 SV=1
29,56,P10668|COF1_PIG,166.94,42,42,1.0239E4,8,8,12,Oxidation (M),18519,Cofilin-1 OS=Sus scrofa OX=9823 GN=CFL1 PE=1 SV=3
40,59,P06867|PLMN_PIG,164.49,2,2,8.744E3,6,6,7,,90615,Plasminogen OS=Sus scrofa OX=9823 GN=PLG PE=1 SV=3
36,802,P29269|MYL9_PIG,160.22,20,20,3.723E3,6,6,9,Oxidation (M),19827,Myosin regulatory light polypeptide 9 OS=Sus scrofa OX=9823 GN=MYL9 PE=1 SV=2
38,697,P62901|RL31_PIG,156.85,26,26,2.1635E3,4,4,9,,14463,60S ribosomal protein L31 OS=Sus scrofa OX=9823 GN=RPL31 PE=1 SV=1
35,96,P16469|LOX15_PIG,147.04,8,8,4.1399E3,7,7,9,,75004,Polyunsaturated fatty acid lipoxygenase ALOX15 OS=Sus scrofa OX=9823 GN=ALOX15 PE=1 SV=3
46,136,P53714|ITB2_PIG,144.48,6,6,4.2973E3,4,4,4,,84790,Integrin beta-2 OS=Sus scrofa OX=9823 GN=ITGB2 PE=2 SV=1
23,133,Q95JC9|PRP_PIG,140.97,5,5,1.1918E4,5,4,16,,62283,Basic proline-rich protein OS=Sus scrofa OX=9823 PE=1 SV=2
39,81,O19084|CDSN_PIG,139.37,32,32,2.8387E3,6,6,8,Oxidation (M),21644,Corneodesmosin (Fragment) OS=Sus scrofa OX=9823 GN=CDSN PE=3 SV=1
30,40,Q29099|PTBP1_PIG,133.85,4,4,3.667E3,4,4,11,,59694,Polypyrimidine tract-binding protein 1 OS=Sus scrofa OX=9823 GN=PTBP1 PE=2 SV=2
43,5221,P12309|GLRX1_PIG,133.75,20,20,5.8789E2,4,4,6,,11828,Glutaredoxin-1 OS=Sus scrofa OX=9823 GN=GLRX PE=1 SV=2
45,190,P50390|TTHY_PIG,130.81,21,21,5.0638E3,5,5,5,,16081,Transthyretin OS=Sus scrofa OX=9823 GN=TTR PE=1 SV=1
44,63,P79263|ITIH4_PIG,121.01,3,3,9.9251E3,3,3,5,,102146,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Sus scrofa OX=9823 GN=ITIH4 PE=1 SV=1
33,1703,Q07717|B2MG_PIG,117.32,36,36,9.5235E3,5,5,10,Oxidation (M),13362,Beta-2-microglobulin OS=Sus scrofa OX=9823 GN=B2M PE=1 SV=1
41,766,Q9GLP2|PROC_PIG,112.02,4,4,1.5401E4,2,2,6,,51867,Vitamin K-dependent protein C OS=Sus scrofa OX=9823 GN=PROC PE=2 SV=1
42,46,P14632|TRFL_PIG,107.60,6,6,7.4075E3,4,3,6,Oxidation (M),77626,Lactotransferrin OS=Sus scrofa OX=9823 GN=LTF PE=1 SV=3
48,108,P80310|S10AC_PIG,102.50,25,25,2.8874E3,3,3,4,,10745,Protein S100-A12 OS=Sus scrofa OX=9823 GN=S100A12 PE=1 SV=2
53,696,Q7SIB7|PGK1_PIG,101.84,6,6,8.3895E2,3,3,3,,44559,Phosphoglycerate kinase 1 OS=Sus scrofa OX=9823 GN=PGK1 PE=1 SV=3
31,16,P62802|H4_PIG,100.40,39,39,2.1022E4,3,3,11,Oxidation (M),11367,Histone H4 OS=Sus scrofa OX=9823 PE=1 SV=2
47,29,Q767L7|TBB5_PIG,97.99,3,3,1.3009E3,3,3,4,,49671,Tubulin beta chain OS=Sus scrofa OX=9823 GN=TUBB PE=1 SV=1
82,5200,P59083|PHP14_PIG,95.23,13,13,2.876E3,2,2,2,,13932,14 kDa phosphohistidine phosphatase OS=Sus scrofa OX=9823 GN=PHPT1 PE=1 SV=2
62,2902,P80031|GSTP1_PIG,93.50,10,10,2.5342E3,3,3,3,,23497,Glutathione S-transferase P OS=Sus scrofa OX=9823 GN=GSTP1 PE=1 SV=2
55,1736,Q2LE37|APOM_PIG,91.68,12,12,3.5752E2,1,1,3,,21241,Apolipoprotein M OS=Sus scrofa OX=9823 GN=APOM PE=2 SV=1
58,12092,P63221|RS21_PIG,86.50,28,28,7.3647E2,2,2,3,Oxidation (M),9111,40S ribosomal protein S21 OS=Sus scrofa OX=9823 GN=RPS21 PE=1 SV=1
52,34,A5D9M6|BAG6_PIG,86.15,2,2,2.862E3,3,2,3,,118627,Large proline-rich protein BAG6 OS=Sus scrofa OX=9823 GN=BAG6 PE=1 SV=1
66,1635,Q9TSX9|PRDX6_PIG,81.56,8,8,6.0261E2,2,2,3,,25037,Peroxiredoxin-6 OS=Sus scrofa OX=9823 GN=PRDX6 PE=2 SV=3
79,76,Q29308|RS19_PIG,81.00,10,10,2.6086E3,1,1,2,,15103,40S ribosomal protein S19 (Fragment) OS=Sus scrofa OX=9823 GN=RPS19 PE=2 SV=3
37,47,O97507|FA12_PIG,76.14,2,2,7.7391E4,1,1,9,,68012,Coagulation factor XII OS=Sus scrofa OX=9823 GN=F12 PE=2 SV=1
65,715,P02725|GLPA_PIG,75.85,18,18,2.4803E3,2,2,3,,14000,Glycophorin-A OS=Sus scrofa OX=9823 GN=GYPA PE=1 SV=1
63,185,P02550|TBA1A_PIG,74.05,7,7,9.4229E2,2,2,3,Oxidation (M),50069,Tubulin alpha-1A chain OS=Sus scrofa OX=9823 GN=TUBA1A PE=1 SV=1
63,177,Q2XVP4|TBA1B_PIG,74.05,7,7,9.4229E2,2,2,3,Oxidation (M),50152,Tubulin alpha-1B chain OS=Sus scrofa OX=9823 GN=TUBA1B PE=1 SV=1
110,699,Q71LE2|H33_PIG,71.55,11,11,8.8014E2,1,1,1,,15328,Histone H3.3 OS=Sus scrofa OX=9823 GN=H3-3A PE=2 SV=3
59,2612,P21753|TYB10_PIG,70.00,57,57,1.5851E3,3,3,3,,4823,Thymosin beta-10 OS=Sus scrofa OX=9823 GN=TMSB10 PE=1 SV=2
74,148,P21692|MMP1_PIG,69.65,7,7,1.6926E3,2,2,2,,53666,Interstitial collagenase OS=Sus scrofa OX=9823 GN=MMP1 PE=1 SV=2
117,83,P50447|A1AT_PIG,69.64,4,4,2.128E2,1,1,1,,47194,Alpha-1-antitrypsin OS=Sus scrofa OX=9823 GN=SERPINA1 PE=2 SV=1
77,302,P80015|CAP7_PIG,69.43,10,10,8.2238E2,2,2,2,,27039,Azurocidin OS=Sus scrofa OX=9823 GN=AZU1 PE=1 SV=2
56,731,A0PFK5|CAZA1_PIG,68.52,5,5,7.268E3,1,1,3,,33017,F-actin-capping protein subunit alpha-1 OS=Sus scrofa OX=9823 GN=CAPZA1 PE=1 SV=1
56,90,Q29221|CAZA2_PIG,68.52,5,5,7.268E3,1,1,3,,32981,F-actin-capping protein subunit alpha-2 OS=Sus scrofa OX=9823 GN=CAPZA2 PE=2 SV=3
75,286,P48819|VTNC_PIG,65.76,6,6,2.6967E3,2,2,2,,52572,Vitronectin OS=Sus scrofa OX=9823 GN=VTN PE=1 SV=1
54,80,Q29545|ICA_PIG,65.69,3,3,3.3208E2,2,1,3,Oxidation (M),77634,Inhibitor of carbonic anhydrase OS=Sus scrofa OX=9823 GN=ICA PE=1 SV=1
114,25,O02705|HS90A_PIG,62.00,3,3,0,1,1,1,Oxidation (M),84775,Heat shock protein HSP 90-alpha OS=Sus scrofa OX=9823 GN=HSP90AA1 PE=2 SV=3
