Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 7,Area Sample 7,#Peptides,#Unique,#Spec Sample 7,PTM,Avg. Mass,Description
1,1,tr|F1RX36|F1RX36_PIG,483.76,36,36,6.8063E6,234,234,1547,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
2,13,P27917|APOC3_PIG,456.91,79,79,1.8283E6,137,137,1021,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
4,2,P01965|HBA_PIG,419.47,97,97,1.0103E6,187,187,694,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
5,6,tr|F1RX37|F1RX37_PIG,401.47,16,16,2.6388E6,75,75,501,,60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
3,7,P51524|PF11_PIG,317.87,58,58,2.3877E6,88,62,873,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
7,9,P02067|HBB_PIG,311.28,61,61,1.1287E5,39,39,91,,16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
8,5,P18648|APOA1_PIG,278.07,32,32,8.6477E4,26,26,79,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
6,12,P80054|PR39_PIG,267.03,44,44,7.9529E4,40,13,237,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
10,26,P0DSO0|SAA2_PIG,205.98,36,36,2.3065E4,17,17,48,,14418,Serum amyloid A-2 protein OS=Sus scrofa OX=9823 GN=SAA2 PE=3 SV=1
11,31,P18650|APOE_PIG,200.12,20,20,7.4153E4,14,14,43,,36599,Apolipoprotein E OS=Sus scrofa OX=9823 GN=APOE PE=1 SV=2
9,27,P01025|CO3_PIG,198.42,4,4,9.7964E4,17,17,60,Oxidation (M),186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
12,10,Q19AZ8|THRB_PIG,190.49,16,16,2.2174E4,15,15,32,,70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
