Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 1,Area Sample 1,#Peptides,#Unique,#Spec Sample 1,PTM,Avg. Mass,Description
1,419908,tr|F1RX36|F1RX36_PIG,259.47,16,16,9.1819E5,56,56,253,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
3,419909,tr|F1RX37|F1RX37_PIG,206.81,13,13,4.5162E5,24,24,133,Oxidation (M),60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
4,318305,P27917|APOC3_PIG,206.10,54,54,1.1102E5,23,23,79,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
5,318301,Q6QAQ1|ACTB_PIG,184.37,37,37,3.9644E4,25,25,40,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
2,318303,P51524|PF11_PIG,184.22,37,37,5.7731E5,31,31,153,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
11,318313,P19619|ANXA1_PIG,122.10,6,6,1.0227E4,5,5,7,,38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
12,318337,Q767L7|TBB5_PIG,112.28,8,8,3.8031E3,4,4,7,Oxidation (M),49671,Tubulin beta chain OS=Sus scrofa OX=9823 GN=TUBB PE=1 SV=1
13,318311,P18648|APOA1_PIG,107.70,14,14,2.2094E3,4,4,6,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
6,318329,Q95274|TYB4_PIG,102.08,27,27,1.9303E4,4,4,20,,5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
14,318315,Q19AZ8|THRB_PIG,97.86,7,7,2.5276E3,4,4,5,,70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
10,318323,P06867|PLMN_PIG,94.16,2,2,7.2364E3,4,4,7,,90615,Plasminogen OS=Sus scrofa OX=9823 GN=PLG PE=1 SV=3
8,318314,P29700|FETUA_PIG,93.77,13,13,3.8142E3,4,4,10,,38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
17,318359,P18650|APOE_PIG,92.39,5,5,8.0315E3,3,3,5,,36599,Apolipoprotein E OS=Sus scrofa OX=9823 GN=APOE PE=1 SV=2
7,318340,Q95JC9|PRP_PIG,86.53,2,2,2.8836E4,3,3,14,,62283,Basic proline-rich protein OS=Sus scrofa OX=9823 PE=1 SV=2
21,318366,Q8MJ49|OSTF1_PIG,85.92,7,7,3.9771E2,2,2,3,,23740,Osteoclast-stimulating factor 1 OS=Sus scrofa OX=9823 GN=OSTF1 PE=2 SV=1
18,318380,P50390|TTHY_PIG,82.06,11,11,1.1109E3,3,3,5,,16081,Transthyretin OS=Sus scrofa OX=9823 GN=TTR PE=1 SV=1
16,318307,P02543|VIME_PIG,81.06,6,6,2.224E2,3,3,5,,53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
15,318306,P0DSO0|SAA2_PIG,79.02,19,19,2.8263E3,3,3,5,Oxidation (M),14418,Serum amyloid A-2 protein OS=Sus scrofa OX=9823 GN=SAA2 PE=3 SV=1
19,318803,P80272|HMGN2_PIG,77.84,14,14,7.5582E2,2,2,4,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
27,318332,P80310|S10AC_PIG,64.84,16,16,2.5597E3,2,2,2,,10745,Protein S100-A12 OS=Sus scrofa OX=9823 GN=S100A12 PE=1 SV=2
24,318324,P53714|ITB2_PIG,60.91,3,3,5.6762E2,2,2,2,,84790,Integrin beta-2 OS=Sus scrofa OX=9823 GN=ITGB2 PE=2 SV=1
34,318650,P31950|S10AB_PIG,50.51,10,10,0,1,1,1,,11180,Protein S100-A11 OS=Sus scrofa OX=9823 GN=S100A11 PE=1 SV=1
25,318357,P48819|VTNC_PIG,48.52,3,3,2.4585E3,1,1,2,,52572,Vitronectin OS=Sus scrofa OX=9823 GN=VTN PE=1 SV=1
32,318360,O02705|HS90A_PIG,47.96,3,3,3.009E2,1,1,1,Oxidation (M),84775,Heat shock protein HSP 90-alpha OS=Sus scrofa OX=9823 GN=HSP90AA1 PE=2 SV=3
23,318338,Q9TUB2|P53_PIG,46.28,3,3,0,1,1,2,,42862,Cellular tumor antigen p53 OS=Sus scrofa OX=9823 GN=TP53 PE=2 SV=1
28,318804,P67985|RL22_PIG,45.76,11,11,0,1,1,2,,14759,60S ribosomal protein L22 OS=Sus scrofa OX=9823 GN=RPL22 PE=1 SV=2
26,318330,P29269|MYL9_PIG,42.06,6,6,1.8323E2,1,1,2,,19827,Myosin regulatory light polypeptide 9 OS=Sus scrofa OX=9823 GN=MYL9 PE=1 SV=2
9,318325,A5D9M6|BAG6_PIG,40.39,1,1,5.8803E3,1,1,7,,118627,Large proline-rich protein BAG6 OS=Sus scrofa OX=9823 GN=BAG6 PE=1 SV=1
9,318333,P0DW16|RBM20_PIG,40.39,1,1,5.8803E3,1,1,7,,133295,RNA-binding protein 20 OS=Sus scrofa OX=9823 GN=RBM20 PE=1 SV=1
9,318336,O62651|WT1_PIG,40.39,2,2,5.8803E3,1,1,7,,49166,Wilms tumor protein homolog OS=Sus scrofa OX=9823 GN=WT1 PE=2 SV=1
9,318341,Q9BEA8|TNFL6_PIG,40.39,3,3,5.8803E3,1,1,7,,31756,Tumor necrosis factor ligand superfamily member 6 OS=Sus scrofa OX=9823 GN=FASLG PE=2 SV=1
9,318331,P08001|ACRO_PIG,40.39,2,2,5.8803E3,1,1,7,,45362,Acrosin OS=Sus scrofa OX=9823 GN=ACR PE=1 SV=5
31,318386,P62936|PPIA_PIG,39.34,7,7,1.4834E2,1,1,1,,17869,Peptidyl-prolyl cis-trans isomerase A OS=Sus scrofa OX=9823 GN=PPIA PE=1 SV=2
20,318328,P01025|CO3_PIG,39.00,1,1,1.7256E2,1,1,3,Oxidation (M),186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
29,318428,P00355|G3P_PIG,38.42,5,5,6.1216E2,1,1,1,,35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
33,318471,P01965|HBA_PIG,37.64,6,6,3.4603E2,1,1,1,,15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
30,318810,Q29308|RS19_PIG,37.11,10,10,6.7032E1,1,1,1,,15103,40S ribosomal protein S19 (Fragment) OS=Sus scrofa OX=9823 GN=RPS19 PE=2 SV=3
