Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 36,Area Sample 36,#Peptides,#Unique,#Spec Sample 36,PTM,Avg. Mass,Description
1,419908,tr|F1RX36|F1RX36_PIG,665.61,44,44,8.5976E6,265,265,1636,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
4,318560,P09571|TRFE_PIG,573.55,31,31,2.1929E6,86,76,415,Oxidation (M),76968,Serotransferrin OS=Sus scrofa OX=9823 GN=TF PE=1 SV=2
2,419909,tr|F1RX37|F1RX37_PIG,567.05,30,30,3.5531E6,83,83,516,Oxidation (M),60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
7,318305,P27917|APOC3_PIG,520.01,77,77,1.1653E6,76,76,279,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
6,318311,P18648|APOA1_PIG,515.68,75,75,1.1138E6,113,113,287,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
3,318471,P01965|HBA_PIG,458.00,91,91,1.8048E6,58,58,475,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
12,319077,O02668|ITIH2_PIG,437.50,27,27,5.9799E5,41,41,145,Oxidation (M),104622,Inter-alpha-trypsin inhibitor heavy chain H2 OS=Sus scrofa OX=9823 GN=ITIH2 PE=2 SV=1
11,318301,Q6QAQ1|ACTB_PIG,433.34,53,53,1.5868E5,66,27,146,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
8,318328,P01025|CO3_PIG,402.18,20,20,1.4092E6,46,46,263,Oxidation (M),186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
5,319560,Q8SPS7|HPT_PIG,401.87,26,26,4.9336E6,31,31,292,Oxidation (M),38482,Haptoglobin OS=Sus scrofa OX=9823 GN=HP PE=1 SV=1
