Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 41,Area Sample 41,#Peptides,#Unique,#Spec Sample 41,PTM,Avg. Mass,Description
2,419908,tr|F1RX36|F1RX36_PIG,354.77,39,39,2.5069E6,233,233,820,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
1,419909,tr|F1RX37|F1RX37_PIG,342.82,26,26,2.2667E6,126,126,864,Oxidation (M),60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
3,318471,P01965|HBA_PIG,282.94,97,97,2.4889E5,114,114,244,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
6,318305,P27917|APOC3_PIG,241.07,56,56,8.6882E4,37,37,84,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
5,319005,P02067|HBB_PIG,237.93,57,57,6.1803E4,44,44,92,Oxidation (M),16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
9,318301,Q6QAQ1|ACTB_PIG,190.59,35,35,2.2129E4,25,14,39,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
7,318303,P51524|PF11_PIG,165.32,43,43,1.2766E5,25,19,63,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
7,318304,P51525|PF12_PIG,165.32,44,44,1.2766E5,25,19,63,,25855,Prophenin-2 OS=Sus scrofa OX=9823 PE=2 SV=1
4,318310,P80054|PR39_PIG,161.07,33,33,1.0083E5,16,10,93,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
16,318313,P19619|ANXA1_PIG,155.69,4,4,1.4058E4,9,9,15,,38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
12,318311,P18648|APOA1_PIG,155.60,34,34,1.1215E4,12,12,21,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
14,318302,P68137|ACTS_PIG,155.54,18,18,1.1568E2,13,2,18,Oxidation (M),42051,Actin  alpha skeletal muscle OS=Sus scrofa OX=9823 GN=ACTA1 PE=1 SV=1
10,318560,P09571|TRFE_PIG,153.71,7,7,2.6765E4,12,12,29,,76968,Serotransferrin OS=Sus scrofa OX=9823 GN=TF PE=1 SV=2
15,318329,Q95274|TYB4_PIG,143.43,57,57,1.9588E4,11,11,17,,5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
11,318307,P02543|VIME_PIG,142.91,22,22,7.6179E3,15,15,21,,53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
8,318340,Q95JC9|PRP_PIG,137.15,8,8,5.2117E4,11,11,51,,62283,Basic proline-rich protein OS=Sus scrofa OX=9823 PE=1 SV=2
21,318803,P80272|HMGN2_PIG,122.38,34,34,1.2193E3,4,4,7,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
