Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 27,Area Sample 27,#Peptides,#Unique,#Spec Sample 27,PTM,Avg. Mass,Description
3,2,P01965|HBA_PIG,447.43,97,97,4.028E6,229,229,1294,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
2,13,P27917|APOC3_PIG,447.27,79,79,4.0779E6,150,150,1331,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
1,1,tr|F1RX36|F1RX36_PIG,443.98,34,34,1.0892E7,226,226,1880,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
5,6,tr|F1RX37|F1RX37_PIG,393.44,9,9,4.9009E6,66,66,640,,60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
6,9,P02067|HBB_PIG,381.35,70,70,6.3322E5,78,78,219,Oxidation (M),16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
8,5,P18648|APOA1_PIG,306.17,59,59,1.9474E5,61,61,141,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
4,12,P80054|PR39_PIG,304.46,45,45,2.1859E6,66,42,822,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
11,3,Q6QAQ1|ACTB_PIG,261.01,37,37,1.3102E5,40,40,101,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
9,700,P80272|HMGN2_PIG,259.51,80,80,1.6339E5,21,21,109,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
7,7,P51524|PF11_PIG,243.71,25,25,3.2192E5,28,4,161,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
7,8,P51525|PF12_PIG,243.71,24,24,3.2192E5,28,4,161,,25855,Prophenin-2 OS=Sus scrofa OX=9823 PE=2 SV=1
10,77,Q95274|TYB4_PIG,239.82,95,95,1.3623E6,21,20,102,Oxidation (M),5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
18,15,P19619|ANXA1_PIG,236.22,4,4,8.139E4,15,15,37,,38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
12,24,P29700|FETUA_PIG,227.53,17,17,1.2368E5,15,15,77,,38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
13,10,Q19AZ8|THRB_PIG,213.58,13,13,8.2463E4,23,23,56,Oxidation (M),70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
14,26,P0DSO0|SAA2_PIG,209.25,56,56,7.5034E4,16,16,52,Oxidation (M),14418,Serum amyloid A-2 protein OS=Sus scrofa OX=9823 GN=SAA2 PE=3 SV=1
21,4,P02543|VIME_PIG,187.61,19,19,2.9202E4,16,16,23,Oxidation (M),53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
22,33,P08835|ALBU_PIG,172.68,9,9,1.6862E4,10,10,23,,69692,Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=2
