Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 14,Area Sample 14,#Peptides,#Unique,#Spec Sample 14,PTM,Avg. Mass,Description
1,1,tr|F1RX36|F1RX36_PIG,597.95,44,44,8.7826E6,274,274,2096,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
2,13,P27917|APOC3_PIG,552.46,78,78,5.1279E6,126,126,1336,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
5,6,tr|F1RX37|F1RX37_PIG,451.32,29,29,5.4087E6,79,79,769,Oxidation (M),60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
11,2,P01965|HBA_PIG,448.45,97,97,3.8519E5,92,92,206,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
7,5,P18648|APOA1_PIG,444.46,71,71,8.1623E5,70,70,351,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
3,7,P51524|PF11_PIG,403.91,61,61,2.8062E5,90,4,879,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
4,8,P51525|PF12_PIG,401.53,57,57,6.3656E2,87,1,855,,25855,Prophenin-2 OS=Sus scrofa OX=9823 PE=2 SV=1
10,3,Q6QAQ1|ACTB_PIG,381.13,47,47,2.9589E5,85,41,267,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
6,12,P80054|PR39_PIG,378.09,50,50,3.3451E5,64,17,559,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
8,23,P49930|PMP23_PIG,360.61,37,37,1.1069E3,49,2,280,,17486,Antibacterial peptide PMAP-23 OS=Sus scrofa OX=9823 GN=PMAP23 PE=2 SV=1
9,32,P49931|PMP36_PIG,359.57,33,33,9.6675E2,48,1,279,,18647,Antibacterial peptide PMAP-36 OS=Sus scrofa OX=9823 GN=PMAP36 PE=2 SV=1
12,9,P02067|HBB_PIG,316.08,44,44,1.5353E5,24,24,95,,16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
13,11,P68137|ACTS_PIG,315.42,34,34,3.7029E3,45,1,86,Oxidation (M),42051,Actin  alpha skeletal muscle OS=Sus scrofa OX=9823 GN=ACTA1 PE=1 SV=1
17,31,P18650|APOE_PIG,304.08,41,41,1.1355E5,28,28,66,Oxidation (M),36599,Apolipoprotein E OS=Sus scrofa OX=9823 GN=APOE PE=1 SV=2
23,15,P19619|ANXA1_PIG,288.22,14,14,1.0551E5,14,14,35,Oxidation (M),38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
16,26,P0DSO0|SAA2_PIG,285.41,51,51,1.6199E5,24,24,66,,14418,Serum amyloid A-2 protein OS=Sus scrofa OX=9823 GN=SAA2 PE=3 SV=1
20,593,O02668|ITIH2_PIG,270.28,15,15,7.7583E4,20,20,46,Oxidation (M),104622,Inter-alpha-trypsin inhibitor heavy chain H2 OS=Sus scrofa OX=9823 GN=ITIH2 PE=2 SV=1
19,10,Q19AZ8|THRB_PIG,267.39,15,15,6.7894E4,19,19,46,Oxidation (M),70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
21,4,P02543|VIME_PIG,259.57,30,30,2.2032E4,31,31,43,Oxidation (M),53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
30,136,P53714|ITB2_PIG,226.14,8,8,1.4346E4,11,11,16,Oxidation (M),84790,Integrin beta-2 OS=Sus scrofa OX=9823 GN=ITGB2 PE=2 SV=1
14,24,P29700|FETUA_PIG,223.66,24,24,1.989E5,20,20,80,Oxidation (M),38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
15,27,P01025|CO3_PIG,223.05,6,6,1.4538E5,16,16,74,Oxidation (M),186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
28,1861,O46409|APOA4_PIG,219.63,16,16,1.3911E4,13,13,19,,43294,Apolipoprotein A-IV OS=Sus scrofa OX=9823 GN=APOA4 PE=2 SV=1
27,82,Q29549|CLUS_PIG,213.97,15,15,1.2608E4,11,11,19,Oxidation (M),51775,Clusterin OS=Sus scrofa OX=9823 GN=CLU PE=1 SV=1
39,108,P80310|S10AC_PIG,200.94,32,32,3.7164E4,6,6,9,,10745,Protein S100-A12 OS=Sus scrofa OX=9823 GN=S100A12 PE=1 SV=2
25,33,P08835|ALBU_PIG,200.93,14,14,5.4234E4,16,16,31,,69692,Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=2
26,77,Q95274|TYB4_PIG,198.81,43,43,3.7475E4,8,8,20,,5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
24,84,P62936|PPIA_PIG,198.02,20,20,2.709E4,9,9,35,,17869,Peptidyl-prolyl cis-trans isomerase A OS=Sus scrofa OX=9823 GN=PPIA PE=1 SV=2
34,29,Q767L7|TBB5_PIG,195.07,14,14,7.5383E3,8,8,11,Oxidation (M),49671,Tubulin beta chain OS=Sus scrofa OX=9823 GN=TUBB PE=1 SV=1
40,46,P14632|TRFL_PIG,190.63,8,8,3.9594E3,7,7,7,,77626,Lactotransferrin OS=Sus scrofa OX=9823 GN=LTF PE=1 SV=3
31,59,P06867|PLMN_PIG,184.48,3,3,1.9214E4,10,10,16,,90615,Plasminogen OS=Sus scrofa OX=9823 GN=PLG PE=1 SV=3
35,286,P48819|VTNC_PIG,182.09,15,15,1.4277E4,7,7,11,Oxidation (M),52572,Vitronectin OS=Sus scrofa OX=9823 GN=VTN PE=1 SV=1
29,14,P00355|G3P_PIG,178.74,33,33,2.8257E4,12,12,19,Oxidation (M),35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
47,1705,Q8MJ49|OSTF1_PIG,167.55,21,21,5.4054E3,3,3,5,,23740,Osteoclast-stimulating factor 1 OS=Sus scrofa OX=9823 GN=OSTF1 PE=2 SV=1
38,802,P29269|MYL9_PIG,158.22,20,20,1.0202E4,6,6,9,Oxidation (M),19827,Myosin regulatory light polypeptide 9 OS=Sus scrofa OX=9823 GN=MYL9 PE=1 SV=2
45,697,P62901|RL31_PIG,150.19,18,18,6.0299E3,3,3,6,,14463,60S ribosomal protein L31 OS=Sus scrofa OX=9823 GN=RPL31 PE=1 SV=1
33,302,P80015|CAP7_PIG,146.96,11,11,1.3695E4,8,8,14,,27039,Azurocidin OS=Sus scrofa OX=9823 GN=AZU1 PE=1 SV=2
36,61,P06348|H1T_PIG,140.99,7,7,2.6607E4,5,5,9,,22059,Histone H1t OS=Sus scrofa OX=9823 GN=H1-6 PE=1 SV=1
50,37,Q5S1U1|HSPB1_PIG,139.52,20,20,4.5059E3,3,3,4,,22942,Heat shock protein beta-1 OS=Sus scrofa OX=9823 GN=HSPB1 PE=2 SV=1
41,63,P79263|ITIH4_PIG,137.85,3,3,1.4993E4,3,3,7,,102146,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Sus scrofa OX=9823 GN=ITIH4 PE=1 SV=1
48,715,P02725|GLPA_PIG,122.30,18,18,2.4178E3,2,2,5,,14000,Glycophorin-A OS=Sus scrofa OX=9823 GN=GYPA PE=1 SV=1
52,190,P50390|TTHY_PIG,122.17,11,11,4.7805E3,3,3,4,,16081,Transthyretin OS=Sus scrofa OX=9823 GN=TTR PE=1 SV=1
44,436,Q9TTK7|OLR1_PIG,119.63,10,10,5.2556E3,4,4,6,Oxidation (M),31143,Oxidized low-density lipoprotein receptor 1 OS=Sus scrofa OX=9823 GN=OLR1 PE=2 SV=1
53,48,Q8SPS7|HPT_PIG,117.98,9,9,5.5012E3,3,3,4,,38482,Haptoglobin OS=Sus scrofa OX=9823 GN=HP PE=1 SV=1
32,1703,Q07717|B2MG_PIG,114.34,44,44,2.509E4,7,7,15,Oxidation (M),13362,Beta-2-microglobulin OS=Sus scrofa OX=9823 GN=B2M PE=1 SV=1
46,16,P62802|H4_PIG,101.05,31,31,6.5242E3,3,3,6,,11367,Histone H4 OS=Sus scrofa OX=9823 PE=1 SV=2
43,96,P16469|LOX15_PIG,100.96,4,4,2.1067E3,3,3,6,,75004,Polyunsaturated fatty acid lipoxygenase ALOX15 OS=Sus scrofa OX=9823 GN=ALOX15 PE=1 SV=3
57,537,Q08094|CNN2_PIG,100.55,10,10,1.4178E2,3,3,3,Oxidation (M),32030,Calponin-2 (Fragment) OS=Sus scrofa OX=9823 GN=CNN2 PE=2 SV=1
49,53,Q9GLP1|FA5_PIG,98.13,2,2,3.6746E2,3,3,4,Oxidation (M),256078,Coagulation factor V OS=Sus scrofa OX=9823 GN=F5 PE=2 SV=1
60,25,O02705|HS90A_PIG,96.05,3,3,1.5621E3,1,1,3,Oxidation (M),84775,Heat shock protein HSP 90-alpha OS=Sus scrofa OX=9823 GN=HSP90AA1 PE=2 SV=3
37,766,Q9GLP2|PROC_PIG,94.79,5,5,5.5013E3,2,2,9,,51867,Vitamin K-dependent protein C OS=Sus scrofa OX=9823 GN=PROC PE=2 SV=1
75,148,P21692|MMP1_PIG,94.66,4,4,2.5187E2,1,1,1,,53666,Interstitial collagenase OS=Sus scrofa OX=9823 GN=MMP1 PE=1 SV=2
61,280,P67985|RL22_PIG,93.82,11,11,1.3164E3,1,1,3,,14759,60S ribosomal protein L22 OS=Sus scrofa OX=9823 GN=RPL22 PE=1 SV=2
71,2902,P80031|GSTP1_PIG,86.05,11,11,1.5731E3,2,2,2,Oxidation (M),23497,Glutathione S-transferase P OS=Sus scrofa OX=9823 GN=GSTP1 PE=1 SV=2
51,56,P10668|COF1_PIG,84.64,13,13,1.5436E3,3,3,4,,18519,Cofilin-1 OS=Sus scrofa OX=9823 GN=CFL1 PE=1 SV=3
55,516,P20305|GELS_PIG,81.73,3,3,0,2,2,3,,84775,Gelsolin (Fragment) OS=Sus scrofa OX=9823 GN=GSN PE=1 SV=1
65,2704,P0DSN9|SAA4_PIG,79.87,12,12,1.79E3,2,2,2,,14591,Serum amyloid A-4 protein OS=Sus scrofa OX=9823 GN=SAA4 PE=3 SV=1
68,3009,P0CG68|UBC_PIG,78.75,3,3,0,1,1,2,,59993,Polyubiquitin-C OS=Sus scrofa OX=9823 GN=UBC PE=2 SV=1
68,3007,P63053|RL40_PIG,78.75,11,11,0,1,1,2,,14728,Ubiquitin-60S ribosomal protein L40 OS=Sus scrofa OX=9823 GN=UBA52 PE=1 SV=2
18,47,O97507|FA12_PIG,77.97,2,2,1.0995E5,1,1,51,,68012,Coagulation factor XII OS=Sus scrofa OX=9823 GN=F12 PE=2 SV=1
64,133,Q95JC9|PRP_PIG,77.74,2,2,1.1004E3,2,2,2,,62283,Basic proline-rich protein OS=Sus scrofa OX=9823 PE=1 SV=2
58,60,P09571|TRFE_PIG,74.90,3,3,9.6136E2,2,2,3,,76968,Serotransferrin OS=Sus scrofa OX=9823 GN=TF PE=1 SV=2
62,1422,Q29056|IL1RA_PIG,73.40,8,8,2.6925E2,1,1,3,,20093,Interleukin-1 receptor antagonist protein OS=Sus scrofa OX=9823 GN=IL1RN PE=2 SV=1
70,2938,Q29100|UPTI_PIG,72.45,9,9,1.2918E3,2,2,2,,13109,Uterine plasmin/trypsin inhibitor OS=Sus scrofa OX=9823 PE=1 SV=1
72,1883,O77736|TNR6_PIG,71.68,5,5,2.6397E2,1,1,2,Oxidation (M),37593,Tumor necrosis factor receptor superfamily member 6 OS=Sus scrofa OX=9823 GN=FAS PE=2 SV=1
98,166,P12675|ICAL_PIG,66.45,2,2,5.3518E2,1,1,1,,77124,Calpastatin OS=Sus scrofa OX=9823 GN=CAST PE=1 SV=1
