Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 2,Area Sample 2,#Peptides,#Unique,#Spec Sample 2,PTM,Avg. Mass,Description
1,419908,tr|F1RX36|F1RX36_PIG,277.73,30,30,2.4864E6,100,100,479,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
3,419909,tr|F1RX37|F1RX37_PIG,231.78,19,19,1.2752E6,47,47,269,Oxidation (M),60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
4,318301,Q6QAQ1|ACTB_PIG,210.09,51,51,9.9617E4,51,51,82,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
5,318305,P27917|APOC3_PIG,203.37,62,62,8.2929E4,28,28,82,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
2,318303,P51524|PF11_PIG,201.80,45,45,1.356E6,49,23,315,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
6,318310,P80054|PR39_PIG,177.69,26,26,1.8179E2,28,2,68,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
10,318311,P18648|APOA1_PIG,141.71,23,23,2.0231E4,11,11,26,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
11,318306,P0DSO0|SAA2_PIG,130.00,49,49,1.4582E4,13,13,19,Oxidation (M),14418,Serum amyloid A-2 protein OS=Sus scrofa OX=9823 GN=SAA2 PE=3 SV=1
12,318329,Q95274|TYB4_PIG,125.62,52,52,2.2079E4,8,8,16,,5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
8,318313,P19619|ANXA1_PIG,121.13,3,3,5.3974E4,5,5,30,,38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
9,318314,P29700|FETUA_PIG,119.44,17,17,1.0824E4,7,7,30,Oxidation (M),38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
7,318340,Q95JC9|PRP_PIG,111.37,3,3,4.4646E4,9,9,41,,62283,Basic proline-rich protein OS=Sus scrofa OX=9823 PE=1 SV=2
17,318307,P02543|VIME_PIG,103.99,13,13,1.103E3,6,6,8,Oxidation (M),53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
13,318380,P50390|TTHY_PIG,87.05,11,11,2.239E4,3,3,14,,16081,Transthyretin OS=Sus scrofa OX=9823 GN=TTR PE=1 SV=1
24,318803,P80272|HMGN2_PIG,86.16,26,26,1.826E3,3,3,4,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
26,318366,Q8MJ49|OSTF1_PIG,79.33,7,7,6.1799E2,2,2,3,,23740,Osteoclast-stimulating factor 1 OS=Sus scrofa OX=9823 GN=OSTF1 PE=2 SV=1
33,318348,P02554|TBB_PIG,75.45,4,4,3.5341E3,2,2,2,Oxidation (M),49861,Tubulin beta chain OS=Sus scrofa OX=9823 PE=1 SV=1
33,318337,Q767L7|TBB5_PIG,75.45,4,4,3.5341E3,2,2,2,Oxidation (M),49671,Tubulin beta chain OS=Sus scrofa OX=9823 GN=TUBB PE=1 SV=1
16,318560,P09571|TRFE_PIG,74.88,2,2,1.7722E4,2,2,10,,76968,Serotransferrin OS=Sus scrofa OX=9823 GN=TF PE=1 SV=2
16,319393,Q29545|ICA_PIG,74.88,2,2,1.7722E4,2,2,10,,77634,Inhibitor of carbonic anhydrase OS=Sus scrofa OX=9823 GN=ICA PE=1 SV=1
23,318326,P79263|ITIH4_PIG,74.19,4,4,3.0756E3,4,4,4,,102146,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Sus scrofa OX=9823 GN=ITIH4 PE=1 SV=1
20,318323,P06867|PLMN_PIG,66.89,2,2,4.7159E3,2,2,5,,90615,Plasminogen OS=Sus scrofa OX=9823 GN=PLG PE=1 SV=3
21,318359,P18650|APOE_PIG,66.76,5,5,6.7938E3,2,2,4,,36599,Apolipoprotein E OS=Sus scrofa OX=9823 GN=APOE PE=1 SV=2
18,318332,P80310|S10AC_PIG,66.62,16,16,6.9648E3,2,2,6,,10745,Protein S100-A12 OS=Sus scrofa OX=9823 GN=S100A12 PE=1 SV=2
19,318315,Q19AZ8|THRB_PIG,64.91,4,4,1.3146E3,2,2,5,,70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
22,320063,P08835|ALBU_PIG,62.05,2,2,2.9534E3,2,2,4,,69692,Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=2
15,318325,A5D9M6|BAG6_PIG,60.01,1,1,5.8817E3,2,2,11,,118627,Large proline-rich protein BAG6 OS=Sus scrofa OX=9823 GN=BAG6 PE=1 SV=1
15,318336,O62651|WT1_PIG,60.01,2,2,5.8817E3,2,2,11,,49166,Wilms tumor protein homolog OS=Sus scrofa OX=9823 GN=WT1 PE=2 SV=1
15,318331,P08001|ACRO_PIG,60.01,3,3,5.8817E3,2,2,11,,45362,Acrosin OS=Sus scrofa OX=9823 GN=ACR PE=1 SV=5
30,318330,P29269|MYL9_PIG,55.85,6,6,3.5654E2,1,1,2,Oxidation (M),19827,Myosin regulatory light polypeptide 9 OS=Sus scrofa OX=9823 GN=MYL9 PE=1 SV=2
39,318357,P48819|VTNC_PIG,54.05,3,3,1.3158E3,1,1,1,,52572,Vitronectin OS=Sus scrofa OX=9823 GN=VTN PE=1 SV=1
34,318557,P62802|H4_PIG,53.30,23,23,3.1716E3,2,2,2,,11367,Histone H4 OS=Sus scrofa OX=9823 PE=1 SV=2
36,318650,P31950|S10AB_PIG,48.22,10,10,0,1,1,2,,11180,Protein S100-A11 OS=Sus scrofa OX=9823 GN=S100A11 PE=1 SV=1
29,318804,P67985|RL22_PIG,46.06,11,11,3.8732E2,1,1,3,,14759,60S ribosomal protein L22 OS=Sus scrofa OX=9823 GN=RPL22 PE=1 SV=2
25,318338,Q9TUB2|P53_PIG,43.77,3,3,0,1,1,3,,42862,Cellular tumor antigen p53 OS=Sus scrofa OX=9823 GN=TP53 PE=2 SV=1
31,319760,O97507|FA12_PIG,43.10,2,2,2.177E3,1,1,2,,68012,Coagulation factor XII OS=Sus scrofa OX=9823 GN=F12 PE=2 SV=1
32,318334,P12675|ICAL_PIG,42.03,3,3,1.609E3,1,1,2,Oxidation (M),77124,Calpastatin OS=Sus scrofa OX=9823 GN=CAST PE=1 SV=1
28,318839,Q71LE2|H33_PIG,41.37,11,11,1.1377E3,1,1,3,,15328,Histone H3.3 OS=Sus scrofa OX=9823 GN=H3-3A PE=2 SV=3
42,318856,P04574|CPNS1_PIG,41.15,11,11,1.0478E2,1,1,1,Oxidation (M),28068,Calpain small subunit 1 OS=Sus scrofa OX=9823 GN=CAPNS1 PE=1 SV=1
44,319560,Q8SPS7|HPT_PIG,40.46,3,3,7.597E2,1,1,1,,38482,Haptoglobin OS=Sus scrofa OX=9823 GN=HP PE=1 SV=1
45,318442,P10668|COF1_PIG,40.00,8,8,1.5235E2,1,1,1,,18519,Cofilin-1 OS=Sus scrofa OX=9823 GN=CFL1 PE=1 SV=3
43,318428,P00355|G3P_PIG,38.56,5,5,9.2264E2,1,1,1,,35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
27,318810,Q29308|RS19_PIG,38.39,10,10,9.6204E2,1,1,3,,15103,40S ribosomal protein S19 (Fragment) OS=Sus scrofa OX=9823 GN=RPS19 PE=2 SV=3
35,318471,P01965|HBA_PIG,37.34,6,6,3.9648E2,1,1,2,,15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
41,318386,P62936|PPIA_PIG,37.18,7,7,0,1,1,1,,17869,Peptidyl-prolyl cis-trans isomerase A OS=Sus scrofa OX=9823 GN=PPIA PE=1 SV=2
40,318538,Q08094|CNN2_PIG,35.41,4,4,3.5375E2,1,1,1,,32030,Calponin-2 (Fragment) OS=Sus scrofa OX=9823 GN=CNN2 PE=2 SV=1
37,318841,A0PFK5|CAZA1_PIG,35.39,5,5,4.3325E2,1,1,2,,33017,F-actin-capping protein subunit alpha-1 OS=Sus scrofa OX=9823 GN=CAPZA1 PE=1 SV=1
37,318718,Q29221|CAZA2_PIG,35.39,5,5,4.3325E2,1,1,2,,32981,F-actin-capping protein subunit alpha-2 OS=Sus scrofa OX=9823 GN=CAPZA2 PE=2 SV=3
46,318324,P53714|ITB2_PIG,33.73,2,2,5.4457E2,1,1,1,,84790,Integrin beta-2 OS=Sus scrofa OX=9823 GN=ITGB2 PE=2 SV=1
38,318346,Q28983|ZAN_PIG,33.42,0,0,7.1677E3,1,1,1,,270363,Zonadhesin OS=Sus scrofa OX=9823 GN=ZAN PE=1 SV=1
