Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 68,Area Sample 68,#Peptides,#Unique,#Spec Sample 68,PTM,Avg. Mass,Description
1,1,tr|F1RX36|F1RX36_PIG,396.97,46,46,1.3405E7,420,420,3380,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
3,6,tr|F1RX37|F1RX37_PIG,316.00,20,20,6.6535E6,107,107,1088,Oxidation (M),60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
5,13,P27917|APOC3_PIG,292.80,79,79,1.577E6,89,89,588,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
2,7,P51524|PF11_PIG,273.25,64,64,3.1383E6,115,62,1105,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
4,12,P80054|PR39_PIG,255.79,47,47,3.4667E5,78,25,833,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
7,3,Q6QAQ1|ACTB_PIG,249.58,65,65,1.419E5,106,52,198,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
6,32,P49931|PMP36_PIG,238.62,33,33,2.8011E3,54,1,484,,18647,Antibacterial peptide PMAP-36 OS=Sus scrofa OX=9823 GN=PMAP36 PE=2 SV=1
10,5,P18648|APOA1_PIG,235.59,58,58,1.8793E5,44,44,130,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
9,26,P0DSO0|SAA2_PIG,227.53,72,72,3.1496E5,61,61,149,Oxidation (M),14418,Serum amyloid A-2 protein OS=Sus scrofa OX=9823 GN=SAA2 PE=3 SV=1
11,11,P68137|ACTS_PIG,213.85,45,45,0,55,1,96,Oxidation (M),42051,Actin  alpha skeletal muscle OS=Sus scrofa OX=9823 GN=ACTA1 PE=1 SV=1
13,10,Q19AZ8|THRB_PIG,187.22,19,19,6.5582E4,25,25,50,,70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
8,133,Q95JC9|PRP_PIG,183.97,16,16,6.146E5,28,27,153,,62283,Basic proline-rich protein OS=Sus scrofa OX=9823 PE=1 SV=2
19,15,P19619|ANXA1_PIG,180.39,11,11,1.2314E5,15,15,39,Oxidation (M),38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
17,2,P01965|HBA_PIG,168.79,71,71,4.8892E4,27,27,40,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
18,77,Q95274|TYB4_PIG,161.61,82,82,5.9447E4,20,19,39,,5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
15,84,P62936|PPIA_PIG,154.79,26,26,6.3697E4,13,13,43,,17869,Peptidyl-prolyl cis-trans isomerase A OS=Sus scrofa OX=9823 GN=PPIA PE=1 SV=2
20,33,P08835|ALBU_PIG,150.54,14,14,4.9572E4,17,17,32,,69692,Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=2
22,9,P02067|HBB_PIG,147.89,45,45,1.5451E4,11,11,21,Oxidation (M),16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
21,14,P00355|G3P_PIG,138.36,39,39,4.4908E4,13,13,25,Oxidation (M),35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
14,27,P01025|CO3_PIG,133.72,4,4,4.6926E4,11,11,45,Oxidation (M),186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
16,24,P29700|FETUA_PIG,129.54,21,21,6.0968E4,11,11,42,Oxidation (M),38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
24,4,P02543|VIME_PIG,128.35,26,26,3.7744E4,14,14,16,,53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
23,31,P18650|APOE_PIG,124.42,22,22,2.4582E4,11,11,19,Oxidation (M),36599,Apolipoprotein E OS=Sus scrofa OX=9823 GN=APOE PE=1 SV=2
27,1705,Q8MJ49|OSTF1_PIG,123.35,16,16,1.2239E4,4,4,10,,23740,Osteoclast-stimulating factor 1 OS=Sus scrofa OX=9823 GN=OSTF1 PE=2 SV=1
25,63,P79263|ITIH4_PIG,112.93,5,5,1.1041E4,7,7,14,,102146,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Sus scrofa OX=9823 GN=ITIH4 PE=1 SV=1
28,59,P06867|PLMN_PIG,110.91,2,2,1.841E4,5,5,9,,90615,Plasminogen OS=Sus scrofa OX=9823 GN=PLG PE=1 SV=3
26,286,P48819|VTNC_PIG,108.12,10,10,6.7434E3,8,8,11,,52572,Vitronectin OS=Sus scrofa OX=9823 GN=VTN PE=1 SV=1
36,56,P10668|COF1_PIG,100.47,27,27,5.958E3,5,5,5,,18519,Cofilin-1 OS=Sus scrofa OX=9823 GN=CFL1 PE=1 SV=3
32,108,P80310|S10AC_PIG,94.64,36,36,7.1141E3,6,6,8,,10745,Protein S100-A12 OS=Sus scrofa OX=9823 GN=S100A12 PE=1 SV=2
34,29,Q767L7|TBB5_PIG,92.42,12,12,2.9892E3,4,4,6,Oxidation (M),49671,Tubulin beta chain OS=Sus scrofa OX=9823 GN=TUBB PE=1 SV=1
30,61,P06348|H1T_PIG,92.11,10,10,1.4046E4,5,5,8,,22059,Histone H1t OS=Sus scrofa OX=9823 GN=H1-6 PE=1 SV=1
41,696,Q7SIB7|PGK1_PIG,90.92,6,6,1.5769E3,3,3,4,,44559,Phosphoglycerate kinase 1 OS=Sus scrofa OX=9823 GN=PGK1 PE=1 SV=3
40,2902,P80031|GSTP1_PIG,88.40,14,14,5.7912E3,4,4,5,Oxidation (M),23497,Glutathione S-transferase P OS=Sus scrofa OX=9823 GN=GSTP1 PE=1 SV=2
38,37,Q5S1U1|HSPB1_PIG,87.99,30,30,3.9862E3,4,4,5,,22942,Heat shock protein beta-1 OS=Sus scrofa OX=9823 GN=HSPB1 PE=2 SV=1
