Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 34,Area Sample 34,#Peptides,#Unique,#Spec Sample 34,PTM,Avg. Mass,Description
2,1,tr|F1RX36|F1RX36_PIG,729.51,46,46,1.4603E7,558,558,2950,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
1,5,P18648|APOA1_PIG,703.96,91,91,1.4711E7,495,495,3460,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
3,13,P27917|APOC3_PIG,635.38,79,79,8.1385E6,185,185,1726,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
5,2,P01965|HBA_PIG,554.80,97,97,8.0736E6,169,169,1561,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
8,6,tr|F1RX37|F1RX37_PIG,536.74,14,14,5.1807E6,80,80,536,,60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
13,9,P02067|HBB_PIG,533.64,83,83,1.5271E6,116,115,410,Oxidation (M),16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
16,24,P29700|FETUA_PIG,480.44,29,29,1.1373E6,83,83,341,Oxidation (M),38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
4,7,P51524|PF11_PIG,471.68,67,67,8.0925E5,115,7,1652,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
11,14,P00355|G3P_PIG,470.29,81,81,1.5974E6,129,129,473,Oxidation (M),35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
6,8,P51525|PF12_PIG,469.49,64,64,1.1382E4,111,2,1551,,25855,Prophenin-2 OS=Sus scrofa OX=9823 PE=2 SV=1
12,60,P09571|TRFE_PIG,464.36,36,36,1.4509E6,79,72,439,Oxidation (M),76968,Serotransferrin OS=Sus scrofa OX=9823 GN=TF PE=1 SV=2
14,3,Q6QAQ1|ACTB_PIG,463.26,65,65,3.9052E5,117,52,388,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
15,77,Q95274|TYB4_PIG,457.53,95,95,3.4781E6,62,62,386,Oxidation (M),5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
19,593,O02668|ITIH2_PIG,454.93,40,40,5.7502E5,96,96,229,Oxidation (M),104622,Inter-alpha-trypsin inhibitor heavy chain H2 OS=Sus scrofa OX=9823 GN=ITIH2 PE=2 SV=1
17,33,P08835|ALBU_PIG,445.01,36,36,1.2313E6,68,68,336,,69692,Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=2
18,11,P68137|ACTS_PIG,419.46,41,41,3.0791E4,71,6,270,Oxidation (M),42051,Actin  alpha skeletal muscle OS=Sus scrofa OX=9823 GN=ACTA1 PE=1 SV=1
7,12,P80054|PR39_PIG,407.38,48,48,1.8956E6,70,32,733,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
22,82,Q29549|CLUS_PIG,404.14,25,25,6.249E5,61,61,163,Oxidation (M),51775,Clusterin OS=Sus scrofa OX=9823 GN=CLU PE=1 SV=1
10,27,P01025|CO3_PIG,401.69,20,20,1.6983E6,94,94,513,Oxidation (M),186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
9,48,Q8SPS7|HPT_PIG,380.85,28,28,3.8868E6,30,30,532,Oxidation (M),38482,Haptoglobin OS=Sus scrofa OX=9823 GN=HP PE=1 SV=1
20,30,P49932|PMP37_PIG,380.69,51,51,2.7789E4,48,6,180,,18927,Antibacterial peptide PMAP-37 OS=Sus scrofa OX=9823 GN=PMAP37 PE=2 SV=1
26,700,P80272|HMGN2_PIG,379.82,56,56,5.1587E5,24,24,113,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
24,4,P02543|VIME_PIG,378.42,33,33,3.8642E5,64,64,135,Oxidation (M),53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
25,15,P19619|ANXA1_PIG,378.05,20,20,3.9797E5,36,36,121,Oxidation (M),38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
21,18,P32195|PG2_PIG,375.56,44,44,1.3563E3,43,2,170,,16478,Protegrin-2 OS=Sus scrofa OX=9823 GN=NPG2 PE=1 SV=2
21,21,P32194|PG1_PIG,375.56,44,44,1.3563E3,43,2,170,,16677,Protegrin-1 OS=Sus scrofa OX=9823 GN=NPG1 PE=1 SV=2
21,20,P49934|PG5_PIG,375.56,44,44,1.3563E3,43,2,170,,16604,Protegrin-5 OS=Sus scrofa OX=9823 GN=NPG5 PE=1 SV=1
21,17,P49933|PG4_PIG,375.56,44,44,1.3563E3,43,2,170,,16622,Protegrin-4 OS=Sus scrofa OX=9823 GN=NPG4 PE=1 SV=1
21,19,P32196|PG3_PIG,375.56,44,44,1.3563E3,43,2,170,,16578,Protegrin-3 OS=Sus scrofa OX=9823 GN=NPG3 PE=1 SV=2
31,1861,O46409|APOA4_PIG,358.01,54,54,1.6153E5,48,48,80,,43294,Apolipoprotein A-IV OS=Sus scrofa OX=9823 GN=APOA4 PE=2 SV=1
28,2612,P21753|TYB10_PIG,353.68,95,95,1.068E6,23,23,99,Oxidation (M),4823,Thymosin beta-10 OS=Sus scrofa OX=9823 GN=TMSB10 PE=1 SV=2
