Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 31,Area Sample 31,#Peptides,#Unique,#Spec Sample 31,PTM,Avg. Mass,Description
3,13,P27917|APOC3_PIG,594.13,79,79,9.9934E6,189,189,1800,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
1,1,tr|F1RX36|F1RX36_PIG,586.35,47,47,1.1508E7,397,397,2503,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
4,5,P18648|APOA1_PIG,550.91,90,90,4.9417E6,348,348,1660,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
6,9,P02067|HBB_PIG,536.14,80,80,2.7333E6,163,158,768,Oxidation (M),16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
2,2,P01965|HBA_PIG,503.27,97,97,6.5061E6,246,246,2210,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
7,6,tr|F1RX37|F1RX37_PIG,473.72,11,11,3.6373E6,74,74,704,,60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
5,12,P80054|PR39_PIG,349.05,45,45,1.698E6,60,26,1087,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
11,7,P51524|PF11_PIG,337.81,45,45,1.1215E6,51,14,238,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
11,8,P51525|PF12_PIG,337.81,44,44,1.1215E6,51,14,238,,25855,Prophenin-2 OS=Sus scrofa OX=9823 PE=2 SV=1
14,3,Q6QAQ1|ACTB_PIG,328.10,45,45,1.2802E5,77,34,133,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
10,77,Q95274|TYB4_PIG,325.32,95,95,1.3656E6,41,40,241,,5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
9,24,P29700|FETUA_PIG,323.89,26,26,3.993E5,57,57,247,Oxidation (M),38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
15,30,P49932|PMP37_PIG,322.49,40,40,7.3066E3,38,1,127,,18927,Antibacterial peptide PMAP-37 OS=Sus scrofa OX=9823 GN=PMAP37 PE=2 SV=1
16,32,P49931|PMP36_PIG,317.96,33,33,6.4063E2,35,1,122,,18647,Antibacterial peptide PMAP-36 OS=Sus scrofa OX=9823 GN=PMAP36 PE=2 SV=1
13,700,P80272|HMGN2_PIG,306.37,91,91,1.1027E5,26,26,142,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
12,33,P08835|ALBU_PIG,303.43,22,22,3.2589E5,32,32,153,,69692,Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=2
17,14,P00355|G3P_PIG,300.30,51,51,3.0512E5,52,52,114,Oxidation (M),35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
20,11,P68137|ACTS_PIG,296.82,27,27,3.4043E2,44,1,81,Oxidation (M),42051,Actin  alpha skeletal muscle OS=Sus scrofa OX=9823 GN=ACTA1 PE=1 SV=1
28,15,P19619|ANXA1_PIG,295.52,5,5,1.2988E5,19,19,46,,38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
23,593,O02668|ITIH2_PIG,284.82,21,21,1.3454E5,39,39,70,Oxidation (M),104622,Inter-alpha-trypsin inhibitor heavy chain H2 OS=Sus scrofa OX=9823 GN=ITIH2 PE=2 SV=1
8,27,P01025|CO3_PIG,260.04,8,8,8.072E5,34,34,246,Oxidation (M),186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
22,63,P79263|ITIH4_PIG,257.85,14,14,3.4857E5,32,32,76,Oxidation (M),102146,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Sus scrofa OX=9823 GN=ITIH4 PE=1 SV=1
29,1861,O46409|APOA4_PIG,253.82,34,34,6.4836E4,28,28,41,Oxidation (M),43294,Apolipoprotein A-IV OS=Sus scrofa OX=9823 GN=APOA4 PE=2 SV=1
27,26,P0DSO0|SAA2_PIG,241.94,61,61,7.7426E4,24,24,47,Oxidation (M),14418,Serum amyloid A-2 protein OS=Sus scrofa OX=9823 GN=SAA2 PE=3 SV=1
24,4,P02543|VIME_PIG,239.89,26,26,6.2246E4,35,35,57,Oxidation (M),53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
25,61,P06348|H1T_PIG,238.51,19,19,5.2225E4,19,19,52,,22059,Histone H1t OS=Sus scrofa OX=9823 GN=H1-6 PE=1 SV=1
21,10,Q19AZ8|THRB_PIG,230.15,13,13,2.6924E5,16,16,78,,70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
33,60,P09571|TRFE_PIG,217.59,17,17,4.354E4,15,15,28,Oxidation (M),76968,Serotransferrin OS=Sus scrofa OX=9823 GN=TF PE=1 SV=2
19,2612,P21753|TYB10_PIG,214.65,55,55,3.2928E5,11,10,83,,4823,Thymosin beta-10 OS=Sus scrofa OX=9823 GN=TMSB10 PE=1 SV=2
35,53,Q9GLP1|FA5_PIG,204.78,1,1,2.9031E4,13,13,20,,256078,Coagulation factor V OS=Sus scrofa OX=9823 GN=F5 PE=2 SV=1
32,56,P10668|COF1_PIG,199.55,32,32,2.9647E4,17,17,30,,18519,Cofilin-1 OS=Sus scrofa OX=9823 GN=CFL1 PE=1 SV=3
30,82,Q29549|CLUS_PIG,197.98,20,20,3.8682E4,19,19,35,Oxidation (M),51775,Clusterin OS=Sus scrofa OX=9823 GN=CLU PE=1 SV=1
31,489,P17741|HMGB2_PIG,184.61,33,33,2.1705E4,13,10,31,,24133,High mobility group protein B2 OS=Sus scrofa OX=9823 GN=HMGB2 PE=1 SV=2
18,48,Q8SPS7|HPT_PIG,174.71,12,12,3.0253E5,6,6,106,Oxidation (M),38482,Haptoglobin OS=Sus scrofa OX=9823 GN=HP PE=1 SV=1
36,640,Q29052|ITIH1_PIG,172.80,5,5,6.9652E4,8,8,17,,100395,Inter-alpha-trypsin inhibitor heavy chain H1 OS=Sus scrofa OX=9823 GN=ITIH1 PE=2 SV=1
38,516,P20305|GELS_PIG,152.81,8,8,2.2235E4,6,6,15,Oxidation (M),84775,Gelsolin (Fragment) OS=Sus scrofa OX=9823 GN=GSN PE=1 SV=1
41,84,P62936|PPIA_PIG,140.90,20,20,1.1781E4,8,8,13,,17869,Peptidyl-prolyl cis-trans isomerase A OS=Sus scrofa OX=9823 GN=PPIA PE=1 SV=2
42,1882,P12682|HMGB1_PIG,122.82,19,19,4.4438E3,5,2,13,,24917,High mobility group protein B1 OS=Sus scrofa OX=9823 GN=HMGB1 PE=1 SV=3
48,190,P50390|TTHY_PIG,121.98,15,15,6.8908E3,3,3,6,,16081,Transthyretin OS=Sus scrofa OX=9823 GN=TTR PE=1 SV=1
46,1705,Q8MJ49|OSTF1_PIG,117.99,15,15,5.349E3,4,4,7,,23740,Osteoclast-stimulating factor 1 OS=Sus scrofa OX=9823 GN=OSTF1 PE=2 SV=1
43,31,P18650|APOE_PIG,117.57,13,13,2.1188E4,6,6,12,,36599,Apolipoprotein E OS=Sus scrofa OX=9823 GN=APOE PE=1 SV=2
37,1665,P02101|HBE_PIG,117.20,26,26,0,6,1,16,,16095,Hemoglobin subunit epsilon OS=Sus scrofa OX=9823 GN=HBE1 PE=1 SV=3
45,438,A5A8V7|HS71L_PIG,116.62,4,4,3.8748E3,5,5,7,,70344,Heat shock 70 kDa protein 1-like OS=Sus scrofa OX=9823 GN=HSPA1L PE=2 SV=1
45,373,Q6S4N2|HS71B_PIG,116.62,4,4,3.8748E3,5,5,7,,70098,Heat shock 70 kDa protein 1B OS=Sus scrofa OX=9823 GN=HSPA1B PE=2 SV=1
39,133,Q95JC9|PRP_PIG,115.75,8,8,2.1523E4,7,7,15,,62283,Basic proline-rich protein OS=Sus scrofa OX=9823 PE=1 SV=2
34,2614,P50828|HEMO_PIG,111.34,2,2,4.7419E4,4,4,26,,51306,Hemopexin OS=Sus scrofa OX=9823 GN=HPX PE=1 SV=1
40,47,O97507|FA12_PIG,108.93,7,7,4.4179E4,5,5,14,,68012,Coagulation factor XII OS=Sus scrofa OX=9823 GN=F12 PE=2 SV=1
