Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 62,Area Sample 62,#Peptides,#Unique,#Spec Sample 62,PTM,Avg. Mass,Description
1,1,tr|F1RX36|F1RX36_PIG,594.42,45,45,7.8037E6,356,356,2162,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
3,6,tr|F1RX37|F1RX37_PIG,503.03,23,23,5.1873E6,121,121,874,Oxidation (M),60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
2,7,P51524|PF11_PIG,423.15,60,60,3.6082E6,135,87,1126,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
5,13,P27917|APOC3_PIG,420.69,75,75,4.9207E5,75,75,332,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
6,3,Q6QAQ1|ACTB_PIG,380.11,58,58,1.2111E5,100,100,179,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
7,5,P18648|APOA1_PIG,363.17,54,54,9.6449E4,44,44,94,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
4,12,P80054|PR39_PIG,362.05,37,37,1.4242E5,59,11,389,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
9,2,P01965|HBA_PIG,305.63,79,79,7.208E4,54,54,81,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
8,77,Q95274|TYB4_PIG,284.34,82,82,1.5457E5,30,29,85,Oxidation (M),5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
16,15,P19619|ANXA1_PIG,279.79,12,12,7.5609E4,16,16,36,Oxidation (M),38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
11,26,P0DSO0|SAA2_PIG,276.68,70,70,8.2475E4,29,29,51,Oxidation (M),14418,Serum amyloid A-2 protein OS=Sus scrofa OX=9823 GN=SAA2 PE=3 SV=1
13,10,Q19AZ8|THRB_PIG,245.90,17,17,2.3353E4,19,19,45,Oxidation (M),70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
18,9,P02067|HBB_PIG,242.29,42,42,2.138E4,18,18,32,Oxidation (M),16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
14,4,P02543|VIME_PIG,240.13,29,29,1.967E4,31,31,40,,53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
21,700,P80272|HMGN2_PIG,226.48,57,57,4.8139E3,11,11,19,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
17,84,P62936|PPIA_PIG,212.26,26,26,3.1389E4,13,13,36,,17869,Peptidyl-prolyl cis-trans isomerase A OS=Sus scrofa OX=9823 GN=PPIA PE=1 SV=2
12,27,P01025|CO3_PIG,211.78,8,8,5.7115E4,22,22,50,Oxidation (M),186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
27,697,P62901|RL31_PIG,208.40,26,26,3.6722E3,8,8,10,,14463,60S ribosomal protein L31 OS=Sus scrofa OX=9823 GN=RPL31 PE=1 SV=1
24,59,P06867|PLMN_PIG,194.87,3,3,1.8828E4,9,9,16,,90615,Plasminogen OS=Sus scrofa OX=9823 GN=PLG PE=1 SV=3
20,14,P00355|G3P_PIG,191.72,31,31,3.2082E4,13,13,20,Oxidation (M),35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
15,24,P29700|FETUA_PIG,186.75,21,21,4.4139E4,12,12,39,Oxidation (M),38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
22,33,P08835|ALBU_PIG,170.59,12,12,9.3966E3,14,14,18,,69692,Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=2
25,61,P06348|H1T_PIG,170.20,21,21,9.0549E3,8,8,13,,22059,Histone H1t OS=Sus scrofa OX=9823 GN=H1-6 PE=1 SV=1
19,63,P79263|ITIH4_PIG,165.31,5,5,5.3449E4,7,7,21,,102146,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Sus scrofa OX=9823 GN=ITIH4 PE=1 SV=1
42,1705,Q8MJ49|OSTF1_PIG,165.18,14,14,3.5808E3,3,3,4,,23740,Osteoclast-stimulating factor 1 OS=Sus scrofa OX=9823 GN=OSTF1 PE=2 SV=1
28,29,Q767L7|TBB5_PIG,144.01,21,21,2.0109E3,7,7,9,Oxidation (M),49671,Tubulin beta chain OS=Sus scrofa OX=9823 GN=TUBB PE=1 SV=1
29,2612,P21753|TYB10_PIG,142.33,52,52,6.4856E3,4,3,8,,4823,Thymosin beta-10 OS=Sus scrofa OX=9823 GN=TMSB10 PE=1 SV=2
37,37,Q5S1U1|HSPB1_PIG,127.29,26,26,1.5806E3,4,4,5,,22942,Heat shock protein beta-1 OS=Sus scrofa OX=9823 GN=HSPB1 PE=2 SV=1
30,82,Q29549|CLUS_PIG,125.27,7,7,1.6164E3,4,4,8,Oxidation (M),51775,Clusterin OS=Sus scrofa OX=9823 GN=CLU PE=1 SV=1
34,96,P16469|LOX15_PIG,124.40,6,6,3.3008E3,5,5,6,,75004,Polyunsaturated fatty acid lipoxygenase ALOX15 OS=Sus scrofa OX=9823 GN=ALOX15 PE=1 SV=3
33,31,P18650|APOE_PIG,120.78,13,13,8.7393E3,5,5,7,,36599,Apolipoprotein E OS=Sus scrofa OX=9823 GN=APOE PE=1 SV=2
36,190,P50390|TTHY_PIG,113.30,11,11,2.1824E3,3,3,6,,16081,Transthyretin OS=Sus scrofa OX=9823 GN=TTR PE=1 SV=1
32,56,P10668|COF1_PIG,113.28,18,18,1.8349E3,3,3,7,,18519,Cofilin-1 OS=Sus scrofa OX=9823 GN=CFL1 PE=1 SV=3
31,133,Q95JC9|PRP_PIG,112.90,4,4,9.6911E3,3,2,7,,62283,Basic proline-rich protein OS=Sus scrofa OX=9823 PE=1 SV=2
52,185,P02550|TBA1A_PIG,112.05,3,3,1.4409E3,2,2,2,,50069,Tubulin alpha-1A chain OS=Sus scrofa OX=9823 GN=TUBA1A PE=1 SV=1
52,177,Q2XVP4|TBA1B_PIG,112.05,3,3,1.4409E3,2,2,2,,50152,Tubulin alpha-1B chain OS=Sus scrofa OX=9823 GN=TUBA1B PE=1 SV=1
46,108,P80310|S10AC_PIG,102.52,35,35,2.1905E3,3,3,3,,10745,Protein S100-A12 OS=Sus scrofa OX=9823 GN=S100A12 PE=1 SV=2
44,802,P29269|MYL9_PIG,101.44,9,9,1.9758E3,3,3,4,Oxidation (M),19827,Myosin regulatory light polypeptide 9 OS=Sus scrofa OX=9823 GN=MYL9 PE=1 SV=2
10,47,O97507|FA12_PIG,101.39,2,2,2.4842E5,2,2,53,,68012,Coagulation factor XII OS=Sus scrofa OX=9823 GN=F12 PE=2 SV=1
35,16,P62802|H4_PIG,97.42,47,47,5.6579E3,4,4,6,Oxidation (M),11367,Histone H4 OS=Sus scrofa OX=9823 PE=1 SV=2
