Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 70,Area Sample 70,#Peptides,#Unique,#Spec Sample 70,PTM,Avg. Mass,Description
1,1,tr|F1RX36|F1RX36_PIG,308.22,34,34,4.8649E6,152,152,1650,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
3,6,tr|F1RX37|F1RX37_PIG,244.39,19,19,9.729E5,56,56,413,Oxidation (M),60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
5,13,P27917|APOC3_PIG,225.38,72,72,2.0314E5,39,39,211,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
2,7,P51524|PF11_PIG,224.93,62,62,1.2815E6,70,35,553,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
4,12,P80054|PR39_PIG,205.79,36,36,4.5399E4,44,9,296,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
6,32,P49931|PMP36_PIG,197.38,33,33,0,36,1,204,,18647,Antibacterial peptide PMAP-36 OS=Sus scrofa OX=9823 GN=PMAP36 PE=2 SV=1
8,3,Q6QAQ1|ACTB_PIG,173.20,36,36,2.1084E4,34,34,51,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
9,5,P18648|APOA1_PIG,165.48,32,32,1.7744E4,18,18,42,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
12,26,P0DSO0|SAA2_PIG,164.49,47,47,2.3959E4,17,17,33,,14418,Serum amyloid A-2 protein OS=Sus scrofa OX=9823 GN=SAA2 PE=3 SV=1
7,133,Q95JC9|PRP_PIG,152.00,14,14,1.8136E5,20,20,95,,62283,Basic proline-rich protein OS=Sus scrofa OX=9823 PE=1 SV=2
10,2,P01965|HBA_PIG,151.53,51,51,2.7989E4,18,18,39,,15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
16,9,P02067|HBB_PIG,140.99,27,27,7.2424E3,9,9,12,,16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
13,15,P19619|ANXA1_PIG,135.57,8,8,2.8248E4,7,7,24,,38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
15,77,Q95274|TYB4_PIG,130.67,59,59,8.2346E3,10,10,16,,5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
14,10,Q19AZ8|THRB_PIG,124.87,13,13,5.1848E3,8,8,16,,70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
17,59,P06867|PLMN_PIG,108.54,2,2,5.3935E3,6,6,11,,90615,Plasminogen OS=Sus scrofa OX=9823 GN=PLG PE=1 SV=3
18,84,P62936|PPIA_PIG,97.27,15,15,8.9251E3,6,6,11,,17869,Peptidyl-prolyl cis-trans isomerase A OS=Sus scrofa OX=9823 GN=PPIA PE=1 SV=2
29,1705,Q8MJ49|OSTF1_PIG,92.97,7,7,1.6602E3,3,3,3,,23740,Osteoclast-stimulating factor 1 OS=Sus scrofa OX=9823 GN=OSTF1 PE=2 SV=1
20,33,P08835|ALBU_PIG,91.19,6,6,4.1945E3,5,5,8,,69692,Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=2
21,31,P18650|APOE_PIG,86.07,10,10,3.174E3,3,3,8,,36599,Apolipoprotein E OS=Sus scrofa OX=9823 GN=APOE PE=1 SV=2
25,14,P00355|G3P_PIG,75.96,9,9,3.8351E3,4,4,4,Oxidation (M),35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
24,27,P01025|CO3_PIG,67.97,3,3,3.8547E3,3,3,5,Oxidation (M),186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
28,577,Q4A3R3|DMBT1_PIG,57.45,1,1,3.9349E2,2,2,3,,132225,Deleted in malignant brain tumors 1 protein OS=Sus scrofa OX=9823 GN=DMBT1 PE=2 SV=1
26,38,Q3BDI7|DSG1_PIG,56.84,2,2,7.9857E2,2,2,4,,113318,Desmoglein-1 OS=Sus scrofa OX=9823 GN=DSG1 PE=2 SV=1
27,4,P02543|VIME_PIG,55.81,6,6,0,2,2,4,,53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
34,2902,P80031|GSTP1_PIG,54.74,5,5,2.1631E2,2,2,2,,23497,Glutathione S-transferase P OS=Sus scrofa OX=9823 GN=GSTP1 PE=1 SV=2
32,81,O19084|CDSN_PIG,53.87,11,11,2.2342E2,2,2,2,,21644,Corneodesmosin (Fragment) OS=Sus scrofa OX=9823 GN=CDSN PE=3 SV=1
31,37,Q5S1U1|HSPB1_PIG,53.22,10,10,1.5271E2,1,1,2,,22942,Heat shock protein beta-1 OS=Sus scrofa OX=9823 GN=HSPB1 PE=2 SV=1
