Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 43,Area Sample 43,#Peptides,#Unique,#Spec Sample 43,PTM,Avg. Mass,Description
2,419909,tr|F1RX37|F1RX37_PIG,311.04,19,19,3.6842E5,73,73,279,Oxidation (M),60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
1,419908,tr|F1RX36|F1RX36_PIG,306.95,32,32,1.0281E6,103,103,305,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
3,318305,P27917|APOC3_PIG,219.02,54,54,1.7187E4,22,22,34,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
5,319005,P02067|HBB_PIG,181.97,31,31,4.4285E3,12,12,17,Oxidation (M),16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
4,318471,P01965|HBA_PIG,176.71,49,49,8.999E3,16,16,24,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
12,318313,P19619|ANXA1_PIG,139.30,3,3,3.6576E3,5,5,6,,38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
6,318560,P09571|TRFE_PIG,131.11,5,5,1.0601E4,6,6,12,,76968,Serotransferrin OS=Sus scrofa OX=9823 GN=TF PE=1 SV=2
10,318301,Q6QAQ1|ACTB_PIG,110.16,20,20,1.217E3,5,5,7,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
9,318307,P02543|VIME_PIG,100.96,15,15,6.7192E2,7,7,8,,53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
13,318380,P50390|TTHY_PIG,99.90,11,11,7.5664E3,3,3,6,,16081,Transthyretin OS=Sus scrofa OX=9823 GN=TTR PE=1 SV=1
14,318304,P51525|PF12_PIG,89.00,20,20,1.5375E3,4,2,5,,25855,Prophenin-2 OS=Sus scrofa OX=9823 PE=2 SV=1
14,318303,P51524|PF11_PIG,89.00,21,21,1.5375E3,4,2,5,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
16,318311,P18648|APOA1_PIG,84.79,17,17,7.472E2,3,3,4,,30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
8,318310,P80054|PR39_PIG,80.19,24,24,2.3934E3,3,1,9,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
7,318340,Q95JC9|PRP_PIG,78.81,2,2,4.0613E3,3,3,11,,62283,Basic proline-rich protein OS=Sus scrofa OX=9823 PE=1 SV=2
21,318839,Q71LE2|H33_PIG,74.82,11,11,1.1487E3,2,2,2,,15328,Histone H3.3 OS=Sus scrofa OX=9823 GN=H3-3A PE=2 SV=3
19,318428,P00355|G3P_PIG,71.68,11,11,4.4192E2,2,2,2,Oxidation (M),35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
17,318329,Q95274|TYB4_PIG,68.58,39,39,7.7745E2,2,2,3,,5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
20,318323,P06867|PLMN_PIG,56.09,2,2,0,2,2,2,,90615,Plasminogen OS=Sus scrofa OX=9823 GN=PLG PE=1 SV=3
27,318934,P02550|TBA1A_PIG,54.98,3,3,1.2873E2,1,1,1,,50069,Tubulin alpha-1A chain OS=Sus scrofa OX=9823 GN=TUBA1A PE=1 SV=1
27,318935,Q2XVP4|TBA1B_PIG,54.98,3,3,1.2873E2,1,1,1,,50152,Tubulin alpha-1B chain OS=Sus scrofa OX=9823 GN=TUBA1B PE=1 SV=1
18,318315,Q19AZ8|THRB_PIG,53.21,2,2,1.9239E2,1,1,2,,70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
11,318827,O62640|PIAP_PIG,51.93,3,3,2.8498E4,2,2,7,Oxidation (M),40977,Putative inhibitor of apoptosis OS=Sus scrofa OX=9823 GN=PIAP PE=2 SV=1
15,319760,O97507|FA12_PIG,49.15,2,2,1.17E4,1,1,4,,68012,Coagulation factor XII OS=Sus scrofa OX=9823 GN=F12 PE=2 SV=1
23,318810,Q29308|RS19_PIG,48.84,10,10,9.7159E1,1,1,2,,15103,40S ribosomal protein S19 (Fragment) OS=Sus scrofa OX=9823 GN=RPS19 PE=2 SV=3
29,318359,P18650|APOE_PIG,45.38,4,4,1.2066E2,1,1,1,,36599,Apolipoprotein E OS=Sus scrofa OX=9823 GN=APOE PE=1 SV=2
33,318337,Q767L7|TBB5_PIG,44.56,3,3,0,1,1,1,Oxidation (M),49671,Tubulin beta chain OS=Sus scrofa OX=9823 GN=TUBB PE=1 SV=1
33,318348,P02554|TBB_PIG,44.56,3,3,0,1,1,1,Oxidation (M),49861,Tubulin beta chain OS=Sus scrofa OX=9823 PE=1 SV=1
24,319612,Q9GLP2|PROC_PIG,44.06,3,3,7.7383E1,1,1,2,,51867,Vitamin K-dependent protein C OS=Sus scrofa OX=9823 GN=PROC PE=2 SV=1
31,318949,Q29549|CLUS_PIG,42.44,4,4,0,1,1,1,Oxidation (M),51775,Clusterin OS=Sus scrofa OX=9823 GN=CLU PE=1 SV=1
26,318363,Q8WNW3|PLAK_PIG,32.13,2,2,3.2646E3,1,1,1,Oxidation (M),81850,Junction plakoglobin OS=Sus scrofa OX=9823 GN=Jup PE=2 SV=1
34,318649,P46410|GLNA_PIG,31.34,3,3,2.5869E2,1,1,1,,42030,Glutamine synthetase OS=Sus scrofa OX=9823 GN=GLUL PE=2 SV=3
30,319724,Q29016|ACRBP_PIG,30.65,4,4,3.6687E2,1,1,1,,60827,Acrosin-binding protein OS=Sus scrofa OX=9823 GN=ACRBP PE=1 SV=2
28,318549,Q2QLE0|MET_PIG,30.63,1,1,2.0343E3,1,1,1,,154748,Hepatocyte growth factor receptor OS=Sus scrofa OX=9823 GN=MET PE=2 SV=1
32,319674,P49879|IFNA1_PIG,30.58,13,13,4.4596E2,1,1,1,,21434,Interferon alpha-1 OS=Sus scrofa OX=9823 PE=3 SV=1
