Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 41,Area Sample 41,#Peptides,#Unique,#Spec Sample 41,PTM,Avg. Mass,Description
2,1,tr|F1RX36|F1RX36_PIG,321.62,36,36,4.2734E6,147,147,667,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
3,2,P01965|HBA_PIG,315.94,97,97,9.5776E5,220,220,629,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
1,6,tr|F1RX37|F1RX37_PIG,314.83,16,16,4.9774E6,102,102,669,,60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
4,9,P02067|HBB_PIG,292.33,80,80,3.3709E5,100,100,285,Oxidation (M),16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
5,13,P27917|APOC3_PIG,282.47,77,77,3.8923E5,90,90,237,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
7,5,P18648|APOA1_PIG,210.43,39,39,2.1082E5,30,30,77,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
9,4,P02543|VIME_PIG,200.17,29,29,3.31E4,46,46,64,Oxidation (M),53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
6,7,P51524|PF11_PIG,196.73,54,54,6.1733E5,43,31,184,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
11,3,Q6QAQ1|ACTB_PIG,189.45,33,33,1.4693E4,27,16,53,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
16,15,P19619|ANXA1_PIG,173.74,6,6,1.8701E4,12,12,17,,38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
12,10,Q19AZ8|THRB_PIG,161.42,13,13,6.8964E4,17,17,33,,70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
8,12,P80054|PR39_PIG,160.53,35,35,4.0594E4,18,6,74,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
10,133,Q95JC9|PRP_PIG,150.35,9,9,7.0813E4,16,16,60,,62283,Basic proline-rich protein OS=Sus scrofa OX=9823 PE=1 SV=2
13,77,Q95274|TYB4_PIG,141.09,57,57,1.3832E5,9,9,31,,5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
15,11,P68137|ACTS_PIG,137.34,21,21,1.4615E3,12,1,18,Oxidation (M),42051,Actin  alpha skeletal muscle OS=Sus scrofa OX=9823 GN=ACTA1 PE=1 SV=1
26,700,P80272|HMGN2_PIG,127.63,34,34,3.4553E2,6,6,9,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
18,24,P29700|FETUA_PIG,126.18,15,15,1.7463E3,7,7,14,,38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
14,47,O97507|FA12_PIG,123.60,9,9,2.2639E5,6,6,29,,68012,Coagulation factor XII OS=Sus scrofa OX=9823 GN=F12 PE=2 SV=1
