Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 22,Area Sample 22,#Peptides,#Unique,#Spec Sample 22,PTM,Avg. Mass,Description
1,1,tr|F1RX36|F1RX36_PIG,413.80,41,41,4.1059E6,330,330,1999,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
2,6,tr|F1RX37|F1RX37_PIG,316.61,17,17,2.0638E6,68,68,540,,60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
4,13,P27917|APOC3_PIG,303.51,68,68,5.1535E5,60,60,321,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
5,2,P01965|HBA_PIG,288.19,87,87,3.1391E5,77,77,261,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
6,5,P18648|APOA1_PIG,255.40,46,46,8.6103E4,40,40,134,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
10,3,Q6QAQ1|ACTB_PIG,226.62,32,32,9.208E3,35,13,67,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
11,9,P02067|HBB_PIG,222.07,47,47,6.3488E4,29,29,62,Oxidation (M),16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
7,15,P19619|ANXA1_PIG,220.82,5,5,1.2775E5,16,16,113,,38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
8,27,P01025|CO3_PIG,210.69,6,6,5.5185E4,27,27,75,Oxidation (M),186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
14,11,P68137|ACTS_PIG,208.30,23,23,0,24,2,48,Oxidation (M),42051,Actin  alpha skeletal muscle OS=Sus scrofa OX=9823 GN=ACTA1 PE=1 SV=1
3,7,P51524|PF11_PIG,204.29,38,38,1.7689E6,29,14,330,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
9,12,P80054|PR39_PIG,193.32,28,28,5.024E4,22,7,69,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
16,4,P02543|VIME_PIG,192.94,27,27,7.1786E3,22,22,36,Oxidation (M),53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
13,77,Q95274|TYB4_PIG,186.13,57,57,3.7032E4,18,17,49,,5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
21,59,P06867|PLMN_PIG,167.23,2,2,2.2078E4,9,9,19,,90615,Plasminogen OS=Sus scrofa OX=9823 GN=PLG PE=1 SV=3
20,31,P18650|APOE_PIG,167.20,19,19,1.3287E4,15,15,20,,36599,Apolipoprotein E OS=Sus scrofa OX=9823 GN=APOE PE=1 SV=2
23,700,P80272|HMGN2_PIG,160.83,53,53,6.7504E3,9,9,17,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
26,29,Q767L7|TBB5_PIG,144.50,11,11,3.7764E3,7,7,11,Oxidation (M),49671,Tubulin beta chain OS=Sus scrofa OX=9823 GN=TUBB PE=1 SV=1
24,10,Q19AZ8|THRB_PIG,139.93,13,13,7.3268E3,6,6,16,,70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
22,26,P0DSO0|SAA2_PIG,139.40,27,27,1.0091E4,8,8,19,,14418,Serum amyloid A-2 protein OS=Sus scrofa OX=9823 GN=SAA2 PE=3 SV=1
12,24,P29700|FETUA_PIG,138.22,17,17,2.6135E4,7,7,53,Oxidation (M),38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
19,84,P62936|PPIA_PIG,131.33,15,15,1.1336E4,8,8,21,,17869,Peptidyl-prolyl cis-trans isomerase A OS=Sus scrofa OX=9823 GN=PPIA PE=1 SV=2
17,133,Q95JC9|PRP_PIG,125.89,6,6,1.8573E4,8,7,25,,62283,Basic proline-rich protein OS=Sus scrofa OX=9823 PE=1 SV=2
18,63,P79263|ITIH4_PIG,123.89,5,5,9.1657E3,6,6,22,,102146,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Sus scrofa OX=9823 GN=ITIH4 PE=1 SV=1
27,1861,O46409|APOA4_PIG,120.09,10,10,1.3737E3,5,5,8,,43294,Apolipoprotein A-IV OS=Sus scrofa OX=9823 GN=APOA4 PE=2 SV=1
25,61,P06348|H1T_PIG,114.30,16,16,1.9326E3,7,7,14,,22059,Histone H1t OS=Sus scrofa OX=9823 GN=H1-6 PE=1 SV=1
32,2612,P21753|TYB10_PIG,99.49,52,52,3.1414E2,4,3,5,,4823,Thymosin beta-10 OS=Sus scrofa OX=9823 GN=TMSB10 PE=1 SV=2
35,697,P62901|RL31_PIG,97.09,20,20,7.636E2,2,2,4,,14463,60S ribosomal protein L31 OS=Sus scrofa OX=9823 GN=RPL31 PE=1 SV=1
33,53,Q9GLP1|FA5_PIG,93.76,2,2,3.4342E3,3,3,4,,256078,Coagulation factor V OS=Sus scrofa OX=9823 GN=F5 PE=2 SV=1
29,37,Q5S1U1|HSPB1_PIG,92.16,20,20,4.7213E3,3,3,7,,22942,Heat shock protein beta-1 OS=Sus scrofa OX=9823 GN=HSPB1 PE=2 SV=1
28,14,P00355|G3P_PIG,91.05,11,11,1.9158E4,4,4,8,Oxidation (M),35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
41,56,P10668|COF1_PIG,77.66,13,13,1.384E3,2,2,3,,18519,Cofilin-1 OS=Sus scrofa OX=9823 GN=CFL1 PE=1 SV=3
38,147,Q9TV62|MYH4_PIG,77.08,1,1,4.0253E2,2,2,3,,223234,Myosin-4 OS=Sus scrofa OX=9823 GN=MYH4 PE=2 SV=1
38,250,Q9TV63|MYH2_PIG,77.08,1,1,4.0253E2,2,2,3,,223148,Myosin-2 OS=Sus scrofa OX=9823 GN=MYH2 PE=2 SV=1
38,272,P79293|MYH7_PIG,77.08,1,1,4.0253E2,2,2,3,,223296,Myosin-7 OS=Sus scrofa OX=9823 GN=MYH7 PE=1 SV=2
38,197,Q9TV61|MYH1_PIG,77.08,1,1,4.0253E2,2,2,3,,223171,Myosin-1 OS=Sus scrofa OX=9823 GN=MYH1 PE=2 SV=1
44,190,P50390|TTHY_PIG,77.07,11,11,9.9496E2,2,2,2,,16081,Transthyretin OS=Sus scrofa OX=9823 GN=TTR PE=1 SV=1
39,33,P08835|ALBU_PIG,72.66,1,1,1.892E3,2,2,3,,69692,Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=2
49,2902,P80031|GSTP1_PIG,66.33,11,11,7.5549E2,2,2,2,Oxidation (M),23497,Glutathione S-transferase P OS=Sus scrofa OX=9823 GN=GSTP1 PE=1 SV=2
34,34,A5D9M6|BAG6_PIG,66.16,1,1,0,2,1,4,,118627,Large proline-rich protein BAG6 OS=Sus scrofa OX=9823 GN=BAG6 PE=1 SV=1
34,39,P0DW16|RBM20_PIG,66.16,1,1,0,2,1,4,,133295,RNA-binding protein 20 OS=Sus scrofa OX=9823 GN=RBM20 PE=1 SV=1
34,70,O62651|WT1_PIG,66.16,2,2,0,2,1,4,,49166,Wilms tumor protein homolog OS=Sus scrofa OX=9823 GN=WT1 PE=2 SV=1
34,65,Q9BEA8|TNFL6_PIG,66.16,3,3,0,2,1,4,,31756,Tumor necrosis factor ligand superfamily member 6 OS=Sus scrofa OX=9823 GN=FASLG PE=2 SV=1
34,97,P08001|ACRO_PIG,66.16,2,2,0,2,1,4,,45362,Acrosin OS=Sus scrofa OX=9823 GN=ACR PE=1 SV=5
50,2051,P14287|OSTP_PIG,65.23,4,4,3.0166E2,2,2,2,,33669,Osteopontin OS=Sus scrofa OX=9823 GN=SPP1 PE=1 SV=1
57,1635,Q9TSX9|PRDX6_PIG,65.05,8,8,0,1,1,1,,25037,Peroxiredoxin-6 OS=Sus scrofa OX=9823 GN=PRDX6 PE=2 SV=3
42,81,O19084|CDSN_PIG,64.96,6,6,2.0827E3,2,2,3,,21644,Corneodesmosin (Fragment) OS=Sus scrofa OX=9823 GN=CDSN PE=3 SV=1
46,76,Q29308|RS19_PIG,62.74,10,10,1.8738E3,1,1,2,,15103,40S ribosomal protein S19 (Fragment) OS=Sus scrofa OX=9823 GN=RPS19 PE=2 SV=3
15,47,O97507|FA12_PIG,59.00,2,2,2.2653E5,1,1,45,,68012,Coagulation factor XII OS=Sus scrofa OX=9823 GN=F12 PE=2 SV=1
30,83,P50447|A1AT_PIG,57.85,4,4,6.3491E3,1,1,6,,47194,Alpha-1-antitrypsin OS=Sus scrofa OX=9823 GN=SERPINA1 PE=2 SV=1
43,640,Q29052|ITIH1_PIG,53.39,1,1,5.5788E2,2,2,3,,100395,Inter-alpha-trypsin inhibitor heavy chain H1 OS=Sus scrofa OX=9823 GN=ITIH1 PE=2 SV=1
47,280,P67985|RL22_PIG,50.80,11,11,1.4466E3,1,1,2,,14759,60S ribosomal protein L22 OS=Sus scrofa OX=9823 GN=RPL22 PE=1 SV=2
51,16,P62802|H4_PIG,48.15,10,10,1.9524E3,1,1,2,,11367,Histone H4 OS=Sus scrofa OX=9823 PE=1 SV=2
48,731,A0PFK5|CAZA1_PIG,48.08,5,5,2.5233E3,1,1,2,,33017,F-actin-capping protein subunit alpha-1 OS=Sus scrofa OX=9823 GN=CAPZA1 PE=1 SV=1
48,90,Q29221|CAZA2_PIG,48.08,5,5,2.5233E3,1,1,2,,32981,F-actin-capping protein subunit alpha-2 OS=Sus scrofa OX=9823 GN=CAPZA2 PE=2 SV=3
40,69,Q2XQV4|ALDH2_PIG,45.34,4,4,2.5434E2,1,1,3,,56921,Aldehyde dehydrogenase  mitochondrial OS=Sus scrofa OX=9823 GN=ALDH2 PE=2 SV=1
66,1122,P04404|CMGA_PIG,45.20,3,3,1.9299E2,1,1,1,,49358,Chromogranin-A (Fragment) OS=Sus scrofa OX=9823 GN=CHGA PE=1 SV=2
68,82,Q29549|CLUS_PIG,44.70,4,4,4.2223E2,1,1,1,Oxidation (M),51775,Clusterin OS=Sus scrofa OX=9823 GN=CLU PE=1 SV=1
60,714,O62640|PIAP_PIG,42.48,3,3,5.9125E3,1,1,1,Oxidation (M),40977,Putative inhibitor of apoptosis OS=Sus scrofa OX=9823 GN=PIAP PE=2 SV=1
67,185,P02550|TBA1A_PIG,41.64,4,4,0,1,1,1,,50069,Tubulin alpha-1A chain OS=Sus scrofa OX=9823 GN=TUBA1A PE=1 SV=1
67,177,Q2XVP4|TBA1B_PIG,41.64,4,4,0,1,1,1,,50152,Tubulin alpha-1B chain OS=Sus scrofa OX=9823 GN=TUBA1B PE=1 SV=1
45,766,Q9GLP2|PROC_PIG,40.96,3,3,2.3944E3,1,1,2,,51867,Vitamin K-dependent protein C OS=Sus scrofa OX=9823 GN=PROC PE=2 SV=1
71,5200,P59083|PHP14_PIG,40.88,11,11,4.247E2,1,1,1,,13932,14 kDa phosphohistidine phosphatase OS=Sus scrofa OX=9823 GN=PHPT1 PE=1 SV=2
64,48,Q8SPS7|HPT_PIG,39.14,4,4,9.264E1,1,1,1,,38482,Haptoglobin OS=Sus scrofa OX=9823 GN=HP PE=1 SV=1
55,178,Q6KEQ9|PC11X_PIG,38.18,1,1,1.6289E4,1,1,2,,123364,Protocadherin-11 X-linked OS=Sus scrofa OX=9823 GN=PCDH11X PE=2 SV=1
37,79,P29804|ODPA_PIG,38.05,3,3,9.7383E4,1,1,3,,43121,Pyruvate dehydrogenase E1 component subunit alpha  somatic form  mitochondrial (Fragment) OS=Sus scrofa OX=9823 GN=PDHA1 PE=1 SV=1
72,436,Q9TTK7|OLR1_PIG,37.98,5,5,0,1,1,1,,31143,Oxidized low-density lipoprotein receptor 1 OS=Sus scrofa OX=9823 GN=OLR1 PE=2 SV=1
73,2789,A1XQU5|RL27_PIG,37.93,7,7,1.8604E2,1,1,1,,15798,60S ribosomal protein L27 OS=Sus scrofa OX=9823 GN=RPL27 PE=1 SV=1
65,136,P53714|ITB2_PIG,36.90,2,2,1.5113E2,1,1,1,,84790,Integrin beta-2 OS=Sus scrofa OX=9823 GN=ITGB2 PE=2 SV=1
52,42,C0HL13|LRP2_PIG,36.87,1,1,0,1,1,1,,521313,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
62,1200,Q29293|RL3_PIG,35.06,3,3,0,1,1,1,Oxidation (M),46123,60S ribosomal protein L3 OS=Sus scrofa OX=9823 GN=RPL3 PE=2 SV=2
63,302,P80015|CAP7_PIG,33.76,3,3,1.2752E2,1,1,2,,27039,Azurocidin OS=Sus scrofa OX=9823 GN=AZU1 PE=1 SV=2
61,96,P16469|LOX15_PIG,33.58,1,1,0,1,1,1,,75004,Polyunsaturated fatty acid lipoxygenase ALOX15 OS=Sus scrofa OX=9823 GN=ALOX15 PE=1 SV=3
56,60,P09571|TRFE_PIG,33.47,1,1,1.3491E4,1,1,1,,76968,Serotransferrin OS=Sus scrofa OX=9823 GN=TF PE=1 SV=2
69,1095,Q8WNE9|BAALC_PIG,33.22,5,5,0,1,1,1,,15401,Brain and acute leukemia cytoplasmic protein OS=Sus scrofa OX=9823 GN=BAALC PE=2 SV=3
59,1112,Q9TVC1|VATH_PIG,33.08,3,3,1.4182E3,1,1,1,,55850,V-type proton ATPase subunit H OS=Sus scrofa OX=9823 GN=ATP6V1H PE=1 SV=1
