Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 14,Area Sample 14,#Peptides,#Unique,#Spec Sample 14,PTM,Avg. Mass,Description
1,419908,tr|F1RX36|F1RX36_PIG,468.79,39,39,2.5728E6,200,200,1341,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
3,318305,P27917|APOC3_PIG,371.98,68,68,6.1626E5,55,55,436,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
2,419909,tr|F1RX37|F1RX37_PIG,352.13,17,17,9.3288E5,56,56,457,Oxidation (M),60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
7,318311,P18648|APOA1_PIG,283.29,46,46,2.8363E4,22,22,57,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
9,318307,P02543|VIME_PIG,253.48,24,24,2.054E4,32,32,47,Oxidation (M),53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
5,318560,P09571|TRFE_PIG,246.54,8,8,6.8127E4,16,16,78,,76968,Serotransferrin OS=Sus scrofa OX=9823 GN=TF PE=1 SV=2
4,318303,P51524|PF11_PIG,210.52,34,34,1.7128E5,20,11,91,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
13,318313,P19619|ANXA1_PIG,204.68,4,4,1.7943E4,8,8,20,,38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
14,318301,Q6QAQ1|ACTB_PIG,202.07,26,26,4.2839E3,13,13,16,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
8,318310,P80054|PR39_PIG,197.58,28,28,4.3926E4,14,5,53,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
18,318323,P06867|PLMN_PIG,167.61,2,2,6.5954E3,7,7,9,,90615,Plasminogen OS=Sus scrofa OX=9823 GN=PLG PE=1 SV=3
17,318337,Q767L7|TBB5_PIG,165.26,12,12,2.2046E3,5,5,10,Oxidation (M),49671,Tubulin beta chain OS=Sus scrofa OX=9823 GN=TUBB PE=1 SV=1
16,318306,P0DSO0|SAA2_PIG,164.35,22,22,2.5947E3,9,9,11,,14418,Serum amyloid A-2 protein OS=Sus scrofa OX=9823 GN=SAA2 PE=3 SV=1
15,319005,P02067|HBB_PIG,157.52,22,22,4.3195E3,4,4,14,,16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
11,318332,P80310|S10AC_PIG,152.60,17,17,9.3007E4,5,5,33,,10745,Protein S100-A12 OS=Sus scrofa OX=9823 GN=S100A12 PE=1 SV=2
10,318471,P01965|HBA_PIG,142.25,24,24,2.5181E4,5,5,42,,15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
6,318380,P50390|TTHY_PIG,136.99,11,11,6.1194E4,4,4,60,,16081,Transthyretin OS=Sus scrofa OX=9823 GN=TTR PE=1 SV=1
23,318315,Q19AZ8|THRB_PIG,127.74,8,8,4.6261E3,4,4,6,,70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
19,319560,Q8SPS7|HPT_PIG,126.34,5,5,1.1813E4,2,2,8,,38482,Haptoglobin OS=Sus scrofa OX=9823 GN=HP PE=1 SV=1
28,318359,P18650|APOE_PIG,121.18,9,9,4.7051E4,4,4,5,,36599,Apolipoprotein E OS=Sus scrofa OX=9823 GN=APOE PE=1 SV=2
32,318314,P29700|FETUA_PIG,118.09,11,11,4.283E2,3,3,3,Oxidation (M),38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
21,320263,P62901|RL31_PIG,113.71,35,35,3.2207E3,3,3,8,Oxidation (M),14463,60S ribosomal protein L31 OS=Sus scrofa OX=9823 GN=RPL31 PE=1 SV=1
24,318650,P31950|S10AB_PIG,103.03,10,10,3.2348E3,2,2,6,,11180,Protein S100-A11 OS=Sus scrofa OX=9823 GN=S100A11 PE=1 SV=1
20,318340,Q95JC9|PRP_PIG,101.36,2,2,5.967E3,3,3,8,,62283,Basic proline-rich protein OS=Sus scrofa OX=9823 PE=1 SV=2
31,318428,P00355|G3P_PIG,98.39,9,9,1.3311E3,3,3,3,Oxidation (M),35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
26,318839,Q71LE2|H33_PIG,97.24,12,12,1.0549E4,3,3,5,,15328,Histone H3.3 OS=Sus scrofa OX=9823 GN=H3-3A PE=2 SV=3
29,318386,P62936|PPIA_PIG,92.61,9,9,2.0827E3,2,2,4,,17869,Peptidyl-prolyl cis-trans isomerase A OS=Sus scrofa OX=9823 GN=PPIA PE=1 SV=2
27,318949,Q29549|CLUS_PIG,88.92,4,4,7.6921E2,2,2,5,Oxidation (M),51775,Clusterin OS=Sus scrofa OX=9823 GN=CLU PE=1 SV=1
36,318442,P10668|COF1_PIG,86.20,10,10,3.0276E2,2,2,2,,18519,Cofilin-1 OS=Sus scrofa OX=9823 GN=CFL1 PE=1 SV=3
52,318804,P67985|RL22_PIG,83.34,11,11,1.2244E3,1,1,1,,14759,60S ribosomal protein L22 OS=Sus scrofa OX=9823 GN=RPL22 PE=1 SV=2
30,318326,P79263|ITIH4_PIG,76.04,2,2,4.2919E2,2,2,3,,102146,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Sus scrofa OX=9823 GN=ITIH4 PE=1 SV=1
35,318328,P01025|CO3_PIG,74.55,2,2,6.4215E3,2,2,2,Oxidation (M),186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
22,318557,P62802|H4_PIG,73.48,29,29,1.4047E4,2,2,7,Oxidation (M),11367,Histone H4 OS=Sus scrofa OX=9823 PE=1 SV=2
37,318810,Q29308|RS19_PIG,72.91,10,10,8.1428E2,1,1,2,,15103,40S ribosomal protein S19 (Fragment) OS=Sus scrofa OX=9823 GN=RPS19 PE=2 SV=3
46,318329,Q95274|TYB4_PIG,69.19,27,27,4.735E2,1,1,1,,5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
12,319760,O97507|FA12_PIG,64.74,2,2,1.8005E4,1,1,30,,68012,Coagulation factor XII OS=Sus scrofa OX=9823 GN=F12 PE=2 SV=1
33,318330,P29269|MYL9_PIG,60.66,9,9,0,1,1,3,Oxidation (M),19827,Myosin regulatory light polypeptide 9 OS=Sus scrofa OX=9823 GN=MYL9 PE=1 SV=2
51,320455,P62844|RS15_PIG,57.92,7,7,6.3043E1,1,1,1,Oxidation (M),17040,40S ribosomal protein S15 OS=Sus scrofa OX=9823 GN=RPS15 PE=1 SV=2
