Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 28,Area Sample 28,#Peptides,#Unique,#Spec Sample 28,PTM,Avg. Mass,Description
1,1,tr|F1RX36|F1RX36_PIG,490.04,47,47,1.5238E7,462,462,3037,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
2,13,P27917|APOC3_PIG,489.29,79,79,1.59E7,240,240,2855,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
3,2,P01965|HBA_PIG,456.74,97,97,8.7717E6,273,273,2205,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
4,5,P18648|APOA1_PIG,450.63,90,90,4.6172E6,348,348,1696,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
7,9,P02067|HBB_PIG,416.84,83,83,2.7808E6,168,162,719,Oxidation (M),16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
5,6,tr|F1RX37|F1RX37_PIG,393.78,14,14,9.2212E6,84,84,1017,,60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
6,12,P80054|PR39_PIG,292.11,42,42,3.1779E6,70,39,1012,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
12,24,P29700|FETUA_PIG,280.28,26,26,2.9594E5,47,47,135,Oxidation (M),38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
10,77,Q95274|TYB4_PIG,279.31,84,84,2.7001E6,42,41,210,,5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
16,700,P80272|HMGN2_PIG,264.51,86,86,2.0825E5,29,29,105,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
9,8,P51525|PF12_PIG,263.15,40,40,1.2622E6,45,12,241,,25855,Prophenin-2 OS=Sus scrofa OX=9823 PE=2 SV=1
9,7,P51524|PF11_PIG,263.15,41,41,1.2622E6,45,12,241,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
8,27,P01025|CO3_PIG,256.55,8,8,1.2273E6,48,48,338,Oxidation (M),186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
15,3,Q6QAQ1|ACTB_PIG,256.37,37,37,7.2375E4,50,19,113,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
14,10,Q19AZ8|THRB_PIG,253.04,18,18,2.562E5,41,41,117,Oxidation (M),70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
11,30,P49932|PMP37_PIG,251.85,35,35,7.1945E3,35,2,141,,18927,Antibacterial peptide PMAP-37 OS=Sus scrofa OX=9823 GN=PMAP37 PE=2 SV=1
13,23,P49930|PMP23_PIG,247.96,29,29,0,32,1,131,,17486,Antibacterial peptide PMAP-23 OS=Sus scrofa OX=9823 GN=PMAP23 PE=2 SV=1
25,15,P19619|ANXA1_PIG,240.07,9,9,1.5256E5,24,24,48,,38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
21,11,P68137|ACTS_PIG,236.81,23,23,9.8427E2,33,2,70,Oxidation (M),42051,Actin  alpha skeletal muscle OS=Sus scrofa OX=9823 GN=ACTA1 PE=1 SV=1
20,26,P0DSO0|SAA2_PIG,222.88,72,72,1.3307E5,27,27,76,Oxidation (M),14418,Serum amyloid A-2 protein OS=Sus scrofa OX=9823 GN=SAA2 PE=3 SV=1
18,61,P06348|H1T_PIG,218.18,23,23,1.3493E5,29,29,78,,22059,Histone H1t OS=Sus scrofa OX=9823 GN=H1-6 PE=1 SV=1
32,53,Q9GLP1|FA5_PIG,213.41,2,2,3.0255E4,16,16,26,,256078,Coagulation factor V OS=Sus scrofa OX=9823 GN=F5 PE=2 SV=1
17,63,P79263|ITIH4_PIG,208.56,10,10,6.5683E5,24,24,88,Oxidation (M),102146,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Sus scrofa OX=9823 GN=ITIH4 PE=1 SV=1
26,1861,O46409|APOA4_PIG,206.54,26,26,5.8543E4,23,23,45,,43294,Apolipoprotein A-IV OS=Sus scrofa OX=9823 GN=APOA4 PE=2 SV=1
19,33,P08835|ALBU_PIG,197.04,14,14,2.1927E5,14,14,76,,69692,Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=2
27,4,P02543|VIME_PIG,180.92,19,19,1.0011E5,18,18,41,Oxidation (M),53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
29,14,P00355|G3P_PIG,176.27,36,36,5.7152E4,20,20,32,Oxidation (M),35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
28,82,Q29549|CLUS_PIG,174.19,15,15,4.0471E4,19,19,38,Oxidation (M),51775,Clusterin OS=Sus scrofa OX=9823 GN=CLU PE=1 SV=1
22,2612,P21753|TYB10_PIG,172.90,71,71,4.7312E5,12,11,70,,4823,Thymosin beta-10 OS=Sus scrofa OX=9823 GN=TMSB10 PE=1 SV=2
23,48,Q8SPS7|HPT_PIG,163.41,9,9,1.4116E5,8,8,51,Oxidation (M),38482,Haptoglobin OS=Sus scrofa OX=9823 GN=HP PE=1 SV=1
35,489,P17741|HMGB2_PIG,160.82,29,29,2.4738E4,14,10,23,,24133,High mobility group protein B2 OS=Sus scrofa OX=9823 GN=HMGB2 PE=1 SV=2
33,31,P18650|APOE_PIG,159.41,19,19,3.0998E4,14,14,24,,36599,Apolipoprotein E OS=Sus scrofa OX=9823 GN=APOE PE=1 SV=2
36,593,O02668|ITIH2_PIG,152.67,12,12,1.1918E4,13,13,19,Oxidation (M),104622,Inter-alpha-trypsin inhibitor heavy chain H2 OS=Sus scrofa OX=9823 GN=ITIH2 PE=2 SV=1
31,133,Q95JC9|PRP_PIG,152.01,8,8,6.3867E4,10,10,29,,62283,Basic proline-rich protein OS=Sus scrofa OX=9823 PE=1 SV=2
43,148,P21692|MMP1_PIG,143.23,6,6,5.0012E3,6,6,8,,53666,Interstitial collagenase OS=Sus scrofa OX=9823 GN=MMP1 PE=1 SV=2
41,60,P09571|TRFE_PIG,134.74,6,6,9.8262E3,7,7,9,Oxidation (M),76968,Serotransferrin OS=Sus scrofa OX=9823 GN=TF PE=1 SV=2
37,84,P62936|PPIA_PIG,134.43,20,20,2.6662E4,8,8,19,,17869,Peptidyl-prolyl cis-trans isomerase A OS=Sus scrofa OX=9823 GN=PPIA PE=1 SV=2
38,56,P10668|COF1_PIG,132.95,31,31,9.1872E3,10,10,19,,18519,Cofilin-1 OS=Sus scrofa OX=9823 GN=CFL1 PE=1 SV=3
34,640,Q29052|ITIH1_PIG,131.36,5,5,6.8006E4,6,6,23,Oxidation (M),100395,Inter-alpha-trypsin inhibitor heavy chain H1 OS=Sus scrofa OX=9823 GN=ITIH1 PE=2 SV=1
45,59,P06867|PLMN_PIG,122.15,2,2,8.2051E3,4,4,6,,90615,Plasminogen OS=Sus scrofa OX=9823 GN=PLG PE=1 SV=3
42,1882,P12682|HMGB1_PIG,118.09,20,20,2.5039E3,6,2,9,,24917,High mobility group protein B1 OS=Sus scrofa OX=9823 GN=HMGB1 PE=1 SV=3
40,1665,P02101|HBE_PIG,110.57,31,31,0,7,1,16,,16095,Hemoglobin subunit epsilon OS=Sus scrofa OX=9823 GN=HBE1 PE=1 SV=3
30,47,O97507|FA12_PIG,101.07,4,4,1.1965E4,4,4,31,,68012,Coagulation factor XII OS=Sus scrofa OX=9823 GN=F12 PE=2 SV=1
59,1705,Q8MJ49|OSTF1_PIG,88.91,15,15,3.1781E3,2,2,2,,23740,Osteoclast-stimulating factor 1 OS=Sus scrofa OX=9823 GN=OSTF1 PE=2 SV=1
39,2614,P50828|HEMO_PIG,86.66,2,2,7.2327E4,3,3,17,,51306,Hemopexin OS=Sus scrofa OX=9823 GN=HPX PE=1 SV=1
48,1287,Q9GK37|CBG_PIG,81.99,8,8,2.285E3,2,2,4,Oxidation (M),45189,Corticosteroid-binding globulin OS=Sus scrofa OX=9823 GN=Serpina6 PE=2 SV=1
51,37,Q5S1U1|HSPB1_PIG,78.13,15,15,8.8697E2,2,2,3,,22942,Heat shock protein beta-1 OS=Sus scrofa OX=9823 GN=HSPB1 PE=2 SV=1
57,136,P53714|ITB2_PIG,75.79,2,2,1.5017E3,2,2,2,,84790,Integrin beta-2 OS=Sus scrofa OX=9823 GN=ITGB2 PE=2 SV=1
46,286,P48819|VTNC_PIG,75.72,4,4,1.166E3,2,2,5,,52572,Vitronectin OS=Sus scrofa OX=9823 GN=VTN PE=1 SV=1
50,697,P62901|RL31_PIG,73.90,26,26,2.4249E2,2,2,4,,14463,60S ribosomal protein L31 OS=Sus scrofa OX=9823 GN=RPL31 PE=1 SV=1
47,516,P20305|GELS_PIG,72.35,4,4,3.2747E3,2,2,4,Oxidation (M),84775,Gelsolin (Fragment) OS=Sus scrofa OX=9823 GN=GSN PE=1 SV=1
52,373,Q6S4N2|HS71B_PIG,70.56,2,2,3.01E3,3,3,3,,70098,Heat shock 70 kDa protein 1B OS=Sus scrofa OX=9823 GN=HSPA1B PE=2 SV=1
52,438,A5A8V7|HS71L_PIG,70.56,2,2,3.01E3,3,3,3,,70344,Heat shock 70 kDa protein 1-like OS=Sus scrofa OX=9823 GN=HSPA1L PE=2 SV=1
52,299,P34930|HS71A_PIG,70.56,2,2,3.01E3,3,3,3,,70083,Heat shock 70 kDa protein 1A OS=Sus scrofa OX=9823 GN=HSPA1A PE=3 SV=1
49,875,P04574|CPNS1_PIG,65.85,17,17,1.4445E3,2,2,4,Oxidation (M),28068,Calpain small subunit 1 OS=Sus scrofa OX=9823 GN=CAPNS1 PE=1 SV=1
54,280,P67985|RL22_PIG,64.80,11,11,4.0148E2,1,1,3,,14759,60S ribosomal protein L22 OS=Sus scrofa OX=9823 GN=RPL22 PE=1 SV=2
62,2624,P60662|MYL6_PIG,63.73,15,15,1.6738E3,2,2,2,Oxidation (M),16930,Myosin light polypeptide 6 OS=Sus scrofa OX=9823 GN=MYL6 PE=1 SV=2
64,76,Q29308|RS19_PIG,62.55,13,13,7.4255E2,2,2,2,,15103,40S ribosomal protein S19 (Fragment) OS=Sus scrofa OX=9823 GN=RPS19 PE=2 SV=3
53,620,Q28998|ADRB1_PIG,55.01,6,6,3.055E3,2,2,3,,50098,Beta-1 adrenergic receptor OS=Sus scrofa OX=9823 GN=ADRB1 PE=2 SV=2
58,54,Q1KYT0|ENOB_PIG,53.90,6,6,1.3112E3,2,2,2,,47130,Beta-enolase OS=Sus scrofa OX=9823 GN=ENO3 PE=2 SV=1
108,5231,P30034|PLF4_PIG,50.45,16,16,0,1,1,1,,9644,Platelet factor 4 OS=Sus scrofa OX=9823 GN=PF4 PE=1 SV=2
65,9772,Q29187|RL4_PIG,47.52,15,15,2.8371E2,1,1,2,,11132,60S ribosomal protein L4 (Fragment) OS=Sus scrofa OX=9823 GN=RPL4 PE=2 SV=1
61,29,Q767L7|TBB5_PIG,45.75,4,4,2.6456E2,1,1,2,,49671,Tubulin beta chain OS=Sus scrofa OX=9823 GN=TUBB PE=1 SV=1
101,766,Q9GLP2|PROC_PIG,45.23,3,3,3.2003E3,1,1,1,,51867,Vitamin K-dependent protein C OS=Sus scrofa OX=9823 GN=PROC PE=2 SV=1
109,1635,Q9TSX9|PRDX6_PIG,43.70,7,7,2.1893E3,1,1,1,,25037,Peroxiredoxin-6 OS=Sus scrofa OX=9823 GN=PRDX6 PE=2 SV=3
100,731,A0PFK5|CAZA1_PIG,42.55,5,5,4.2397E3,1,1,1,,33017,F-actin-capping protein subunit alpha-1 OS=Sus scrofa OX=9823 GN=CAPZA1 PE=1 SV=1
100,90,Q29221|CAZA2_PIG,42.55,5,5,4.2397E3,1,1,1,,32981,F-actin-capping protein subunit alpha-2 OS=Sus scrofa OX=9823 GN=CAPZA2 PE=2 SV=3
75,39,P0DW16|RBM20_PIG,40.74,1,1,4.7231E2,1,1,1,,133295,RNA-binding protein 20 OS=Sus scrofa OX=9823 GN=RBM20 PE=1 SV=1
75,34,A5D9M6|BAG6_PIG,40.74,1,1,4.7231E2,1,1,1,,118627,Large proline-rich protein BAG6 OS=Sus scrofa OX=9823 GN=BAG6 PE=1 SV=1
