Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 20,Area Sample 20,#Peptides,#Unique,#Spec Sample 20,PTM,Avg. Mass,Description
1,419908,tr|F1RX36|F1RX36_PIG,624.07,43,43,3.7793E6,394,394,1836,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
5,318305,P27917|APOC3_PIG,427.29,72,72,4.1273E5,58,58,221,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
2,419909,tr|F1RX37|F1RX37_PIG,404.90,10,10,1.0234E6,58,58,540,Oxidation (M),60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
3,318303,P51524|PF11_PIG,379.04,57,57,7.6167E5,77,37,535,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
6,318301,Q6QAQ1|ACTB_PIG,378.04,49,49,1.3676E5,80,80,133,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
8,318311,P18648|APOA1_PIG,369.70,50,50,1.9121E5,47,47,111,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
4,318310,P80054|PR39_PIG,358.78,47,47,1.0963E5,55,15,331,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
7,318306,P0DSO0|SAA2_PIG,341.71,58,58,2.0959E5,38,38,113,,14418,Serum amyloid A-2 protein OS=Sus scrofa OX=9823 GN=SAA2 PE=3 SV=1
11,318329,Q95274|TYB4_PIG,305.90,95,95,1.0889E5,32,30,68,Oxidation (M),5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
14,318313,P19619|ANXA1_PIG,238.32,12,12,2.8733E4,12,12,23,Oxidation (M),38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
12,318560,P09571|TRFE_PIG,232.48,6,6,5.275E4,10,10,33,,76968,Serotransferrin OS=Sus scrofa OX=9823 GN=TF PE=1 SV=2
23,318803,P80272|HMGN2_PIG,228.59,36,36,8.4284E3,9,9,15,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
