Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 37,Area Sample 37,#Peptides,#Unique,#Spec Sample 37,PTM,Avg. Mass,Description
1,419908,tr|F1RX36|F1RX36_PIG,379.48,39,39,5.7448E6,240,240,1096,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
2,419909,tr|F1RX37|F1RX37_PIG,316.51,24,24,1.7279E6,79,79,515,Oxidation (M),60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
3,318305,P27917|APOC3_PIG,254.98,58,58,9.5422E4,39,39,90,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
5,318471,P01965|HBA_PIG,208.85,79,79,5.0522E4,27,27,64,,15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
6,318301,Q6QAQ1|ACTB_PIG,199.73,31,31,8.2916E3,24,8,39,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
12,318302,P68137|ACTS_PIG,183.24,22,22,1.0781E3,18,2,24,Oxidation (M),42051,Actin  alpha skeletal muscle OS=Sus scrofa OX=9823 GN=ACTA1 PE=1 SV=1
8,318313,P19619|ANXA1_PIG,182.86,4,4,2.495E4,12,12,32,,38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
10,319005,P02067|HBB_PIG,176.24,37,37,2.2784E4,14,14,27,Oxidation (M),16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
11,318311,P18648|APOA1_PIG,166.78,35,35,1.1709E4,13,13,25,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
7,318560,P09571|TRFE_PIG,160.41,5,5,5.7505E4,11,11,37,,76968,Serotransferrin OS=Sus scrofa OX=9823 GN=TF PE=1 SV=2
4,318303,P51524|PF11_PIG,158.35,29,29,2.4264E5,14,8,72,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
4,318304,P51525|PF12_PIG,158.35,29,29,2.4264E5,14,8,72,,25855,Prophenin-2 OS=Sus scrofa OX=9823 PE=2 SV=1
9,318310,P80054|PR39_PIG,141.55,27,27,1.8321E4,10,4,26,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
13,318329,Q95274|TYB4_PIG,139.66,57,57,7.3657E3,10,10,18,,5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
14,318314,P29700|FETUA_PIG,119.15,12,12,4.6309E3,6,6,17,Oxidation (M),38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
19,318306,P0DSO0|SAA2_PIG,112.62,50,50,2.4865E3,6,6,7,Oxidation (M),14418,Serum amyloid A-2 protein OS=Sus scrofa OX=9823 GN=SAA2 PE=3 SV=1
22,318315,Q19AZ8|THRB_PIG,108.62,5,5,3.7708E3,4,4,6,,70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
16,318328,P01025|CO3_PIG,101.41,3,3,4.0988E3,6,6,7,,186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
15,318380,P50390|TTHY_PIG,100.63,11,11,1.7019E4,3,3,13,,16081,Transthyretin OS=Sus scrofa OX=9823 GN=TTR PE=1 SV=1
27,320263,P62901|RL31_PIG,98.52,26,26,1.0666E3,3,3,4,,14463,60S ribosomal protein L31 OS=Sus scrofa OX=9823 GN=RPL31 PE=1 SV=1
23,318326,P79263|ITIH4_PIG,98.02,4,4,2.8654E3,4,4,5,,102146,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Sus scrofa OX=9823 GN=ITIH4 PE=1 SV=1
20,318428,P00355|G3P_PIG,97.97,15,15,6.4898E3,4,4,7,Oxidation (M),35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
25,318323,P06867|PLMN_PIG,97.72,3,3,1.9454E3,4,4,4,,90615,Plasminogen OS=Sus scrofa OX=9823 GN=PLG PE=1 SV=3
24,318307,P02543|VIME_PIG,87.37,13,13,6.8462E2,4,4,5,,53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
38,318359,P18650|APOE_PIG,83.02,5,5,8.1492E2,2,2,2,,36599,Apolipoprotein E OS=Sus scrofa OX=9823 GN=APOE PE=1 SV=2
26,318386,P62936|PPIA_PIG,80.91,9,9,1.9725E3,2,2,4,,17869,Peptidyl-prolyl cis-trans isomerase A OS=Sus scrofa OX=9823 GN=PPIA PE=1 SV=2
31,318348,P02554|TBB_PIG,66.40,7,7,6.0296E2,2,2,3,Oxidation (M),49861,Tubulin beta chain OS=Sus scrofa OX=9823 PE=1 SV=1
