Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 42,Area Sample 42,#Peptides,#Unique,#Spec Sample 42,PTM,Avg. Mass,Description
1,419908,tr|F1RX36|F1RX36_PIG,422.70,39,39,4.1515E6,190,190,835,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
2,419909,tr|F1RX37|F1RX37_PIG,384.33,15,15,1.4087E6,98,98,578,,60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
3,318471,P01965|HBA_PIG,338.05,97,97,3.3224E5,115,115,252,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
7,319005,P02067|HBB_PIG,287.12,51,51,6.7042E4,37,37,81,Oxidation (M),16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
4,318305,P27917|APOC3_PIG,279.21,57,57,1.0055E5,37,37,106,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
8,318560,P09571|TRFE_PIG,215.93,8,8,6.6978E4,13,10,41,,76968,Serotransferrin OS=Sus scrofa OX=9823 GN=TF PE=1 SV=2
6,318303,P51524|PF11_PIG,211.96,39,39,1.3146E5,29,18,86,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
5,318310,P80054|PR39_PIG,206.32,38,38,8.7374E4,20,9,88,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
9,318301,Q6QAQ1|ACTB_PIG,194.44,28,28,1.4495E4,12,12,25,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
12,318311,P18648|APOA1_PIG,155.69,26,26,8.9349E3,8,8,16,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
20,318359,P18650|APOE_PIG,145.41,7,7,3.1896E3,5,5,6,Oxidation (M),36599,Apolipoprotein E OS=Sus scrofa OX=9823 GN=APOE PE=1 SV=2
15,318307,P02543|VIME_PIG,145.14,23,23,3.8984E3,9,9,13,,53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
17,318315,Q19AZ8|THRB_PIG,144.00,8,8,8.3936E3,6,6,11,,70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
11,318313,P19619|ANXA1_PIG,139.90,4,4,1.179E4,4,4,19,,38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
19,318314,P29700|FETUA_PIG,135.18,9,9,2.5584E3,5,5,9,,38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
10,319393,Q29545|ICA_PIG,131.64,4,4,0,4,1,19,,77634,Inhibitor of carbonic anhydrase OS=Sus scrofa OX=9823 GN=ICA PE=1 SV=1
13,318340,Q95JC9|PRP_PIG,118.62,5,5,1.0435E4,5,5,16,,62283,Basic proline-rich protein OS=Sus scrofa OX=9823 PE=1 SV=2
14,318380,P50390|TTHY_PIG,114.84,11,11,1.34E4,3,3,14,,16081,Transthyretin OS=Sus scrofa OX=9823 GN=TTR PE=1 SV=1
21,318428,P00355|G3P_PIG,110.84,17,17,1.9411E3,4,4,5,Oxidation (M),35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
24,318329,Q95274|TYB4_PIG,110.73,43,43,1.9432E3,4,4,4,,5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
23,318323,P06867|PLMN_PIG,103.03,2,2,1.9477E3,3,3,4,,90615,Plasminogen OS=Sus scrofa OX=9823 GN=PLG PE=1 SV=3
16,318350,P06348|H1T_PIG,95.28,10,10,5.8482E3,4,4,12,,22059,Histone H1t OS=Sus scrofa OX=9823 GN=H1-6 PE=1 SV=1
34,318386,P62936|PPIA_PIG,75.27,9,9,4.6793E2,2,2,2,,17869,Peptidyl-prolyl cis-trans isomerase A OS=Sus scrofa OX=9823 GN=PPIA PE=1 SV=2
31,318949,Q29549|CLUS_PIG,67.35,8,8,7.8132E2,2,2,2,Oxidation (M),51775,Clusterin OS=Sus scrofa OX=9823 GN=CLU PE=1 SV=1
27,318803,P80272|HMGN2_PIG,62.34,20,20,0,1,1,3,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
29,318730,Q5U9S1|MBL1_PIG,61.28,6,6,3.3081E2,1,1,2,Oxidation (M),26489,Mannose-binding protein A OS=Sus scrofa OX=9823 GN=MBL1 PE=1 SV=1
25,318328,P01025|CO3_PIG,60.77,3,3,6.2389E2,2,2,3,Oxidation (M),186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
