Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 9,Area Sample 9,#Peptides,#Unique,#Spec Sample 9,PTM,Avg. Mass,Description
1,1,tr|F1RX36|F1RX36_PIG,342.86,37,37,4.8087E6,218,218,1762,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
5,13,P27917|APOC3_PIG,277.60,75,75,1.2339E6,72,72,583,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
6,2,P01965|HBA_PIG,274.61,97,97,2.2811E5,113,113,219,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
2,6,tr|F1RX37|F1RX37_PIG,257.21,19,19,5.5481E6,68,68,756,Oxidation (M),60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
3,7,P51524|PF11_PIG,243.19,55,55,4.9758E5,88,6,645,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
4,8,P51525|PF12_PIG,240.39,51,51,0,83,1,607,,25855,Prophenin-2 OS=Sus scrofa OX=9823 PE=2 SV=1
9,9,P02067|HBB_PIG,205.72,46,46,7.33E4,27,27,57,,16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
7,12,P80054|PR39_PIG,189.09,27,27,2.5773E4,29,2,129,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
10,5,P18648|APOA1_PIG,178.11,28,28,4.3636E4,16,16,55,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
14,26,P0DSO0|SAA2_PIG,171.70,60,60,1.2863E4,21,21,33,Oxidation (M),14418,Serum amyloid A-2 protein OS=Sus scrofa OX=9823 GN=SAA2 PE=3 SV=1
15,10,Q19AZ8|THRB_PIG,171.40,13,13,4.7843E4,17,17,32,,70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
8,133,Q95JC9|PRP_PIG,160.59,11,11,8.9393E4,17,16,109,,62283,Basic proline-rich protein OS=Sus scrofa OX=9823 PE=1 SV=2
13,3,Q6QAQ1|ACTB_PIG,160.51,33,33,2.8435E4,22,22,37,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
17,15,P19619|ANXA1_PIG,149.61,6,6,1.8993E4,8,8,22,,38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
