Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 13,Area Sample 13,#Peptides,#Unique,#Spec Sample 13,PTM,Avg. Mass,Description
1,419908,tr|F1RX36|F1RX36_PIG,464.45,39,39,5.8928E6,224,224,1257,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
2,419909,tr|F1RX37|F1RX37_PIG,375.79,26,26,1.455E6,69,69,495,Oxidation (M),60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
3,318305,P27917|APOC3_PIG,321.10,68,68,3.6953E5,42,42,211,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
5,318311,P18648|APOA1_PIG,237.22,36,36,7.3251E4,18,18,87,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
8,318301,Q6QAQ1|ACTB_PIG,233.88,32,32,2.0213E4,22,22,40,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
7,318313,P19619|ANXA1_PIG,215.30,4,4,4.3602E4,10,10,44,,38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
4,318304,P51525|PF12_PIG,213.75,37,37,5.7632E5,24,14,157,,25855,Prophenin-2 OS=Sus scrofa OX=9823 PE=2 SV=1
4,318303,P51524|PF11_PIG,213.75,38,38,5.7632E5,24,14,157,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
6,318560,P09571|TRFE_PIG,205.85,10,10,4.91E4,18,18,64,,76968,Serotransferrin OS=Sus scrofa OX=9823 GN=TF PE=1 SV=2
12,318307,P02543|VIME_PIG,204.49,26,26,4.8446E3,18,18,23,,53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
15,318332,P80310|S10AC_PIG,201.02,17,17,4.5858E4,9,9,21,,10745,Protein S100-A12 OS=Sus scrofa OX=9823 GN=S100A12 PE=1 SV=2
9,318471,P01965|HBA_PIG,196.20,57,57,4.5154E4,12,12,33,,15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
10,318310,P80054|PR39_PIG,184.20,28,28,1.3464E4,16,6,31,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
13,318306,P0DSO0|SAA2_PIG,181.13,47,47,8.1692E3,15,15,22,Oxidation (M),14418,Serum amyloid A-2 protein OS=Sus scrofa OX=9823 GN=SAA2 PE=3 SV=1
17,318359,P18650|APOE_PIG,167.24,14,14,2.4531E4,9,9,16,,36599,Apolipoprotein E OS=Sus scrofa OX=9823 GN=APOE PE=1 SV=2
19,318315,Q19AZ8|THRB_PIG,162.53,10,10,7.7704E3,6,6,12,,70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
21,318323,P06867|PLMN_PIG,160.57,2,2,1.1764E4,6,6,10,,90615,Plasminogen OS=Sus scrofa OX=9823 GN=PLG PE=1 SV=3
16,318428,P00355|G3P_PIG,152.32,20,20,3.3966E4,7,7,17,Oxidation (M),35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
14,319005,P02067|HBB_PIG,143.92,14,14,2.0278E4,4,4,21,,16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
22,318337,Q767L7|TBB5_PIG,134.24,8,8,1.9687E3,4,4,10,Oxidation (M),49671,Tubulin beta chain OS=Sus scrofa OX=9823 GN=TUBB PE=1 SV=1
18,318314,P29700|FETUA_PIG,128.94,7,7,4.6856E3,5,5,15,Oxidation (M),38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
11,318380,P50390|TTHY_PIG,124.31,11,11,7.736E4,3,3,30,,16081,Transthyretin OS=Sus scrofa OX=9823 GN=TTR PE=1 SV=1
25,318328,P01025|CO3_PIG,121.79,3,3,2.4967E3,4,4,7,Oxidation (M),186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
20,318386,P62936|PPIA_PIG,118.58,9,9,1.0706E4,3,3,11,,17869,Peptidyl-prolyl cis-trans isomerase A OS=Sus scrofa OX=9823 GN=PPIA PE=1 SV=2
29,318326,P79263|ITIH4_PIG,118.23,5,5,9.6942E3,4,4,5,,102146,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Sus scrofa OX=9823 GN=ITIH4 PE=1 SV=1
31,318934,P02550|TBA1A_PIG,117.98,6,6,1.7212E3,3,3,5,,50069,Tubulin alpha-1A chain OS=Sus scrofa OX=9823 GN=TUBA1A PE=1 SV=1
31,318935,Q2XVP4|TBA1B_PIG,117.98,6,6,1.7212E3,3,3,5,,50152,Tubulin alpha-1B chain OS=Sus scrofa OX=9823 GN=TUBA1B PE=1 SV=1
28,318329,Q95274|TYB4_PIG,115.66,55,55,3.3357E3,3,3,6,,5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
27,320378,Q07717|B2MG_PIG,102.89,15,15,3.9657E3,3,3,7,,13362,Beta-2-microglobulin OS=Sus scrofa OX=9823 GN=B2M PE=1 SV=1
30,319560,Q8SPS7|HPT_PIG,102.57,5,5,8.9749E3,2,2,5,,38482,Haptoglobin OS=Sus scrofa OX=9823 GN=HP PE=1 SV=1
24,318949,Q29549|CLUS_PIG,95.81,4,4,6.4591E3,2,2,8,Oxidation (M),51775,Clusterin OS=Sus scrofa OX=9823 GN=CLU PE=1 SV=1
23,318340,Q95JC9|PRP_PIG,92.72,2,2,6.1007E3,3,3,9,,62283,Basic proline-rich protein OS=Sus scrofa OX=9823 PE=1 SV=2
41,318442,P10668|COF1_PIG,90.58,10,10,1.4091E3,2,2,2,,18519,Cofilin-1 OS=Sus scrofa OX=9823 GN=CFL1 PE=1 SV=3
39,318767,P16469|LOX15_PIG,86.81,2,2,5.5787E2,2,2,2,,75004,Polyunsaturated fatty acid lipoxygenase ALOX15 OS=Sus scrofa OX=9823 GN=ALOX15 PE=1 SV=3
36,320263,P62901|RL31_PIG,77.42,18,18,3.0741E2,2,2,3,,14463,60S ribosomal protein L31 OS=Sus scrofa OX=9823 GN=RPL31 PE=1 SV=1
32,318810,Q29308|RS19_PIG,75.67,10,10,1.8928E3,1,1,5,,15103,40S ribosomal protein S19 (Fragment) OS=Sus scrofa OX=9823 GN=RPS19 PE=2 SV=3
42,318557,P62802|H4_PIG,69.87,25,25,3.671E2,2,2,2,Oxidation (M),11367,Histone H4 OS=Sus scrofa OX=9823 PE=1 SV=2
34,320063,P08835|ALBU_PIG,67.32,3,3,1.795E4,2,2,3,,69692,Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=2
56,318803,P80272|HMGN2_PIG,63.64,14,14,5.8702E1,1,1,1,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
44,318804,P67985|RL22_PIG,62.31,11,11,3.3289E2,1,1,2,,14759,60S ribosomal protein L22 OS=Sus scrofa OX=9823 GN=RPL22 PE=1 SV=2
54,322576,P29412|EF1B_PIG,58.59,7,7,3.3265E2,1,1,1,Oxidation (M),24960,Elongation factor 1-beta OS=Sus scrofa OX=9823 GN=EEF1B PE=1 SV=1
26,319760,O97507|FA12_PIG,57.61,2,2,2.6226E4,1,1,7,,68012,Coagulation factor XII OS=Sus scrofa OX=9823 GN=F12 PE=2 SV=1
35,318650,P31950|S10AB_PIG,57.14,9,9,4.7004E3,1,1,3,,11180,Protein S100-A11 OS=Sus scrofa OX=9823 GN=S100A11 PE=1 SV=1
53,320303,Q5S1U1|HSPB1_PIG,55.94,10,10,9.5509E2,1,1,1,,22942,Heat shock protein beta-1 OS=Sus scrofa OX=9823 GN=HSPB1 PE=2 SV=1
47,318342,P14632|TRFL_PIG,53.97,3,3,7.3131E1,1,1,1,,77626,Lactotransferrin OS=Sus scrofa OX=9823 GN=LTF PE=1 SV=3
49,318730,Q5U9S1|MBL1_PIG,52.24,6,6,0,1,1,1,Oxidation (M),26489,Mannose-binding protein A OS=Sus scrofa OX=9823 GN=MBL1 PE=1 SV=1
38,318336,O62651|WT1_PIG,51.71,2,2,2.8649E2,1,1,2,,49166,Wilms tumor protein homolog OS=Sus scrofa OX=9823 GN=WT1 PE=2 SV=1
38,318333,P0DW16|RBM20_PIG,51.71,1,1,2.8649E2,1,1,2,,133295,RNA-binding protein 20 OS=Sus scrofa OX=9823 GN=RBM20 PE=1 SV=1
38,318325,A5D9M6|BAG6_PIG,51.71,1,1,2.8649E2,1,1,2,,118627,Large proline-rich protein BAG6 OS=Sus scrofa OX=9823 GN=BAG6 PE=1 SV=1
38,318341,Q9BEA8|TNFL6_PIG,51.71,3,3,2.8649E2,1,1,2,,31756,Tumor necrosis factor ligand superfamily member 6 OS=Sus scrofa OX=9823 GN=FASLG PE=2 SV=1
38,318331,P08001|ACRO_PIG,51.71,2,2,2.8649E2,1,1,2,,45362,Acrosin OS=Sus scrofa OX=9823 GN=ACR PE=1 SV=5
52,322393,P01846|LAC_PIG,48.08,12,12,1.9403E3,1,1,1,,11003,Ig lambda chain C region OS=Sus scrofa OX=9823 PE=1 SV=1
43,318839,Q71LE2|H33_PIG,44.21,7,7,1.9994E3,1,1,2,,15328,Histone H3.3 OS=Sus scrofa OX=9823 GN=H3-3A PE=2 SV=3
57,319158,P00791|PEPA_PIG,43.46,4,4,8.6963E2,1,1,1,,41262,Pepsin A OS=Sus scrofa OX=9823 GN=PGA PE=1 SV=3
55,322441,A1XQU5|RL27_PIG,42.58,7,7,1.3503E2,1,1,1,,15798,60S ribosomal protein L27 OS=Sus scrofa OX=9823 GN=RPL27 PE=1 SV=1
46,318457,P43368|CAN3_PIG,42.51,3,3,0,1,1,1,Oxidation (M),94551,Calpain-3 OS=Sus scrofa OX=9823 GN=CAPN3 PE=2 SV=2
58,319469,Q95281|RL29_PIG,42.02,19,19,0,1,1,1,,17498,60S ribosomal protein L29 OS=Sus scrofa OX=9823 GN=RPL29 PE=1 SV=4
48,318649,P46410|GLNA_PIG,41.39,3,3,6.4494E3,1,1,1,,42030,Glutamine synthetase OS=Sus scrofa OX=9823 GN=GLUL PE=2 SV=3
40,318528,P20305|GELS_PIG,39.70,2,2,6.1616E2,1,1,2,Oxidation (M),84775,Gelsolin (Fragment) OS=Sus scrofa OX=9823 GN=GSN PE=1 SV=1
51,318546,A0A287A2K5|GASR_PIG,39.61,3,3,5.3169E2,1,1,1,,48613,Gastrin/cholecystokinin type B receptor OS=Sus scrofa OX=9823 GN=CCKBR PE=3 SV=1
