Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 43,Area Sample 43,#Peptides,#Unique,#Spec Sample 43,PTM,Avg. Mass,Description
3,1,tr|F1RX36|F1RX36_PIG,413.49,37,37,2.4765E6,183,183,590,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
4,9,P02067|HBB_PIG,403.75,92,92,7.8365E5,182,180,509,Oxidation (M),16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
1,2,P01965|HBA_PIG,403.60,97,97,1.5787E6,256,256,786,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
2,6,tr|F1RX37|F1RX37_PIG,392.21,14,14,3.8145E6,100,100,597,,60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
6,13,P27917|APOC3_PIG,349.72,77,77,4.3233E5,76,76,204,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
5,7,P51524|PF11_PIG,277.31,60,60,3.1018E6,70,54,393,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
9,3,Q6QAQ1|ACTB_PIG,252.97,39,39,3.8381E4,34,34,62,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
10,15,P19619|ANXA1_PIG,249.75,10,10,4.7788E4,21,21,41,,38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
8,5,P18648|APOA1_PIG,248.20,45,45,8.2382E4,32,32,64,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
12,700,P80272|HMGN2_PIG,235.24,90,90,1.1148E4,20,20,40,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
7,12,P80054|PR39_PIG,215.48,37,37,1.3173E5,23,9,172,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
