Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 54,Area Sample 54,#Peptides,#Unique,#Spec Sample 54,PTM,Avg. Mass,Description
1,1,tr|F1RX36|F1RX36_PIG,611.68,52,52,1.9259E7,656,656,3302,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
2,6,tr|F1RX37|F1RX37_PIG,487.77,34,34,1.1744E7,156,156,1438,Oxidation (M),60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
8,13,P27917|APOC3_PIG,411.67,78,78,1.3981E6,75,75,339,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
7,3,Q6QAQ1|ACTB_PIG,402.90,71,71,4.8364E5,166,77,346,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
6,5,P18648|APOA1_PIG,399.89,70,70,1.2836E6,96,96,364,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
3,7,P51524|PF11_PIG,395.20,66,66,3.0647E5,129,5,1014,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
4,8,P51525|PF12_PIG,392.85,62,62,3.3648E3,125,1,987,,25855,Prophenin-2 OS=Sus scrofa OX=9823 PE=2 SV=1
11,26,P0DSO0|SAA2_PIG,369.63,82,82,6.1392E5,86,86,216,Oxidation (M),14418,Serum amyloid A-2 protein OS=Sus scrofa OX=9823 GN=SAA2 PE=3 SV=1
5,12,P80054|PR39_PIG,347.27,48,48,2.9677E5,64,15,452,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
12,11,P68137|ACTS_PIG,343.76,52,52,5.2405E3,91,2,182,Oxidation (M),42051,Actin  alpha skeletal muscle OS=Sus scrofa OX=9823 GN=ACTA1 PE=1 SV=1
9,18,P32195|PG2_PIG,342.78,50,50,0,59,1,266,,16478,Protegrin-2 OS=Sus scrofa OX=9823 GN=NPG2 PE=1 SV=2
9,17,P49933|PG4_PIG,342.78,50,50,0,59,1,266,,16622,Protegrin-4 OS=Sus scrofa OX=9823 GN=NPG4 PE=1 SV=1
9,20,P49934|PG5_PIG,342.78,50,50,0,59,1,266,,16604,Protegrin-5 OS=Sus scrofa OX=9823 GN=NPG5 PE=1 SV=1
9,21,P32194|PG1_PIG,342.78,50,50,0,59,1,266,,16677,Protegrin-1 OS=Sus scrofa OX=9823 GN=NPG1 PE=1 SV=2
10,23,P49930|PMP23_PIG,334.84,44,44,2.5387E3,52,3,236,,17486,Antibacterial peptide PMAP-23 OS=Sus scrofa OX=9823 GN=PMAP23 PE=2 SV=1
17,15,P19619|ANXA1_PIG,310.06,20,20,2.416E5,34,34,77,Oxidation (M),38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
15,10,Q19AZ8|THRB_PIG,290.01,21,21,1.6118E5,32,32,84,Oxidation (M),70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
16,77,Q95274|TYB4_PIG,284.71,95,95,3.2605E5,33,32,81,Oxidation (M),5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
24,700,P80272|HMGN2_PIG,282.13,82,82,6.4983E4,19,19,42,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
13,24,P29700|FETUA_PIG,276.92,26,26,4.1162E5,36,36,149,Oxidation (M),38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
