Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 38,Area Sample 38,#Peptides,#Unique,#Spec Sample 38,PTM,Avg. Mass,Description
1,6,tr|F1RX37|F1RX37_PIG,378.65,11,11,3.3292E6,80,80,872,,60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
2,1,tr|F1RX36|F1RX36_PIG,376.69,30,30,3.6878E6,109,109,822,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
3,2,P01965|HBA_PIG,332.39,95,95,2.0917E5,102,102,259,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
4,13,P27917|APOC3_PIG,310.00,72,72,1.9871E5,45,45,136,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
6,9,P02067|HBB_PIG,294.67,62,62,5.047E4,46,46,77,Oxidation (M),16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
7,5,P18648|APOA1_PIG,207.90,30,30,4.0563E4,13,13,32,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
10,15,P19619|ANXA1_PIG,185.79,5,5,1.0115E4,8,8,17,,38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
5,7,P51524|PF11_PIG,175.09,24,24,3.1465E5,19,18,85,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
12,3,Q6QAQ1|ACTB_PIG,163.64,15,15,2.3195E3,10,5,13,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
13,38,Q3BDI7|DSG1_PIG,156.24,4,4,2.753E3,5,5,10,,113318,Desmoglein-1 OS=Sus scrofa OX=9823 GN=DSG1 PE=2 SV=1
18,197,Q9TV61|MYH1_PIG,141.96,3,3,1.237E3,7,7,8,,223171,Myosin-1 OS=Sus scrofa OX=9823 GN=MYH1 PE=2 SV=1
19,11,P68137|ACTS_PIG,138.96,10,10,1.2573E2,6,1,8,Oxidation (M),42051,Actin  alpha skeletal muscle OS=Sus scrofa OX=9823 GN=ACTA1 PE=1 SV=1
14,77,Q95274|TYB4_PIG,137.83,57,57,7.9429E3,7,7,10,,5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
15,4,P02543|VIME_PIG,134.88,20,20,1.5656E3,9,9,10,,53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
9,133,Q95JC9|PRP_PIG,134.71,8,8,7.7931E3,7,7,18,,62283,Basic proline-rich protein OS=Sus scrofa OX=9823 PE=1 SV=2
11,27,P01025|CO3_PIG,132.03,3,3,4.3516E3,6,6,14,Oxidation (M),186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
22,81,O19084|CDSN_PIG,121.87,17,17,5.186E3,5,5,5,,21644,Corneodesmosin (Fragment) OS=Sus scrofa OX=9823 GN=CDSN PE=3 SV=1
23,14,P00355|G3P_PIG,111.52,11,11,4.2696E2,4,4,5,,35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
20,10,Q19AZ8|THRB_PIG,108.18,6,6,7.2909E3,4,4,6,,70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
8,47,O97507|FA12_PIG,104.27,4,4,6.766E4,3,3,20,,68012,Coagulation factor XII OS=Sus scrofa OX=9823 GN=F12 PE=2 SV=1
28,190,P50390|TTHY_PIG,92.76,11,11,4.7359E2,3,3,3,,16081,Transthyretin OS=Sus scrofa OX=9823 GN=TTR PE=1 SV=1
17,24,P29700|FETUA_PIG,89.96,7,7,1.3271E2,2,2,9,,38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
24,177,Q2XVP4|TBA1B_PIG,83.49,8,8,1.1899E3,2,2,4,,50152,Tubulin alpha-1B chain OS=Sus scrofa OX=9823 GN=TUBA1B PE=1 SV=1
24,185,P02550|TBA1A_PIG,83.49,8,8,1.1899E3,2,2,4,,50069,Tubulin alpha-1A chain OS=Sus scrofa OX=9823 GN=TUBA1A PE=1 SV=1
