Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 45,Area Sample 45,#Peptides,#Unique,#Spec Sample 45,PTM,Avg. Mass,Description
1,419908,tr|F1RX36|F1RX36_PIG,400.52,40,40,5.3262E6,286,286,1037,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
2,318471,P01965|HBA_PIG,362.23,97,97,8.8373E5,212,212,667,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
3,419909,tr|F1RX37|F1RX37_PIG,346.27,20,20,2.2429E6,104,104,610,Oxidation (M),60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
4,318305,P27917|APOC3_PIG,293.27,79,79,4.0688E5,59,59,200,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
5,319005,P02067|HBB_PIG,286.23,52,52,2.0003E5,59,59,139,Oxidation (M),16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
8,318301,Q6QAQ1|ACTB_PIG,224.33,37,37,3.8102E4,31,31,63,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
11,318359,P18650|APOE_PIG,192.92,17,17,2.3114E4,15,15,29,Oxidation (M),36599,Apolipoprotein E OS=Sus scrofa OX=9823 GN=APOE PE=1 SV=2
9,318311,P18648|APOA1_PIG,187.03,40,40,1.092E4,16,16,35,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
7,318303,P51524|PF11_PIG,186.19,38,38,1.1262E5,24,19,65,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
6,318310,P80054|PR39_PIG,181.88,38,38,1.3521E5,18,13,96,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
15,318315,Q19AZ8|THRB_PIG,176.44,11,11,1.2781E4,15,15,21,,70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
13,318314,P29700|FETUA_PIG,173.96,15,15,1.6244E4,14,14,25,Oxidation (M),38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
12,318313,P19619|ANXA1_PIG,154.12,4,4,1.9675E4,7,7,29,,38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
