Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 35,Area Sample 35,#Peptides,#Unique,#Spec Sample 35,PTM,Avg. Mass,Description
1,1,tr|F1RX36|F1RX36_PIG,755.92,53,53,1.64E7,595,595,2719,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
5,13,P27917|APOC3_PIG,648.47,79,79,1.1407E7,281,281,1225,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
2,2,P01965|HBA_PIG,630.20,98,98,9.0694E6,363,363,2120,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
6,5,P18648|APOA1_PIG,612.61,91,91,5.0767E6,369,369,1041,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
8,6,tr|F1RX37|F1RX37_PIG,568.09,22,22,8.5723E6,106,106,663,,60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
7,9,P02067|HBB_PIG,543.42,78,78,2.5283E6,165,162,707,Oxidation (M),16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
9,77,Q95274|TYB4_PIG,487.75,98,98,5.0093E6,95,95,526,Oxidation (M),5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
16,700,P80272|HMGN2_PIG,452.76,88,88,7.6857E5,48,48,191,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
12,14,P00355|G3P_PIG,450.86,90,90,8.1201E5,139,139,300,Oxidation (M),35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
11,3,Q6QAQ1|ACTB_PIG,444.95,65,65,2.2162E5,155,61,312,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
13,24,P29700|FETUA_PIG,426.73,25,25,9.369E5,60,60,284,Oxidation (M),38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
4,7,P51524|PF11_PIG,418.35,66,66,2.1831E7,116,81,1227,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
28,15,P19619|ANXA1_PIG,398.04,25,25,3.7799E5,46,46,98,Oxidation (M),38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
3,12,P80054|PR39_PIG,390.32,49,49,4.3962E6,83,51,1729,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
15,11,P68137|ACTS_PIG,389.84,38,38,3.7089E4,104,11,210,Oxidation (M),42051,Actin  alpha skeletal muscle OS=Sus scrofa OX=9823 GN=ACTA1 PE=1 SV=1
24,2612,P21753|TYB10_PIG,384.47,95,95,1.6031E6,32,32,114,Oxidation (M),4823,Thymosin beta-10 OS=Sus scrofa OX=9823 GN=TMSB10 PE=1 SV=2
10,27,P01025|CO3_PIG,379.47,29,29,8.4324E5,111,111,325,Oxidation (M),186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
30,31,P18650|APOE_PIG,369.73,40,40,2.3647E5,42,42,74,Oxidation (M),36599,Apolipoprotein E OS=Sus scrofa OX=9823 GN=APOE PE=1 SV=2
18,4,P02543|VIME_PIG,369.68,43,43,4.4286E5,95,95,176,Oxidation (M),53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
22,10,Q19AZ8|THRB_PIG,363.76,21,21,9.6547E5,60,60,132,Oxidation (M),70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
