Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 2,Area Sample 2,#Peptides,#Unique,#Spec Sample 2,PTM,Avg. Mass,Description
1,1,tr|F1RX36|F1RX36_PIG,286.34,34,34,1.1E7,128,128,830,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
2,13,P27917|APOC3_PIG,278.61,78,78,1.3614E6,88,88,682,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
4,6,tr|F1RX37|F1RX37_PIG,239.37,21,21,1.6559E6,61,61,321,Oxidation (M),60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
3,7,P51524|PF11_PIG,230.09,55,55,2.7872E6,78,50,478,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
7,2,P01965|HBA_PIG,188.71,77,77,1.1723E5,32,32,95,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
5,12,P80054|PR39_PIG,183.57,30,30,4.3254E3,30,2,119,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
8,5,P18648|APOA1_PIG,179.42,38,38,1.1691E5,21,21,81,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
10,3,Q6QAQ1|ACTB_PIG,168.05,40,40,3.7809E4,27,27,51,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
12,9,P02067|HBB_PIG,159.21,48,48,3.2072E4,17,17,31,,16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
11,15,P19619|ANXA1_PIG,149.25,4,4,5.0391E4,10,10,42,,38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
13,26,P0DSO0|SAA2_PIG,148.21,33,33,2.5252E4,13,13,29,Oxidation (M),14418,Serum amyloid A-2 protein OS=Sus scrofa OX=9823 GN=SAA2 PE=3 SV=1
6,133,Q95JC9|PRP_PIG,138.49,7,7,9.7931E4,16,14,101,,62283,Basic proline-rich protein OS=Sus scrofa OX=9823 PE=1 SV=2
15,27,P01025|CO3_PIG,128.98,2,2,1.4472E4,8,8,20,Oxidation (M),186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
14,10,Q19AZ8|THRB_PIG,127.75,13,13,1.0536E4,9,9,22,,70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
18,31,P18650|APOE_PIG,122.79,16,16,1.4041E4,9,9,14,,36599,Apolipoprotein E OS=Sus scrofa OX=9823 GN=APOE PE=1 SV=2
9,24,P29700|FETUA_PIG,114.23,19,19,6.3563E4,7,7,58,Oxidation (M),38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
23,25,O02705|HS90A_PIG,102.99,9,9,1.5226E3,4,4,8,Oxidation (M),84775,Heat shock protein HSP 90-alpha OS=Sus scrofa OX=9823 GN=HSP90AA1 PE=2 SV=3
27,136,P53714|ITB2_PIG,97.22,4,4,5.0418E3,5,5,5,,84790,Integrin beta-2 OS=Sus scrofa OX=9823 GN=ITGB2 PE=2 SV=1
21,286,P48819|VTNC_PIG,92.69,3,3,8.8885E3,3,3,10,,52572,Vitronectin OS=Sus scrofa OX=9823 GN=VTN PE=1 SV=1
19,33,P08835|ALBU_PIG,86.12,6,6,8.7002E3,5,5,12,,69692,Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=2
26,77,Q95274|TYB4_PIG,84.11,39,39,3.2251E3,3,3,5,,5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
25,715,P02725|GLPA_PIG,83.26,18,18,6.3721E3,3,3,6,,14000,Glycophorin-A OS=Sus scrofa OX=9823 GN=GYPA PE=1 SV=1
22,59,P06867|PLMN_PIG,80.93,3,3,3.0634E3,4,4,9,,90615,Plasminogen OS=Sus scrofa OX=9823 GN=PLG PE=1 SV=3
16,70,O62651|WT1_PIG,77.76,2,2,5.4152E3,4,2,17,,49166,Wilms tumor protein homolog OS=Sus scrofa OX=9823 GN=WT1 PE=2 SV=1
16,34,A5D9M6|BAG6_PIG,77.76,1,1,5.4152E3,4,2,17,,118627,Large proline-rich protein BAG6 OS=Sus scrofa OX=9823 GN=BAG6 PE=1 SV=1
16,97,P08001|ACRO_PIG,77.76,2,2,5.4152E3,4,2,17,,45362,Acrosin OS=Sus scrofa OX=9823 GN=ACR PE=1 SV=5
28,63,P79263|ITIH4_PIG,76.23,3,3,3.2963E3,4,4,5,,102146,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Sus scrofa OX=9823 GN=ITIH4 PE=1 SV=1
29,593,O02668|ITIH2_PIG,75.87,5,5,4.4618E2,3,3,4,Oxidation (M),104622,Inter-alpha-trypsin inhibitor heavy chain H2 OS=Sus scrofa OX=9823 GN=ITIH2 PE=2 SV=1
