Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 38,Area Sample 38,#Peptides,#Unique,#Spec Sample 38,PTM,Avg. Mass,Description
2,419909,tr|F1RX37|F1RX37_PIG,301.32,17,17,1.9991E6,112,112,654,,60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
1,419908,tr|F1RX36|F1RX36_PIG,301.30,33,33,3.8075E6,171,171,664,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
3,318471,P01965|HBA_PIG,242.70,96,96,1.2496E5,81,81,164,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
5,319005,P02067|HBB_PIG,206.75,60,60,3.955E4,31,31,61,Oxidation (M),16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
4,318305,P27917|APOC3_PIG,193.53,54,54,4.9232E4,25,25,67,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
9,318560,P09571|TRFE_PIG,154.75,5,5,3.3024E4,14,14,25,,76968,Serotransferrin OS=Sus scrofa OX=9823 GN=TF PE=1 SV=2
12,318301,Q6QAQ1|ACTB_PIG,141.24,34,34,5.3273E3,12,6,19,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
8,318311,P18648|APOA1_PIG,139.42,31,31,1.4888E4,12,12,26,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
6,318304,P51525|PF12_PIG,138.27,28,28,9.6834E4,19,19,41,,25855,Prophenin-2 OS=Sus scrofa OX=9823 PE=2 SV=1
6,318303,P51524|PF11_PIG,138.27,30,30,9.6834E4,19,19,41,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
10,318314,P29700|FETUA_PIG,136.01,12,12,1.4126E4,9,9,25,,38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
7,318340,Q95JC9|PRP_PIG,128.71,14,14,4.2948E4,11,11,38,,62283,Basic proline-rich protein OS=Sus scrofa OX=9823 PE=1 SV=2
13,318302,P68137|ACTS_PIG,117.33,19,19,1.2486E3,7,1,9,Oxidation (M),42051,Actin  alpha skeletal muscle OS=Sus scrofa OX=9823 GN=ACTA1 PE=1 SV=1
16,318323,P06867|PLMN_PIG,113.19,3,3,2.9211E3,6,6,8,,90615,Plasminogen OS=Sus scrofa OX=9823 GN=PLG PE=1 SV=3
15,318315,Q19AZ8|THRB_PIG,111.61,10,10,9.1684E3,7,7,8,,70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
18,318313,P19619|ANXA1_PIG,105.18,4,4,4.9512E3,4,4,7,,38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
27,319560,Q8SPS7|HPT_PIG,95.61,10,10,1.0801E3,4,4,4,Oxidation (M),38482,Haptoglobin OS=Sus scrofa OX=9823 GN=HP PE=1 SV=1
