Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 40,Area Sample 40,#Peptides,#Unique,#Spec Sample 40,PTM,Avg. Mass,Description
1,419908,tr|F1RX36|F1RX36_PIG,257.91,30,30,1.1828E6,71,71,618,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
2,419909,tr|F1RX37|F1RX37_PIG,249.75,16,16,3.5594E5,52,52,297,Oxidation (M),60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
3,318471,P01965|HBA_PIG,183.67,66,66,1.888E4,24,24,36,,15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
4,318305,P27917|APOC3_PIG,176.45,54,54,1.702E4,15,15,32,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
6,319005,P02067|HBB_PIG,157.10,35,35,4.5293E3,11,11,21,Oxidation (M),16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
7,318340,Q95JC9|PRP_PIG,110.17,9,9,1.3918E4,8,8,18,,62283,Basic proline-rich protein OS=Sus scrofa OX=9823 PE=1 SV=2
8,318380,P50390|TTHY_PIG,104.35,14,14,1.9923E4,4,4,18,,16081,Transthyretin OS=Sus scrofa OX=9823 GN=TTR PE=1 SV=1
11,318311,P18648|APOA1_PIG,102.40,19,19,6.4708E3,4,4,12,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
12,318313,P19619|ANXA1_PIG,102.32,3,3,5.0938E3,3,3,6,,38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
9,318303,P51524|PF11_PIG,100.90,18,18,1.4309E4,8,7,14,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
9,318304,P51525|PF12_PIG,100.90,19,19,1.4309E4,8,7,14,,25855,Prophenin-2 OS=Sus scrofa OX=9823 PE=2 SV=1
10,318560,P09571|TRFE_PIG,77.73,4,4,1.0022E4,3,3,14,,76968,Serotransferrin OS=Sus scrofa OX=9823 GN=TF PE=1 SV=2
5,319760,O97507|FA12_PIG,63.76,3,3,2.7718E4,2,2,23,,68012,Coagulation factor XII OS=Sus scrofa OX=9823 GN=F12 PE=2 SV=1
15,318328,P01025|CO3_PIG,62.60,2,2,0,3,3,3,Oxidation (M),186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
14,318839,Q71LE2|H33_PIG,58.34,11,11,4.5522E3,2,2,4,,15328,Histone H3.3 OS=Sus scrofa OX=9823 GN=H3-3A PE=2 SV=3
17,318557,P62802|H4_PIG,50.15,23,23,1.48E3,2,2,3,,11367,Histone H4 OS=Sus scrofa OX=9823 PE=1 SV=2
21,319158,P00791|PEPA_PIG,48.68,4,4,8.0368E2,1,1,1,,41262,Pepsin A OS=Sus scrofa OX=9823 GN=PGA PE=1 SV=3
16,319007,Q29052|ITIH1_PIG,41.75,1,1,1.7387E2,1,1,3,,100395,Inter-alpha-trypsin inhibitor heavy chain H1 OS=Sus scrofa OX=9823 GN=ITIH1 PE=2 SV=1
20,318323,P06867|PLMN_PIG,39.56,1,1,1.7185E2,1,1,1,,90615,Plasminogen OS=Sus scrofa OX=9823 GN=PLG PE=1 SV=3
23,318428,P00355|G3P_PIG,37.61,5,5,7.4896E2,1,1,1,,35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
24,318949,Q29549|CLUS_PIG,36.55,4,4,2.8458E2,1,1,1,Oxidation (M),51775,Clusterin OS=Sus scrofa OX=9823 GN=CLU PE=1 SV=1
18,318329,Q95274|TYB4_PIG,33.86,39,39,1.5257E2,1,1,2,,5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
