Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 15,Area Sample 15,#Peptides,#Unique,#Spec Sample 15,PTM,Avg. Mass,Description
1,1,tr|F1RX36|F1RX36_PIG,530.11,45,45,8.0751E6,397,397,2405,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
2,5,P18648|APOA1_PIG,518.64,88,88,6.2459E6,374,374,2091,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
5,9,P02067|HBB_PIG,467.48,80,80,2.6926E6,170,166,680,Oxidation (M),16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
3,2,P01965|HBA_PIG,459.03,97,97,7.5482E6,202,202,1915,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
6,13,P27917|APOC3_PIG,403.81,66,66,2.5216E6,85,85,632,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
4,7,P51524|PF11_PIG,389.27,59,59,9.161E6,131,81,1655,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
10,6,tr|F1RX37|F1RX37_PIG,342.81,8,8,2.0995E6,46,46,339,,60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
13,24,P29700|FETUA_PIG,330.75,26,26,5.1171E5,53,53,204,Oxidation (M),38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
7,12,P80054|PR39_PIG,321.98,41,41,4.9762E5,66,17,629,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
8,77,Q95274|TYB4_PIG,317.44,95,95,4.4281E6,45,45,377,Oxidation (M),5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
9,30,P49932|PMP37_PIG,308.77,35,35,3.2924E3,51,1,366,,18927,Antibacterial peptide PMAP-37 OS=Sus scrofa OX=9823 GN=PMAP37 PE=2 SV=1
12,700,P80272|HMGN2_PIG,304.55,73,73,4.3859E5,31,31,207,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
14,3,Q6QAQ1|ACTB_PIG,300.77,41,41,9.7158E4,56,20,125,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
15,15,P19619|ANXA1_PIG,292.18,18,18,2.4447E5,30,30,121,,38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
18,11,P68137|ACTS_PIG,274.28,26,26,6.5508E3,38,2,87,Oxidation (M),42051,Actin  alpha skeletal muscle OS=Sus scrofa OX=9823 GN=ACTA1 PE=1 SV=1
17,14,P00355|G3P_PIG,252.97,34,34,1.8889E5,30,30,94,Oxidation (M),35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
16,33,P08835|ALBU_PIG,246.54,19,19,3.9684E5,23,23,95,,69692,Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=2
11,27,P01025|CO3_PIG,237.01,4,4,6.588E5,21,21,235,Oxidation (M),186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
26,1861,O46409|APOA4_PIG,222.32,17,17,5.1404E4,18,18,32,,43294,Apolipoprotein A-IV OS=Sus scrofa OX=9823 GN=APOA4 PE=2 SV=1
23,4,P02543|VIME_PIG,215.77,20,20,1.4181E5,22,22,48,Oxidation (M),53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
24,82,Q29549|CLUS_PIG,214.03,12,12,6.7028E4,17,17,44,Oxidation (M),51775,Clusterin OS=Sus scrofa OX=9823 GN=CLU PE=1 SV=1
20,10,Q19AZ8|THRB_PIG,213.78,13,13,1.8745E5,20,20,67,,70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
25,61,P06348|H1T_PIG,208.10,19,19,1.4811E5,19,19,37,,22059,Histone H1t OS=Sus scrofa OX=9823 GN=H1-6 PE=1 SV=1
29,26,P0DSO0|SAA2_PIG,183.22,31,31,3.5454E4,9,9,24,,14418,Serum amyloid A-2 protein OS=Sus scrofa OX=9823 GN=SAA2 PE=3 SV=1
28,489,P17741|HMGB2_PIG,177.31,37,37,6.1366E4,14,11,25,Oxidation (M),24133,High mobility group protein B2 OS=Sus scrofa OX=9823 GN=HMGB2 PE=1 SV=2
34,60,P09571|TRFE_PIG,175.14,11,11,9.741E3,11,11,16,Oxidation (M),76968,Serotransferrin OS=Sus scrofa OX=9823 GN=TF PE=1 SV=2
19,2612,P21753|TYB10_PIG,173.69,52,52,5.919E5,8,8,68,,4823,Thymosin beta-10 OS=Sus scrofa OX=9823 GN=TMSB10 PE=1 SV=2
32,593,O02668|ITIH2_PIG,173.67,11,11,1.8979E4,12,12,19,Oxidation (M),104622,Inter-alpha-trypsin inhibitor heavy chain H2 OS=Sus scrofa OX=9823 GN=ITIH2 PE=2 SV=1
21,48,Q8SPS7|HPT_PIG,170.29,5,5,3.6619E5,6,6,59,Oxidation (M),38482,Haptoglobin OS=Sus scrofa OX=9823 GN=HP PE=1 SV=1
35,56,P10668|COF1_PIG,166.30,31,31,1.4575E4,12,12,16,,18519,Cofilin-1 OS=Sus scrofa OX=9823 GN=CFL1 PE=1 SV=3
30,63,P79263|ITIH4_PIG,153.03,7,7,2.724E4,9,9,21,Oxidation (M),102146,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Sus scrofa OX=9823 GN=ITIH4 PE=1 SV=1
41,53,Q9GLP1|FA5_PIG,148.37,1,1,1.0679E4,6,6,7,,256078,Coagulation factor V OS=Sus scrofa OX=9823 GN=F5 PE=2 SV=1
44,148,P21692|MMP1_PIG,136.50,6,6,2.1335E3,4,4,6,,53666,Interstitial collagenase OS=Sus scrofa OX=9823 GN=MMP1 PE=1 SV=2
43,29,Q767L7|TBB5_PIG,133.92,8,8,2.8417E3,4,4,7,Oxidation (M),49671,Tubulin beta chain OS=Sus scrofa OX=9823 GN=TUBB PE=1 SV=1
