Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 3,Area Sample 3,#Peptides,#Unique,#Spec Sample 3,PTM,Avg. Mass,Description
1,419908,tr|F1RX36|F1RX36_PIG,538.36,43,43,8.5674E6,360,360,1980,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
2,419909,tr|F1RX37|F1RX37_PIG,448.52,17,17,4.0629E6,80,80,783,,60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
4,318305,P27917|APOC3_PIG,443.65,72,72,1.5614E6,77,77,456,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
7,318311,P18648|APOA1_PIG,397.47,73,73,5.2538E5,84,84,230,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
5,318471,P01965|HBA_PIG,368.53,77,77,1.0445E6,65,65,399,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
14,319005,P02067|HBB_PIG,348.61,67,67,1.4291E5,40,40,73,Oxidation (M),16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
3,318303,P51524|PF11_PIG,347.55,47,47,3.6442E6,70,39,643,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
6,318310,P80054|PR39_PIG,327.07,45,45,2.2681E5,52,21,282,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
12,318803,P80272|HMGN2_PIG,305.22,79,79,1.9161E5,28,28,85,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
8,318301,Q6QAQ1|ACTB_PIG,303.48,48,48,6.4515E4,62,25,116,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
9,318329,Q95274|TYB4_PIG,274.44,95,95,3.8921E5,27,26,113,Oxidation (M),5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
10,318560,P09571|TRFE_PIG,271.03,18,18,1.0868E5,22,22,108,,76968,Serotransferrin OS=Sus scrofa OX=9823 GN=TF PE=1 SV=2
15,318302,P68137|ACTS_PIG,269.32,34,34,5.9133E2,39,2,71,Oxidation (M),42051,Actin  alpha skeletal muscle OS=Sus scrofa OX=9823 GN=ACTA1 PE=1 SV=1
19,318306,P0DSO0|SAA2_PIG,257.82,62,62,9.6572E4,26,26,41,Oxidation (M),14418,Serum amyloid A-2 protein OS=Sus scrofa OX=9823 GN=SAA2 PE=3 SV=1
26,318313,P19619|ANXA1_PIG,244.99,4,4,7.4898E4,11,11,26,,38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
20,318307,P02543|VIME_PIG,237.76,31,31,3.8665E4,31,31,38,Oxidation (M),53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
23,318359,P18650|APOE_PIG,230.46,22,22,6.0745E4,16,16,34,Oxidation (M),36599,Apolipoprotein E OS=Sus scrofa OX=9823 GN=APOE PE=1 SV=2
11,319560,Q8SPS7|HPT_PIG,229.76,17,17,1.9524E6,13,13,107,Oxidation (M),38482,Haptoglobin OS=Sus scrofa OX=9823 GN=HP PE=1 SV=1
21,318428,P00355|G3P_PIG,222.95,30,30,9.8941E4,15,15,35,Oxidation (M),35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
17,318314,P29700|FETUA_PIG,216.99,21,21,4.793E4,17,17,45,Oxidation (M),38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
31,320063,P08835|ALBU_PIG,209.51,11,11,1.0602E4,11,11,14,,69692,Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=2
24,318315,Q19AZ8|THRB_PIG,204.30,13,13,4.3705E4,15,15,32,,70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
29,318442,P10668|COF1_PIG,202.13,37,37,1.9223E4,12,12,17,Oxidation (M),18519,Cofilin-1 OS=Sus scrofa OX=9823 GN=CFL1 PE=1 SV=3
22,318326,P79263|ITIH4_PIG,197.13,9,9,4.1659E4,10,10,33,Oxidation (M),102146,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Sus scrofa OX=9823 GN=ITIH4 PE=1 SV=1
13,318328,P01025|CO3_PIG,188.97,6,6,7.5978E4,13,13,83,Oxidation (M),186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
18,318386,P62936|PPIA_PIG,180.92,31,31,5.815E4,10,10,44,,17869,Peptidyl-prolyl cis-trans isomerase A OS=Sus scrofa OX=9823 GN=PPIA PE=1 SV=2
16,318350,P06348|H1T_PIG,178.91,17,17,1.1186E5,13,13,49,,22059,Histone H1t OS=Sus scrofa OX=9823 GN=H1-6 PE=1 SV=1
25,318690,P21753|TYB10_PIG,175.90,55,55,8.4956E4,8,7,28,,4823,Thymosin beta-10 OS=Sus scrofa OX=9823 GN=TMSB10 PE=1 SV=2
