Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 37,Area Sample 37,#Peptides,#Unique,#Spec Sample 37,PTM,Avg. Mass,Description
1,1,tr|F1RX36|F1RX36_PIG,690.83,46,46,9.7984E6,444,444,1759,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
2,2,P01965|HBA_PIG,581.68,97,97,1.4943E6,287,287,874,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
3,6,tr|F1RX37|F1RX37_PIG,566.52,28,28,6.5672E6,121,121,843,Oxidation (M),60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
5,13,P27917|APOC3_PIG,513.83,78,78,9.676E5,105,105,336,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
6,9,P02067|HBB_PIG,509.05,76,76,5.6731E5,110,110,257,Oxidation (M),16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
7,5,P18648|APOA1_PIG,433.46,65,65,5.3961E5,73,73,201,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
13,15,P19619|ANXA1_PIG,393.31,12,12,1.1404E5,30,30,63,Oxidation (M),38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
9,4,P02543|VIME_PIG,375.47,31,31,9.8206E4,73,73,111,Oxidation (M),53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
10,3,Q6QAQ1|ACTB_PIG,364.37,49,49,3.3048E4,58,25,109,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
11,11,P68137|ACTS_PIG,363.72,40,40,2.075E4,54,21,96,Oxidation (M),42051,Actin  alpha skeletal muscle OS=Sus scrofa OX=9823 GN=ACTA1 PE=1 SV=1
4,7,P51524|PF11_PIG,350.75,59,59,2.3719E6,62,48,352,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
15,10,Q19AZ8|THRB_PIG,307.17,14,14,1.1381E5,26,26,55,Oxidation (M),70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
17,31,P18650|APOE_PIG,295.59,35,35,3.2767E4,20,20,37,Oxidation (M),36599,Apolipoprotein E OS=Sus scrofa OX=9823 GN=APOE PE=1 SV=2
8,12,P80054|PR39_PIG,291.99,41,41,1.5076E5,24,10,183,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
14,77,Q95274|TYB4_PIG,290.46,66,66,1.0493E5,23,23,57,,5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
12,27,P01025|CO3_PIG,281.21,10,10,1.0283E5,29,29,87,Oxidation (M),186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
20,24,P29700|FETUA_PIG,268.75,22,22,2.248E4,16,16,31,Oxidation (M),38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
25,700,P80272|HMGN2_PIG,265.44,82,82,1.0948E5,11,11,25,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
18,23,P49930|PMP23_PIG,264.57,30,30,7.4886E2,16,2,37,,17486,Antibacterial peptide PMAP-23 OS=Sus scrofa OX=9823 GN=PMAP23 PE=2 SV=1
21,26,P0DSO0|SAA2_PIG,262.88,64,64,1.2569E4,23,23,31,Oxidation (M),14418,Serum amyloid A-2 protein OS=Sus scrofa OX=9823 GN=SAA2 PE=3 SV=1
23,84,P62936|PPIA_PIG,262.30,35,35,1.5631E4,15,15,27,Oxidation (M),17869,Peptidyl-prolyl cis-trans isomerase A OS=Sus scrofa OX=9823 GN=PPIA PE=1 SV=2
19,32,P49931|PMP36_PIG,261.51,30,30,3.1313E3,15,1,34,,18647,Antibacterial peptide PMAP-36 OS=Sus scrofa OX=9823 GN=PMAP36 PE=2 SV=1
27,29,Q767L7|TBB5_PIG,261.18,28,28,1.1781E4,10,10,19,Oxidation (M),49671,Tubulin beta chain OS=Sus scrofa OX=9823 GN=TUBB PE=1 SV=1
30,59,P06867|PLMN_PIG,258.17,7,7,2.039E4,11,11,17,,90615,Plasminogen OS=Sus scrofa OX=9823 GN=PLG PE=1 SV=3
29,197,Q9TV61|MYH1_PIG,257.24,6,6,1.359E3,14,2,17,,223171,Myosin-1 OS=Sus scrofa OX=9823 GN=MYH1 PE=2 SV=1
28,147,Q9TV62|MYH4_PIG,249.83,6,6,0,13,1,17,,223234,Myosin-4 OS=Sus scrofa OX=9823 GN=MYH4 PE=2 SV=1
22,14,P00355|G3P_PIG,242.11,38,38,2.8701E4,17,17,28,Oxidation (M),35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
24,60,P09571|TRFE_PIG,236.69,7,7,1.727E4,16,16,26,,76968,Serotransferrin OS=Sus scrofa OX=9823 GN=TF PE=1 SV=2
16,47,O97507|FA12_PIG,219.90,11,11,5.6571E5,8,8,45,,68012,Coagulation factor XII OS=Sus scrofa OX=9823 GN=F12 PE=2 SV=1
34,697,P62901|RL31_PIG,215.94,26,26,7.3663E3,6,6,12,,14463,60S ribosomal protein L31 OS=Sus scrofa OX=9823 GN=RPL31 PE=1 SV=1
38,76,Q29308|RS19_PIG,184.11,14,14,4.2284E3,5,5,8,,15103,40S ribosomal protein S19 (Fragment) OS=Sus scrofa OX=9823 GN=RPS19 PE=2 SV=3
26,33,P08835|ALBU_PIG,180.70,10,10,4.1741E4,9,9,22,,69692,Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=2
32,82,Q29549|CLUS_PIG,175.55,18,18,6.6169E3,7,7,15,Oxidation (M),51775,Clusterin OS=Sus scrofa OX=9823 GN=CLU PE=1 SV=1
54,696,Q7SIB7|PGK1_PIG,167.52,6,6,8.3117E2,4,4,4,,44559,Phosphoglycerate kinase 1 OS=Sus scrofa OX=9823 GN=PGK1 PE=1 SV=3
35,40,Q29099|PTBP1_PIG,162.57,4,4,1.156E4,5,5,11,,59694,Polypyrimidine tract-binding protein 1 OS=Sus scrofa OX=9823 GN=PTBP1 PE=2 SV=2
46,280,P67985|RL22_PIG,157.22,12,12,3.0414E3,2,2,6,,14759,60S ribosomal protein L22 OS=Sus scrofa OX=9823 GN=RPL22 PE=1 SV=2
31,63,P79263|ITIH4_PIG,155.88,7,7,5.0464E4,6,6,15,,102146,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Sus scrofa OX=9823 GN=ITIH4 PE=1 SV=1
36,2612,P21753|TYB10_PIG,153.84,57,57,7.8554E3,6,6,9,,4823,Thymosin beta-10 OS=Sus scrofa OX=9823 GN=TMSB10 PE=1 SV=2
49,190,P50390|TTHY_PIG,147.63,11,11,6.5389E3,4,4,5,,16081,Transthyretin OS=Sus scrofa OX=9823 GN=TTR PE=1 SV=1
33,61,P06348|H1T_PIG,143.09,10,10,9.8609E3,8,8,13,,22059,Histone H1t OS=Sus scrofa OX=9823 GN=H1-6 PE=1 SV=1
50,56,P10668|COF1_PIG,138.37,21,21,3.9273E3,4,4,5,,18519,Cofilin-1 OS=Sus scrofa OX=9823 GN=CFL1 PE=1 SV=3
48,640,Q29052|ITIH1_PIG,136.07,5,5,1.7622E3,4,4,5,,100395,Inter-alpha-trypsin inhibitor heavy chain H1 OS=Sus scrofa OX=9823 GN=ITIH1 PE=2 SV=1
37,37,Q5S1U1|HSPB1_PIG,131.86,20,20,1.199E3,3,3,8,,22942,Heat shock protein beta-1 OS=Sus scrofa OX=9823 GN=HSPB1 PE=2 SV=1
58,177,Q2XVP4|TBA1B_PIG,131.04,7,7,3.2964E3,3,3,3,,50152,Tubulin alpha-1B chain OS=Sus scrofa OX=9823 GN=TUBA1B PE=1 SV=1
58,185,P02550|TBA1A_PIG,131.04,7,7,3.2964E3,3,3,3,,50069,Tubulin alpha-1A chain OS=Sus scrofa OX=9823 GN=TUBA1A PE=1 SV=1
41,802,P29269|MYL9_PIG,129.95,9,9,1.4183E4,2,2,7,Oxidation (M),19827,Myosin regulatory light polypeptide 9 OS=Sus scrofa OX=9823 GN=MYL9 PE=1 SV=2
45,81,O19084|CDSN_PIG,126.91,21,21,7.8118E2,4,4,6,Oxidation (M),21644,Corneodesmosin (Fragment) OS=Sus scrofa OX=9823 GN=CDSN PE=3 SV=1
55,766,Q9GLP2|PROC_PIG,125.67,3,3,2.1833E4,2,2,4,,51867,Vitamin K-dependent protein C OS=Sus scrofa OX=9823 GN=PROC PE=2 SV=1
57,1705,Q8MJ49|OSTF1_PIG,125.28,19,19,1.5428E3,3,3,4,Oxidation (M),23740,Osteoclast-stimulating factor 1 OS=Sus scrofa OX=9823 GN=OSTF1 PE=2 SV=1
60,48,Q8SPS7|HPT_PIG,107.83,9,9,8.5889E2,2,2,3,,38482,Haptoglobin OS=Sus scrofa OX=9823 GN=HP PE=1 SV=1
53,53,Q9GLP1|FA5_PIG,103.82,1,1,3.2777E3,2,2,4,,256078,Coagulation factor V OS=Sus scrofa OX=9823 GN=F5 PE=2 SV=1
75,5221,P12309|GLRX1_PIG,102.21,20,20,1.2328E3,2,2,2,,11828,Glutaredoxin-1 OS=Sus scrofa OX=9823 GN=GLRX PE=1 SV=2
40,93,Q5U9S1|MBL1_PIG,101.48,9,9,1.8156E3,2,2,7,Oxidation (M),26489,Mannose-binding protein A OS=Sus scrofa OX=9823 GN=MBL1 PE=1 SV=1
39,16,P62802|H4_PIG,100.33,39,39,1.0764E4,3,3,7,Oxidation (M),11367,Histone H4 OS=Sus scrofa OX=9823 PE=1 SV=2
61,286,P48819|VTNC_PIG,99.09,8,8,1.8634E3,3,3,3,Oxidation (M),52572,Vitronectin OS=Sus scrofa OX=9823 GN=VTN PE=1 SV=1
42,1703,Q07717|B2MG_PIG,98.47,15,15,3.5618E3,2,2,7,,13362,Beta-2-microglobulin OS=Sus scrofa OX=9823 GN=B2M PE=1 SV=1
44,516,P20305|GELS_PIG,96.54,8,8,1.6154E2,4,4,6,,84775,Gelsolin (Fragment) OS=Sus scrofa OX=9823 GN=GSN PE=1 SV=1
76,25,O02705|HS90A_PIG,93.57,5,5,5.585E2,2,2,2,Oxidation (M),84775,Heat shock protein HSP 90-alpha OS=Sus scrofa OX=9823 GN=HSP90AA1 PE=2 SV=3
47,1736,Q2LE37|APOM_PIG,92.35,12,12,1.4762E3,1,1,6,,21241,Apolipoprotein M OS=Sus scrofa OX=9823 GN=APOM PE=2 SV=1
63,593,O02668|ITIH2_PIG,91.81,3,3,0,2,2,2,,104622,Inter-alpha-trypsin inhibitor heavy chain H2 OS=Sus scrofa OX=9823 GN=ITIH2 PE=2 SV=1
59,1403,P80229|ILEU_PIG,89.52,4,4,7.94E2,1,1,3,,42513,Leukocyte elastase inhibitor OS=Sus scrofa OX=9823 GN=SERPINB1 PE=1 SV=1
51,133,Q95JC9|PRP_PIG,89.31,2,2,2.3536E3,3,3,5,,62283,Basic proline-rich protein OS=Sus scrofa OX=9823 PE=1 SV=2
67,1448,O79876|COX1_PIG,84.85,2,2,0,2,2,2,,56958,Cytochrome c oxidase subunit 1 OS=Sus scrofa OX=9823 GN=MT-CO1 PE=3 SV=2
73,699,Q71LE2|H33_PIG,83.31,23,23,1.4671E3,2,2,2,,15328,Histone H3.3 OS=Sus scrofa OX=9823 GN=H3-3A PE=2 SV=3
62,12088,P31950|S10AB_PIG,82.60,10,10,8.4882E2,2,2,3,,11180,Protein S100-A11 OS=Sus scrofa OX=9823 GN=S100A11 PE=1 SV=1
79,828,Q5XLD3|KCRM_PIG,82.60,10,10,3.2941E2,2,2,2,,43059,Creatine kinase M-type OS=Sus scrofa OX=9823 GN=CKM PE=2 SV=1
72,3016,P29412|EF1B_PIG,82.52,7,7,6.5795E2,1,1,2,Oxidation (M),24960,Elongation factor 1-beta OS=Sus scrofa OX=9823 GN=EEF1B PE=1 SV=1
56,62,P26044|RADI_PIG,82.33,6,6,1.2454E4,2,2,4,Oxidation (M),68550,Radixin OS=Sus scrofa OX=9823 GN=RDX PE=2 SV=1
74,83,P50447|A1AT_PIG,77.07,4,4,5.8857E2,1,1,2,,47194,Alpha-1-antitrypsin OS=Sus scrofa OX=9823 GN=SERPINA1 PE=2 SV=1
117,7671,P62831|RL23_PIG,75.66,11,11,0,1,1,1,Oxidation (M),14865,60S ribosomal protein L23 OS=Sus scrofa OX=9823 GN=RPL23 PE=1 SV=1
115,1924,Q007T2|CDC42_PIG,75.39,7,7,0,1,1,1,Oxidation (M),21259,Cell division control protein 42 homolog OS=Sus scrofa OX=9823 GN=CDC42 PE=2 SV=2
83,373,Q6S4N2|HS71B_PIG,74.78,2,2,0,1,1,1,,70098,Heat shock 70 kDa protein 1B OS=Sus scrofa OX=9823 GN=HSPA1B PE=2 SV=1
83,299,P34930|HS71A_PIG,74.78,2,2,0,1,1,1,,70083,Heat shock 70 kDa protein 1A OS=Sus scrofa OX=9823 GN=HSPA1A PE=3 SV=1
83,438,A5A8V7|HS71L_PIG,74.78,2,2,0,1,1,1,,70344,Heat shock 70 kDa protein 1-like OS=Sus scrofa OX=9823 GN=HSPA1L PE=2 SV=1
105,2048,A1XQU1|PSB7_PIG,71.04,3,3,2.2744E2,1,1,1,,29980,Proteasome subunit beta type-7 OS=Sus scrofa OX=9823 GN=PSMB7 PE=2 SV=2
127,1522,P19620|ANXA2_PIG,69.80,4,4,2.3787E2,1,1,1,,38542,Annexin A2 OS=Sus scrofa OX=9823 GN=ANXA2 PE=1 SV=4
114,302,P80015|CAP7_PIG,69.07,6,6,5.062E1,1,1,1,,27039,Azurocidin OS=Sus scrofa OX=9823 GN=AZU1 PE=1 SV=2
69,1287,Q9GK37|CBG_PIG,68.30,2,2,6.5943E2,1,1,2,,45189,Corticosteroid-binding globulin OS=Sus scrofa OX=9823 GN=Serpina6 PE=2 SV=1
66,330,O62787|GTR3_PIG,65.42,6,6,2.4707E2,2,2,2,Oxidation (M),53963,Solute carrier family 2  facilitated glucose transporter member 3 OS=Sus scrofa OX=9823 GN=SLC2A3 PE=2 SV=2
123,715,P02725|GLPA_PIG,63.81,18,18,0,1,1,1,,14000,Glycophorin-A OS=Sus scrofa OX=9823 GN=GYPA PE=1 SV=1
77,108,P80310|S10AC_PIG,62.97,15,15,1.5897E3,1,1,2,,10745,Protein S100-A12 OS=Sus scrofa OX=9823 GN=S100A12 PE=1 SV=2
70,136,P53714|ITB2_PIG,59.12,2,2,2.7398E2,2,2,2,Oxidation (M),84790,Integrin beta-2 OS=Sus scrofa OX=9823 GN=ITGB2 PE=2 SV=1
78,667,P00791|PEPA_PIG,58.77,4,4,5.3989E2,1,1,2,,41262,Pepsin A OS=Sus scrofa OX=9823 GN=PGA PE=1 SV=3
111,1514,P82460|THIO_PIG,57.78,8,8,3.8639E2,1,1,1,,11829,Thioredoxin OS=Sus scrofa OX=9823 GN=TXN PE=1 SV=3
109,1861,O46409|APOA4_PIG,57.14,7,7,3.1356E2,1,1,1,,43294,Apolipoprotein A-IV OS=Sus scrofa OX=9823 GN=APOA4 PE=2 SV=1
126,1542,P00571|KAD1_PIG,56.80,8,8,0,1,1,1,,21639,Adenylate kinase isoenzyme 1 OS=Sus scrofa OX=9823 GN=AK1 PE=1 SV=1
128,2631,Q95281|RL29_PIG,55.04,16,16,2.3418E2,1,1,1,,17498,60S ribosomal protein L29 OS=Sus scrofa OX=9823 GN=RPL29 PE=1 SV=4
124,1236,O13009|GUC2B_PIG,54.07,10,10,1.6999E2,1,1,1,,12044,Guanylate cyclase activator 2B OS=Sus scrofa OX=9823 GN=GUCA2B PE=3 SV=1
89,112,O02773|MA1A1_PIG,51.08,2,2,1.2529E2,1,1,1,,73197,Mannosyl-oligosaccharide 1 2-alpha-mannosidase IA OS=Sus scrofa OX=9823 GN=MAN1A1 PE=1 SV=1
95,96,P16469|LOX15_PIG,49.54,2,2,4.1069E2,1,1,1,,75004,Polyunsaturated fatty acid lipoxygenase ALOX15 OS=Sus scrofa OX=9823 GN=ALOX15 PE=1 SV=3
99,1107,Q6PQZ1|AQP1_PIG,49.32,6,6,2.3387E3,1,1,1,Oxidation (M),28679,Aquaporin-1 OS=Sus scrofa OX=9823 GN=AQP1 PE=2 SV=3
129,9772,Q29187|RL4_PIG,46.12,17,17,0,1,1,1,,11132,60S ribosomal protein L4 (Fragment) OS=Sus scrofa OX=9823 GN=RPL4 PE=2 SV=1
104,1365,Q4GWZ2|RSSA_PIG,45.11,6,6,0,1,1,1,,32928,40S ribosomal protein SA OS=Sus scrofa OX=9823 GN=RPSA PE=1 SV=3
98,465,Q2I689|PLAL1_PIG,45.11,3,3,2.1604E2,1,1,1,,51058,Zinc finger protein PLAGL1 OS=Sus scrofa OX=9823 GN=PLAGL1 PE=2 SV=1
52,42,C0HL13|LRP2_PIG,44.80,1,1,1.5177E3,1,1,4,,521313,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
101,1571,P52649|CY24B_PIG,43.42,4,4,2.6334E2,1,1,1,,55830,Cytochrome b-245 heavy chain (Fragment) OS=Sus scrofa OX=9823 GN=CYBB PE=2 SV=2
71,714,O62640|PIAP_PIG,42.89,3,3,1.451E4,1,1,2,Oxidation (M),40977,Putative inhibitor of apoptosis OS=Sus scrofa OX=9823 GN=PIAP PE=2 SV=1
96,73,A0P8Z5|UIMC1_PIG,42.58,2,2,7.5611E2,1,1,1,,79863,BRCA1-A complex subunit RAP80 OS=Sus scrofa OX=9823 GN=UIMC1 PE=1 SV=1
107,1848,Q69DL0|C1QA_PIG,42.25,4,4,2.0384E3,1,1,1,,26483,Complement C1q subcomponent subunit A OS=Sus scrofa OX=9823 GN=C1QA PE=2 SV=1
118,2058,Q75NG9|TNNT3_PIG,41.91,6,6,0,1,1,1,,32176,Troponin T  fast skeletal muscle OS=Sus scrofa OX=9823 GN=TNNT3 PE=2 SV=1
125,998,Q95ND5|CASP3_PIG,41.47,5,5,1.3257E3,1,1,1,Oxidation (M),31379,Caspase-3 OS=Sus scrofa OX=9823 GN=CASP3 PE=1 SV=1
100,489,P17741|HMGB2_PIG,41.23,7,7,2.0393E3,1,1,1,Oxidation (M),24133,High mobility group protein B2 OS=Sus scrofa OX=9823 GN=HMGB2 PE=1 SV=2
110,1664,P32306|OXYR_PIG,40.94,2,2,7.5253E3,1,1,1,,42524,Oxytocin receptor OS=Sus scrofa OX=9823 GN=OXTR PE=2 SV=1
131,436,Q9TTK7|OLR1_PIG,40.87,5,5,6.2682E2,1,1,1,,31143,Oxidized low-density lipoprotein receptor 1 OS=Sus scrofa OX=9823 GN=OLR1 PE=2 SV=1
84,72,F1RWC3|CUBN_PIG,40.75,0,0,6.1067E2,1,1,1,,397368,Cubilin OS=Sus scrofa OX=9823 GN=CUBN PE=1 SV=3
94,54,Q1KYT0|ENOB_PIG,40.63,4,4,1.0867E2,1,1,1,,47130,Beta-enolase OS=Sus scrofa OX=9823 GN=ENO3 PE=2 SV=1
80,660,Q4PS85|MYOZ1_PIG,40.05,6,6,1.6246E2,1,1,2,,31667,Myozenin-1 OS=Sus scrofa OX=9823 GN=MYOZ1 PE=2 SV=1
108,852,Q28997|ADRB2_PIG,38.92,7,7,0,1,1,1,,46760,Beta-2 adrenergic receptor OS=Sus scrofa OX=9823 GN=ADRB2 PE=2 SV=2
103,169,P11483|ACM3_PIG,38.88,2,2,2.7655E2,1,1,1,,66078,Muscarinic acetylcholine receptor M3 OS=Sus scrofa OX=9823 GN=CHRM3 PE=3 SV=1
132,1269,P16545|IGF1_PIG,38.72,7,7,9.3181E2,1,1,1,,17010,Insulin-like growth factor I OS=Sus scrofa OX=9823 GN=IGF1 PE=2 SV=1
119,1347,Q9XSZ6|FCERG_PIG,37.87,24,24,3.1515E2,1,1,1,,9681,High affinity immunoglobulin epsilon receptor subunit gamma OS=Sus scrofa OX=9823 GN=FCER1G PE=3 SV=1
120,1771,P51779|CFAD_PIG,37.41,5,5,0,1,1,1,,27764,Complement factor D OS=Sus scrofa OX=9823 GN=CFD PE=2 SV=1
106,1077,Q06AU4|RAB34_PIG,35.85,3,3,0,1,1,1,,29115,Ras-related protein Rab-34 OS=Sus scrofa OX=9823 GN=RAB34 PE=2 SV=1
112,1095,Q8WNE9|BAALC_PIG,35.58,5,5,0,1,1,1,,15401,Brain and acute leukemia cytoplasmic protein OS=Sus scrofa OX=9823 GN=BAALC PE=2 SV=3
93,193,P03974|TERA_PIG,35.42,2,2,2.7474E3,1,1,1,,89289,Transitional endoplasmic reticulum ATPase OS=Sus scrofa OX=9823 GN=VCP PE=1 SV=5
133,1389,P79260|ARRS_PIG,34.12,5,5,7.2346E1,1,1,1,,45103,S-arrestin OS=Sus scrofa OX=9823 GN=SAG PE=2 SV=1
113,2045,Q5W9D5|QKI_PIG,33.97,4,4,4.0145E2,1,1,1,,37671,KH domain-containing RNA-binding protein QKI OS=Sus scrofa OX=9823 GN=QKI PE=2 SV=1
102,958,P27594|MX1_PIG,33.35,2,2,4.0294E2,1,1,1,,75587,Interferon-induced GTP-binding protein Mx1 OS=Sus scrofa OX=9823 GN=MX1 PE=2 SV=1
