Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 73,Area Sample 73,#Peptides,#Unique,#Spec Sample 73,PTM,Avg. Mass,Description
1,1,tr|F1RX36|F1RX36_PIG,317.59,39,39,4.0083E6,233,233,1137,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
2,13,P27917|APOC3_PIG,276.36,77,77,2.0946E6,97,97,750,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
4,6,tr|F1RX37|F1RX37_PIG,236.43,20,20,1.8277E6,66,66,392,Oxidation (M),60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
8,2,P01965|HBA_PIG,229.96,92,92,2.5102E5,83,83,187,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
3,7,P51524|PF11_PIG,220.72,52,52,1.2203E6,74,34,648,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
10,5,P18648|APOA1_PIG,208.65,55,55,1.3448E5,39,39,122,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
5,12,P80054|PR39_PIG,198.26,40,40,7.5816E3,45,5,235,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
6,23,P49930|PMP23_PIG,195.51,37,37,1.0147E3,41,1,230,,17486,Antibacterial peptide PMAP-23 OS=Sus scrofa OX=9823 GN=PMAP23 PE=2 SV=1
7,32,P49931|PMP36_PIG,195.38,33,33,1.9952E2,41,1,230,,18647,Antibacterial peptide PMAP-36 OS=Sus scrofa OX=9823 GN=PMAP36 PE=2 SV=1
11,9,P02067|HBB_PIG,190.25,50,50,8.0572E4,25,25,82,,16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
13,10,Q19AZ8|THRB_PIG,171.86,18,18,5.6341E4,20,20,49,,70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
12,3,Q6QAQ1|ACTB_PIG,168.44,39,39,1.7783E4,28,16,70,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
9,133,Q95JC9|PRP_PIG,156.50,12,12,2.1235E5,24,22,169,,62283,Basic proline-rich protein OS=Sus scrofa OX=9823 PE=1 SV=2
16,26,P0DSO0|SAA2_PIG,142.71,49,49,3.7383E4,17,17,35,,14418,Serum amyloid A-2 protein OS=Sus scrofa OX=9823 GN=SAA2 PE=3 SV=1
17,15,P19619|ANXA1_PIG,134.10,4,4,3.1688E4,7,7,26,,38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
18,31,P18650|APOE_PIG,128.22,24,24,2.6754E4,14,14,22,,36599,Apolipoprotein E OS=Sus scrofa OX=9823 GN=APOE PE=1 SV=2
14,11,P68137|ACTS_PIG,124.98,16,16,6.0483E2,13,1,38,Oxidation (M),42051,Actin  alpha skeletal muscle OS=Sus scrofa OX=9823 GN=ACTA1 PE=1 SV=1
21,286,P48819|VTNC_PIG,122.07,4,4,2.4682E4,6,6,20,,52572,Vitronectin OS=Sus scrofa OX=9823 GN=VTN PE=1 SV=1
