Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 23,Area Sample 23,#Peptides,#Unique,#Spec Sample 23,PTM,Avg. Mass,Description
1,1,tr|F1RX36|F1RX36_PIG,554.74,55,55,2.7675E7,1063,1063,4458,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
2,6,tr|F1RX37|F1RX37_PIG,395.40,32,32,1.2438E7,156,156,1153,Oxidation (M),60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
4,13,P27917|APOC3_PIG,392.36,79,79,5.5932E6,138,138,620,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
6,5,P18648|APOA1_PIG,375.42,85,85,2.2602E6,149,149,465,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
7,2,P01965|HBA_PIG,352.29,97,97,6.4613E5,154,154,322,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
8,3,Q6QAQ1|ACTB_PIG,333.20,70,70,2.407E5,137,52,271,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
9,4,P02543|VIME_PIG,322.48,34,34,5.1011E5,126,126,226,Oxidation (M),53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
11,11,P68137|ACTS_PIG,310.08,58,58,1.9108E4,100,15,179,Oxidation (M),42051,Actin  alpha skeletal muscle OS=Sus scrofa OX=9823 GN=ACTA1 PE=1 SV=1
12,26,P0DSO0|SAA2_PIG,305.66,82,82,3.5484E5,85,85,164,Oxidation (M),14418,Serum amyloid A-2 protein OS=Sus scrofa OX=9823 GN=SAA2 PE=3 SV=1
14,31,P18650|APOE_PIG,299.20,57,57,3.7658E5,67,67,144,Oxidation (M),36599,Apolipoprotein E OS=Sus scrofa OX=9823 GN=APOE PE=1 SV=2
3,7,P51524|PF11_PIG,291.14,60,60,8.8115E6,77,55,687,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
20,15,P19619|ANXA1_PIG,286.06,21,21,4.0961E5,40,40,82,Oxidation (M),38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
13,10,Q19AZ8|THRB_PIG,285.83,23,23,6.1551E5,54,54,151,Oxidation (M),70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
16,9,P02067|HBB_PIG,283.63,89,89,2.1146E5,53,53,100,Oxidation (M),16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
18,700,P80272|HMGN2_PIG,273.36,91,91,2.4072E5,31,31,83,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
15,14,P00355|G3P_PIG,263.15,67,67,2.2161E5,53,53,107,Oxidation (M),35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
19,84,P62936|PPIA_PIG,263.14,60,60,2.5443E5,50,50,83,Oxidation (M),17869,Peptidyl-prolyl cis-trans isomerase A OS=Sus scrofa OX=9823 GN=PPIA PE=1 SV=2
5,12,P80054|PR39_PIG,262.09,44,44,9.5218E5,48,28,474,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
10,27,P01025|CO3_PIG,260.16,13,13,6.3373E5,52,52,192,Oxidation (M),186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
21,77,Q95274|TYB4_PIG,245.88,86,86,5.4616E5,33,32,73,Oxidation (M),5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
17,61,P06348|H1T_PIG,243.94,29,29,3.9679E5,38,38,95,,22059,Histone H1t OS=Sus scrofa OX=9823 GN=H1-6 PE=1 SV=1
23,82,Q29549|CLUS_PIG,234.76,29,29,8.822E4,30,30,55,Oxidation (M),51775,Clusterin OS=Sus scrofa OX=9823 GN=CLU PE=1 SV=1
34,148,P21692|MMP1_PIG,227.68,7,7,3.0625E4,19,19,27,,53666,Interstitial collagenase OS=Sus scrofa OX=9823 GN=MMP1 PE=1 SV=2
32,29,Q767L7|TBB5_PIG,226.02,29,29,1.3618E4,22,10,32,Oxidation (M),49671,Tubulin beta chain OS=Sus scrofa OX=9823 GN=TUBB PE=1 SV=1
22,24,P29700|FETUA_PIG,221.69,14,14,1.3819E5,25,25,63,Oxidation (M),38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
24,30,P49932|PMP37_PIG,220.83,34,34,4.8846E2,23,1,55,,18927,Antibacterial peptide PMAP-37 OS=Sus scrofa OX=9823 GN=PMAP37 PE=2 SV=1
25,23,P49930|PMP23_PIG,219.79,37,37,4.8755E3,23,3,54,,17486,Antibacterial peptide PMAP-23 OS=Sus scrofa OX=9823 GN=PMAP23 PE=2 SV=1
31,56,P10668|COF1_PIG,206.98,54,54,5.0762E4,24,24,34,Oxidation (M),18519,Cofilin-1 OS=Sus scrofa OX=9823 GN=CFL1 PE=1 SV=3
