Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 4,Area Sample 4,#Peptides,#Unique,#Spec Sample 4,PTM,Avg. Mass,Description
2,13,P27917|APOC3_PIG,437.55,77,77,4.6446E6,145,145,1313,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
1,1,tr|F1RX36|F1RX36_PIG,430.09,41,41,8.4003E6,331,331,1881,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
3,2,P01965|HBA_PIG,385.31,97,97,4.3855E6,205,205,1273,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
8,9,P02067|HBB_PIG,354.19,68,68,8.0639E5,103,103,263,Oxidation (M),16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
5,6,tr|F1RX37|F1RX37_PIG,327.32,9,9,2.3536E6,66,66,467,,60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
7,5,P18648|APOA1_PIG,309.87,74,74,4.1905E5,93,93,292,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
4,7,P51524|PF11_PIG,268.41,57,57,2.9074E6,86,53,853,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
10,77,Q95274|TYB4_PIG,255.50,84,84,8.446E5,33,33,156,,5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
6,12,P80054|PR39_PIG,242.23,46,46,4.0109E5,57,24,428,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
11,15,P19619|ANXA1_PIG,229.61,5,5,1.1517E5,22,22,63,,38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
12,700,P80272|HMGN2_PIG,214.56,84,84,7.2405E4,19,19,62,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
9,27,P01025|CO3_PIG,199.08,4,4,3.7508E5,28,28,182,Oxidation (M),186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
13,3,Q6QAQ1|ACTB_PIG,194.44,33,33,1.8959E4,28,8,57,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
14,10,Q19AZ8|THRB_PIG,188.02,16,16,6.7689E4,25,25,54,,70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
16,4,P02543|VIME_PIG,185.60,25,25,3.6897E4,30,30,48,Oxidation (M),53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
17,11,P68137|ACTS_PIG,182.60,25,25,8.1718E2,21,1,41,Oxidation (M),42051,Actin  alpha skeletal muscle OS=Sus scrofa OX=9823 GN=ACTA1 PE=1 SV=1
23,14,P00355|G3P_PIG,171.11,28,28,1.4892E4,15,15,22,Oxidation (M),35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
19,24,P29700|FETUA_PIG,158.31,16,16,1.8726E4,16,16,30,Oxidation (M),38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
