Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 61,Area Sample 61,#Peptides,#Unique,#Spec Sample 61,PTM,Avg. Mass,Description
1,1,tr|F1RX36|F1RX36_PIG,593.48,47,47,7.9435E6,476,476,2189,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
3,6,tr|F1RX37|F1RX37_PIG,512.12,28,28,4.7682E6,127,127,928,Oxidation (M),60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
4,13,P27917|APOC3_PIG,418.88,71,71,5.1568E5,74,74,327,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
2,7,P51524|PF11_PIG,398.31,61,61,6.4019E6,123,78,959,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
7,5,P18648|APOA1_PIG,374.86,57,57,1.7086E5,72,72,158,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
6,3,Q6QAQ1|ACTB_PIG,360.45,56,56,5.4439E4,93,48,162,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
5,12,P80054|PR39_PIG,348.25,41,41,9.3559E4,58,13,274,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
8,2,P01965|HBA_PIG,325.79,74,74,1.4514E5,55,55,102,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
11,26,P0DSO0|SAA2_PIG,317.11,78,78,1.3244E5,40,40,77,Oxidation (M),14418,Serum amyloid A-2 protein OS=Sus scrofa OX=9823 GN=SAA2 PE=3 SV=1
17,9,P02067|HBB_PIG,310.91,59,59,3.9093E4,35,35,54,Oxidation (M),16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
12,11,P68137|ACTS_PIG,303.45,39,39,0,46,1,73,Oxidation (M),42051,Actin  alpha skeletal muscle OS=Sus scrofa OX=9823 GN=ACTA1 PE=1 SV=1
20,15,P19619|ANXA1_PIG,298.12,12,12,9.4317E4,21,21,38,Oxidation (M),38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
9,77,Q95274|TYB4_PIG,294.46,95,95,2.6456E5,37,36,101,Oxidation (M),5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
16,4,P02543|VIME_PIG,274.07,29,29,4.4424E4,39,39,56,Oxidation (M),53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
15,24,P29700|FETUA_PIG,242.25,19,19,8.419E4,18,18,58,Oxidation (M),38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
18,10,Q19AZ8|THRB_PIG,239.05,15,15,2.2823E4,21,21,48,Oxidation (M),70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
22,61,P06348|H1T_PIG,236.37,18,18,1.8834E4,20,20,32,,22059,Histone H1t OS=Sus scrofa OX=9823 GN=H1-6 PE=1 SV=1
24,700,P80272|HMGN2_PIG,234.61,53,53,1.3692E4,11,11,21,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
19,63,P79263|ITIH4_PIG,232.14,7,7,7.7079E4,17,17,40,,102146,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Sus scrofa OX=9823 GN=ITIH4 PE=1 SV=1
10,27,P01025|CO3_PIG,229.78,7,7,1.656E5,29,29,91,Oxidation (M),186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
21,14,P00355|G3P_PIG,228.78,37,37,5.3365E4,19,19,37,Oxidation (M),35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
23,84,P62936|PPIA_PIG,194.68,26,26,3.3125E4,11,11,30,,17869,Peptidyl-prolyl cis-trans isomerase A OS=Sus scrofa OX=9823 GN=PPIA PE=1 SV=2
14,48,Q8SPS7|HPT_PIG,186.92,12,12,1.5148E5,7,7,62,Oxidation (M),38482,Haptoglobin OS=Sus scrofa OX=9823 GN=HP PE=1 SV=1
25,59,P06867|PLMN_PIG,179.31,3,3,2.6844E4,9,9,16,,90615,Plasminogen OS=Sus scrofa OX=9823 GN=PLG PE=1 SV=3
35,697,P62901|RL31_PIG,168.30,26,26,2.8332E3,5,5,7,,14463,60S ribosomal protein L31 OS=Sus scrofa OX=9823 GN=RPL31 PE=1 SV=1
31,29,Q767L7|TBB5_PIG,167.43,17,17,1.4689E3,8,8,8,Oxidation (M),49671,Tubulin beta chain OS=Sus scrofa OX=9823 GN=TUBB PE=1 SV=1
26,2612,P21753|TYB10_PIG,165.36,55,55,2.0395E4,8,7,16,,4823,Thymosin beta-10 OS=Sus scrofa OX=9823 GN=TMSB10 PE=1 SV=2
13,47,O97507|FA12_PIG,156.38,6,6,3.6452E5,5,5,73,,68012,Coagulation factor XII OS=Sus scrofa OX=9823 GN=F12 PE=2 SV=1
27,31,P18650|APOE_PIG,149.65,15,15,1.0303E4,8,8,12,,36599,Apolipoprotein E OS=Sus scrofa OX=9823 GN=APOE PE=1 SV=2
28,33,P08835|ALBU_PIG,144.26,6,6,4.2117E3,6,6,10,,69692,Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=2
46,1705,Q8MJ49|OSTF1_PIG,132.17,7,7,1.202E3,2,2,3,,23740,Osteoclast-stimulating factor 1 OS=Sus scrofa OX=9823 GN=OSTF1 PE=2 SV=1
37,185,P02550|TBA1A_PIG,131.37,6,6,2.1253E3,3,3,5,,50069,Tubulin alpha-1A chain OS=Sus scrofa OX=9823 GN=TUBA1A PE=1 SV=1
37,177,Q2XVP4|TBA1B_PIG,131.37,6,6,2.1253E3,3,3,5,,50152,Tubulin alpha-1B chain OS=Sus scrofa OX=9823 GN=TUBA1B PE=1 SV=1
29,96,P16469|LOX15_PIG,127.29,8,8,3.6288E3,6,6,9,Oxidation (M),75004,Polyunsaturated fatty acid lipoxygenase ALOX15 OS=Sus scrofa OX=9823 GN=ALOX15 PE=1 SV=3
38,37,Q5S1U1|HSPB1_PIG,126.07,21,21,2.6344E3,3,3,5,,22942,Heat shock protein beta-1 OS=Sus scrofa OX=9823 GN=HSPB1 PE=2 SV=1
33,56,P10668|COF1_PIG,122.50,26,26,6.6543E3,5,5,7,Oxidation (M),18519,Cofilin-1 OS=Sus scrofa OX=9823 GN=CFL1 PE=1 SV=3
34,489,P17741|HMGB2_PIG,120.49,30,30,7.8412E2,5,4,7,Oxidation (M),24133,High mobility group protein B2 OS=Sus scrofa OX=9823 GN=HMGB2 PE=1 SV=2
43,190,P50390|TTHY_PIG,117.22,11,11,1.8502E3,3,3,4,,16081,Transthyretin OS=Sus scrofa OX=9823 GN=TTR PE=1 SV=1
39,82,Q29549|CLUS_PIG,114.84,6,6,2.192E3,3,3,5,Oxidation (M),51775,Clusterin OS=Sus scrofa OX=9823 GN=CLU PE=1 SV=1
30,133,Q95JC9|PRP_PIG,110.94,4,4,9.1927E3,3,2,9,,62283,Basic proline-rich protein OS=Sus scrofa OX=9823 PE=1 SV=2
44,2631,Q95281|RL29_PIG,99.14,19,19,1.0596E3,3,3,4,,17498,60S ribosomal protein L29 OS=Sus scrofa OX=9823 GN=RPL29 PE=1 SV=4
61,802,P29269|MYL9_PIG,90.03,9,9,8.2121E2,2,2,2,Oxidation (M),19827,Myosin regulatory light polypeptide 9 OS=Sus scrofa OX=9823 GN=MYL9 PE=1 SV=2
42,60,P09571|TRFE_PIG,86.58,3,3,1.107E3,2,2,4,,76968,Serotransferrin OS=Sus scrofa OX=9823 GN=TF PE=1 SV=2
41,438,A5A8V7|HS71L_PIG,85.08,4,4,5.7862E2,2,2,4,,70344,Heat shock 70 kDa protein 1-like OS=Sus scrofa OX=9823 GN=HSPA1L PE=2 SV=1
41,373,Q6S4N2|HS71B_PIG,85.08,4,4,5.7862E2,2,2,4,,70098,Heat shock 70 kDa protein 1B OS=Sus scrofa OX=9823 GN=HSPA1B PE=2 SV=1
54,76,Q29308|RS19_PIG,81.58,10,10,2.9995E3,1,1,3,,15103,40S ribosomal protein S19 (Fragment) OS=Sus scrofa OX=9823 GN=RPS19 PE=2 SV=3
40,302,P80015|CAP7_PIG,81.53,6,6,8.8206E2,2,2,5,,27039,Azurocidin OS=Sus scrofa OX=9823 GN=AZU1 PE=1 SV=2
70,83,P50447|A1AT_PIG,79.91,4,4,1.5425E3,1,1,1,,47194,Alpha-1-antitrypsin OS=Sus scrofa OX=9823 GN=SERPINA1 PE=2 SV=1
45,53,Q9GLP1|FA5_PIG,78.95,1,1,0,2,2,3,,256078,Coagulation factor V OS=Sus scrofa OX=9823 GN=F5 PE=2 SV=1
62,16,P62802|H4_PIG,78.18,23,23,2.0678E3,2,2,2,,11367,Histone H4 OS=Sus scrofa OX=9823 PE=1 SV=2
51,286,P48819|VTNC_PIG,72.41,3,3,5.4502E2,2,2,3,,52572,Vitronectin OS=Sus scrofa OX=9823 GN=VTN PE=1 SV=1
47,766,Q9GLP2|PROC_PIG,72.16,3,3,1.1927E4,1,1,3,,51867,Vitamin K-dependent protein C OS=Sus scrofa OX=9823 GN=PROC PE=2 SV=1
105,280,P67985|RL22_PIG,70.69,11,11,0,1,1,1,,14759,60S ribosomal protein L22 OS=Sus scrofa OX=9823 GN=RPL22 PE=1 SV=2
86,25,O02705|HS90A_PIG,68.87,3,3,1.9805E2,1,1,1,Oxidation (M),84775,Heat shock protein HSP 90-alpha OS=Sus scrofa OX=9823 GN=HSP90AA1 PE=2 SV=3
52,136,P53714|ITB2_PIG,65.78,4,4,6.4913E2,2,2,3,Oxidation (M),84790,Integrin beta-2 OS=Sus scrofa OX=9823 GN=ITGB2 PE=2 SV=1
58,2614,P50828|HEMO_PIG,63.98,2,2,3.275E3,1,1,2,,51306,Hemopexin OS=Sus scrofa OX=9823 GN=HPX PE=1 SV=1
60,1882,P12682|HMGB1_PIG,61.84,12,12,0,2,1,2,,24917,High mobility group protein B1 OS=Sus scrofa OX=9823 GN=HMGB1 PE=1 SV=3
81,409,Q863I2|OXSR1_PIG,61.60,2,2,0,1,1,1,,58233,Serine/threonine-protein kinase OSR1 OS=Sus scrofa OX=9823 GN=OXSR1 PE=2 SV=1
77,148,P21692|MMP1_PIG,61.43,3,3,2.3711E2,1,1,1,,53666,Interstitial collagenase OS=Sus scrofa OX=9823 GN=MMP1 PE=1 SV=2
53,90,Q29221|CAZA2_PIG,58.36,5,5,3.363E3,1,1,3,,32981,F-actin-capping protein subunit alpha-2 OS=Sus scrofa OX=9823 GN=CAPZA2 PE=2 SV=3
53,731,A0PFK5|CAZA1_PIG,58.36,5,5,3.363E3,1,1,3,,33017,F-actin-capping protein subunit alpha-1 OS=Sus scrofa OX=9823 GN=CAPZA1 PE=1 SV=1
50,54,Q1KYT0|ENOB_PIG,57.35,3,3,3.9271E2,1,1,3,,47130,Beta-enolase OS=Sus scrofa OX=9823 GN=ENO3 PE=2 SV=1
79,696,Q7SIB7|PGK1_PIG,55.53,3,3,1.6253E2,1,1,1,,44559,Phosphoglycerate kinase 1 OS=Sus scrofa OX=9823 GN=PGK1 PE=1 SV=3
91,2902,P80031|GSTP1_PIG,53.85,5,5,2.2169E3,1,1,1,,23497,Glutathione S-transferase P OS=Sus scrofa OX=9823 GN=GSTP1 PE=1 SV=2
48,46,P14632|TRFL_PIG,50.51,3,3,1.8011E3,1,1,3,,77626,Lactotransferrin OS=Sus scrofa OX=9823 GN=LTF PE=1 SV=3
97,2789,A1XQU5|RL27_PIG,49.54,7,7,5.8132E2,1,1,1,,15798,60S ribosomal protein L27 OS=Sus scrofa OX=9823 GN=RPL27 PE=1 SV=1
95,1931,Q9GKE2|CXL16_PIG,49.22,10,10,6.894E1,1,1,1,,27570,C-X-C motif chemokine 16 OS=Sus scrofa OX=9823 GN=CXCL16 PE=2 SV=1
87,108,P80310|S10AC_PIG,48.46,15,15,5.6626E2,1,1,1,,10745,Protein S100-A12 OS=Sus scrofa OX=9823 GN=S100A12 PE=1 SV=2
94,1861,O46409|APOA4_PIG,48.21,7,7,0,1,1,1,,43294,Apolipoprotein A-IV OS=Sus scrofa OX=9823 GN=APOA4 PE=2 SV=1
73,166,P12675|ICAL_PIG,47.38,3,3,2.7095E2,1,1,1,Oxidation (M),77124,Calpastatin OS=Sus scrofa OX=9823 GN=CAST PE=1 SV=1
59,5221,P12309|GLRX1_PIG,45.21,15,15,0,1,1,2,,11828,Glutaredoxin-1 OS=Sus scrofa OX=9823 GN=GLRX PE=1 SV=2
90,1070,P14332|6PGD_PIG,44.98,6,6,8.8719E1,1,1,1,,27806,6-phosphogluconate dehydrogenase  decarboxylating (Fragment) OS=Sus scrofa OX=9823 GN=PGD PE=2 SV=3
106,5200,P59083|PHP14_PIG,42.63,11,11,4.1632E2,1,1,1,,13932,14 kDa phosphohistidine phosphatase OS=Sus scrofa OX=9823 GN=PHPT1 PE=1 SV=2
101,1703,Q07717|B2MG_PIG,42.09,7,7,0,1,1,1,,13362,Beta-2-microglobulin OS=Sus scrofa OX=9823 GN=B2M PE=1 SV=1
57,40,Q29099|PTBP1_PIG,41.02,2,2,0,1,1,2,,59694,Polypyrimidine tract-binding protein 1 OS=Sus scrofa OX=9823 GN=PTBP1 PE=2 SV=2
71,1084,Q5I2M3|TLR9_PIG,40.89,1,1,3.8955E3,1,1,1,,115883,Toll-like receptor 9 OS=Sus scrofa OX=9823 GN=TLR9 PE=2 SV=1
93,2966,Q52N47|ITM2B_PIG,40.04,3,3,1.867E2,1,1,1,,30300,Integral membrane protein 2B OS=Sus scrofa OX=9823 GN=ITM2B PE=2 SV=1
78,230,P04087|INHA_PIG,39.55,4,4,4.8241E3,1,1,1,,39190,Inhibin alpha chain OS=Sus scrofa OX=9823 GN=INHA PE=1 SV=2
100,1400,Q7YRZ1|APTX_PIG,39.02,3,3,0,1,1,1,,40580,Aprataxin OS=Sus scrofa OX=9823 GN=APTX PE=2 SV=1
85,1095,Q8WNE9|BAALC_PIG,38.61,5,5,0,1,1,1,,15401,Brain and acute leukemia cytoplasmic protein OS=Sus scrofa OX=9823 GN=BAALC PE=2 SV=3
72,167,P09623|DLDH_PIG,38.16,3,3,6.842E3,1,1,1,,54185,Dihydrolipoyl dehydrogenase  mitochondrial OS=Sus scrofa OX=9823 GN=DLD PE=1 SV=1
67,150,Q2IA00|SPEF2_PIG,37.62,1,1,1.2015E4,1,1,1,,208803,Sperm flagellar protein 2 OS=Sus scrofa OX=9823 GN=SPEF2 PE=2 SV=1
36,178,Q6KEQ9|PC11X_PIG,37.50,1,1,0,1,1,5,,123364,Protocadherin-11 X-linked OS=Sus scrofa OX=9823 GN=PCDH11X PE=2 SV=1
82,69,Q2XQV4|ALDH2_PIG,37.31,2,2,0,1,1,1,Oxidation (M),56921,Aldehyde dehydrogenase  mitochondrial OS=Sus scrofa OX=9823 GN=ALDH2 PE=2 SV=1
96,12092,P63221|RS21_PIG,36.78,10,10,0,1,1,1,,9111,40S ribosomal protein S21 OS=Sus scrofa OX=9823 GN=RPS21 PE=1 SV=1
68,934,B8Y466|SRPK3_PIG,36.71,2,2,6.7995E3,1,1,1,,61905,SRSF protein kinase 3 OS=Sus scrofa OX=9823 GN=SRPK3 PE=2 SV=1
99,1771,P51779|CFAD_PIG,35.77,6,6,3.055E2,1,1,1,Oxidation (M),27764,Complement factor D OS=Sus scrofa OX=9823 GN=CFD PE=2 SV=1
104,1736,Q2LE37|APOM_PIG,35.63,12,12,0,1,1,1,,21241,Apolipoprotein M OS=Sus scrofa OX=9823 GN=APOM PE=2 SV=1
98,2048,A1XQU1|PSB7_PIG,35.28,3,3,0,1,1,1,,29980,Proteasome subunit beta type-7 OS=Sus scrofa OX=9823 GN=PSMB7 PE=2 SV=2
88,312,A0A287A2K5|GASR_PIG,35.10,3,3,7.1712E2,1,1,1,,48613,Gastrin/cholecystokinin type B receptor OS=Sus scrofa OX=9823 GN=CCKBR PE=3 SV=1
92,2090,P07802|KAP0_PIG,34.63,4,4,4.6682E1,1,1,1,,42922,cAMP-dependent protein kinase type I-alpha regulatory subunit OS=Sus scrofa OX=9823 GN=PRKAR1A PE=1 SV=2
76,385,Q5D891|PK3C3_PIG,34.38,2,2,1.5594E3,1,1,1,,101234,Phosphatidylinositol 3-kinase catalytic subunit type 3 OS=Sus scrofa OX=9823 GN=PIK3C3 PE=2 SV=1
107,3016,P29412|EF1B_PIG,33.28,7,7,1.0781E2,1,1,1,Oxidation (M),24960,Elongation factor 1-beta OS=Sus scrofa OX=9823 GN=EEF1B PE=1 SV=1
