Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 31,Area Sample 31,#Peptides,#Unique,#Spec Sample 31,PTM,Avg. Mass,Description
1,419908,tr|F1RX36|F1RX36_PIG,546.17,39,39,4.0511E6,284,284,1145,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
2,419909,tr|F1RX37|F1RX37_PIG,500.73,19,19,2.5482E6,91,91,679,,60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
4,318305,P27917|APOC3_PIG,477.66,79,79,1.4886E6,95,95,407,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
5,318560,P09571|TRFE_PIG,472.66,20,20,2.176E6,91,90,353,,76968,Serotransferrin OS=Sus scrofa OX=9823 GN=TF PE=1 SV=2
6,318471,P01965|HBA_PIG,410.40,97,97,5.877E5,110,110,302,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
9,318311,P18648|APOA1_PIG,334.41,51,51,1.6351E5,42,42,87,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
12,319005,P02067|HBB_PIG,333.76,61,61,1.3102E5,31,31,75,Oxidation (M),16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
3,318310,P80054|PR39_PIG,317.28,53,53,7.5277E5,58,29,484,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
18,318428,P00355|G3P_PIG,308.04,45,45,3.9659E4,22,22,36,Oxidation (M),35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
10,318332,P80310|S10AC_PIG,291.77,58,58,4.5409E5,18,18,87,,10745,Protein S100-A12 OS=Sus scrofa OX=9823 GN=S100A12 PE=1 SV=2
13,318301,Q6QAQ1|ACTB_PIG,289.29,44,44,3.5197E4,41,41,60,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
14,318307,P02543|VIME_PIG,273.28,26,26,5.5216E4,42,42,61,Oxidation (M),53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
7,318304,P51525|PF12_PIG,270.17,36,36,6.2081E4,33,3,108,,25855,Prophenin-2 OS=Sus scrofa OX=9823 PE=2 SV=1
7,318303,P51524|PF11_PIG,270.17,39,39,6.2081E4,33,3,108,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
8,318321,P49932|PMP37_PIG,267.17,46,46,1.1462E3,31,1,96,,18927,Antibacterial peptide PMAP-37 OS=Sus scrofa OX=9823 GN=PMAP37 PE=2 SV=1
11,318329,Q95274|TYB4_PIG,247.84,95,95,2.7945E5,17,16,77,Oxidation (M),5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
28,319077,O02668|ITIH2_PIG,222.39,9,9,2.4964E4,8,8,19,Oxidation (M),104622,Inter-alpha-trypsin inhibitor heavy chain H2 OS=Sus scrofa OX=9823 GN=ITIH2 PE=2 SV=1
19,318839,Q71LE2|H33_PIG,219.46,54,54,6.7713E4,12,12,36,Oxidation (M),15328,Histone H3.3 OS=Sus scrofa OX=9823 GN=H3-3A PE=2 SV=3
32,318313,P19619|ANXA1_PIG,216.43,4,4,1.9456E4,7,7,12,,38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
22,318803,P80272|HMGN2_PIG,215.77,78,78,1.3834E4,10,10,30,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
15,319560,Q8SPS7|HPT_PIG,208.69,10,10,3.8659E5,6,6,43,Oxidation (M),38482,Haptoglobin OS=Sus scrofa OX=9823 GN=HP PE=1 SV=1
21,318350,P06348|H1T_PIG,205.67,21,21,2.6672E4,16,16,30,,22059,Histone H1t OS=Sus scrofa OX=9823 GN=H1-6 PE=1 SV=1
17,318380,P50390|TTHY_PIG,205.46,16,16,1.1332E5,10,10,42,,16081,Transthyretin OS=Sus scrofa OX=9823 GN=TTR PE=1 SV=1
24,320063,P08835|ALBU_PIG,203.61,10,10,9.0872E4,13,13,25,,69692,Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=2
33,318323,P06867|PLMN_PIG,202.89,2,2,5.6101E3,7,7,11,,90615,Plasminogen OS=Sus scrofa OX=9823 GN=PLG PE=1 SV=3
35,318342,P14632|TRFL_PIG,199.38,9,9,5.3399E3,10,9,10,,77626,Lactotransferrin OS=Sus scrofa OX=9823 GN=LTF PE=1 SV=3
16,318557,P62802|H4_PIG,195.28,59,59,4.7951E5,15,15,42,Oxidation (M),11367,Histone H4 OS=Sus scrofa OX=9823 PE=1 SV=2
29,318315,Q19AZ8|THRB_PIG,187.71,13,13,2.6105E4,10,10,17,,70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
38,318337,Q767L7|TBB5_PIG,186.54,21,21,6.6816E3,7,7,9,Oxidation (M),49671,Tubulin beta chain OS=Sus scrofa OX=9823 GN=TUBB PE=1 SV=1
27,318306,P0DSO0|SAA2_PIG,172.85,50,50,1.0872E4,13,13,20,,14418,Serum amyloid A-2 protein OS=Sus scrofa OX=9823 GN=SAA2 PE=3 SV=1
34,318386,P62936|PPIA_PIG,171.22,13,13,7.5986E3,6,6,11,,17869,Peptidyl-prolyl cis-trans isomerase A OS=Sus scrofa OX=9823 GN=PPIA PE=1 SV=2
30,318690,P21753|TYB10_PIG,159.71,95,95,2.0279E4,8,7,17,Oxidation (M),4823,Thymosin beta-10 OS=Sus scrofa OX=9823 GN=TMSB10 PE=1 SV=2
26,318328,P01025|CO3_PIG,159.54,9,9,1.4988E4,11,11,22,Oxidation (M),186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
25,318314,P29700|FETUA_PIG,153.98,16,16,8.2216E3,7,7,24,,38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
42,318528,P20305|GELS_PIG,139.87,6,6,3.9274E3,5,5,5,Oxidation (M),84775,Gelsolin (Fragment) OS=Sus scrofa OX=9823 GN=GSN PE=1 SV=1
39,318442,P10668|COF1_PIG,134.45,31,31,9.1556E3,6,6,8,Oxidation (M),18519,Cofilin-1 OS=Sus scrofa OX=9823 GN=CFL1 PE=1 SV=3
45,318664,P80229|ILEU_PIG,133.07,4,4,2.6455E3,3,3,3,,42513,Leukocyte elastase inhibitor OS=Sus scrofa OX=9823 GN=SERPINB1 PE=1 SV=1
36,318330,P29269|MYL9_PIG,127.77,9,9,1.7359E4,3,3,10,Oxidation (M),19827,Myosin regulatory light polypeptide 9 OS=Sus scrofa OX=9823 GN=MYL9 PE=1 SV=2
23,319760,O97507|FA12_PIG,117.04,3,3,1.078E5,3,3,25,,68012,Coagulation factor XII OS=Sus scrofa OX=9823 GN=F12 PE=2 SV=1
20,318650,P31950|S10AB_PIG,103.50,10,10,3.9027E4,2,2,31,,11180,Protein S100-A11 OS=Sus scrofa OX=9823 GN=S100A11 PE=1 SV=1
43,318949,Q29549|CLUS_PIG,100.06,8,8,2.8571E3,3,3,5,Oxidation (M),51775,Clusterin OS=Sus scrofa OX=9823 GN=CLU PE=1 SV=1
37,318326,P79263|ITIH4_PIG,97.37,5,5,1.259E4,3,3,9,,102146,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Sus scrofa OX=9823 GN=ITIH4 PE=1 SV=1
