Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 8,Area Sample 8,#Peptides,#Unique,#Spec Sample 8,PTM,Avg. Mass,Description
1,419908,tr|F1RX36|F1RX36_PIG,322.19,35,35,3.0084E6,170,170,983,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
2,419909,tr|F1RX37|F1RX37_PIG,315.53,25,25,1.6675E6,105,105,771,Oxidation (M),60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
3,318471,P01965|HBA_PIG,259.72,89,89,1.5277E5,76,76,193,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
4,319005,P02067|HBB_PIG,233.48,51,51,1.0926E5,37,37,83,Oxidation (M),16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
5,318305,P27917|APOC3_PIG,211.32,56,56,4.5481E4,29,29,62,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
8,318301,Q6QAQ1|ACTB_PIG,167.68,31,31,1.8714E4,17,10,36,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
10,318560,P09571|TRFE_PIG,141.63,5,5,4.562E4,10,10,28,,76968,Serotransferrin OS=Sus scrofa OX=9823 GN=TF PE=1 SV=2
7,318303,P51524|PF11_PIG,138.05,33,33,5.7726E4,18,14,41,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
13,318313,P19619|ANXA1_PIG,133.14,4,4,8.4088E3,7,7,12,,38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
6,318340,Q95JC9|PRP_PIG,127.79,8,8,6.5407E4,9,9,43,,62283,Basic proline-rich protein OS=Sus scrofa OX=9823 PE=1 SV=2
14,318302,P68137|ACTS_PIG,127.24,17,17,4.2752E2,8,1,11,Oxidation (M),42051,Actin  alpha skeletal muscle OS=Sus scrofa OX=9823 GN=ACTA1 PE=1 SV=1
15,318311,P18648|APOA1_PIG,121.68,25,25,7.3532E3,7,7,11,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
