Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 11,Area Sample 11,#Peptides,#Unique,#Spec Sample 11,PTM,Avg. Mass,Description
1,1,tr|F1RX36|F1RX36_PIG,398.75,40,40,8.3826E6,291,291,2110,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
2,13,P27917|APOC3_PIG,363.14,79,79,4.235E6,136,136,1193,Oxidation (M),10704,Apolipoprotein C-III OS=Sus scrofa OX=9823 GN=APOC3 PE=1 SV=2
6,2,P01965|HBA_PIG,302.92,92,92,4.7276E5,114,114,269,Oxidation (M),15039,Hemoglobin subunit alpha OS=Sus scrofa OX=9823 GN=HBA PE=1 SV=1
4,6,tr|F1RX37|F1RX37_PIG,299.39,20,20,6.5432E6,82,82,737,Oxidation (M),60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
3,7,P51524|PF11_PIG,287.41,62,62,6.247E6,104,62,1063,,23956,Prophenin and tritrpticin precursor (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=1
8,5,P18648|APOA1_PIG,262.93,52,52,2.6861E5,45,45,145,Oxidation (M),30325,Apolipoprotein A-I OS=Sus scrofa OX=9823 GN=APOA1 PE=1 SV=4
5,12,P80054|PR39_PIG,250.88,43,43,1.1957E5,52,10,346,,19477,Antibacterial protein PR-39 OS=Sus scrofa OX=9823 GN=PR39 PE=1 SV=2
7,3,Q6QAQ1|ACTB_PIG,250.17,49,49,2.0501E5,70,70,148,Oxidation (M),41737,Actin  cytoplasmic 1 OS=Sus scrofa OX=9823 GN=ACTB PE=1 SV=2
10,9,P02067|HBB_PIG,222.83,61,61,1.712E5,37,37,80,Oxidation (M),16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
11,26,P0DSO0|SAA2_PIG,211.73,59,59,8.3645E4,34,34,69,Oxidation (M),14418,Serum amyloid A-2 protein OS=Sus scrofa OX=9823 GN=SAA2 PE=3 SV=1
13,15,P19619|ANXA1_PIG,210.98,11,11,1.2507E5,16,16,59,Oxidation (M),38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
15,10,Q19AZ8|THRB_PIG,192.81,14,14,8.3184E4,20,20,41,Oxidation (M),70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
9,133,Q95JC9|PRP_PIG,182.88,9,9,1.336E5,19,17,89,,62283,Basic proline-rich protein OS=Sus scrofa OX=9823 PE=1 SV=2
12,27,P01025|CO3_PIG,172.09,5,5,4.7676E4,18,18,64,Oxidation (M),186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
18,4,P02543|VIME_PIG,171.17,24,24,1.4003E4,22,22,26,Oxidation (M),53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
17,31,P18650|APOE_PIG,162.67,22,22,3.6021E4,16,16,29,Oxidation (M),36599,Apolipoprotein E OS=Sus scrofa OX=9823 GN=APOE PE=1 SV=2
19,33,P08835|ALBU_PIG,154.83,13,13,2.8555E4,14,14,23,,69692,Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=2
14,24,P29700|FETUA_PIG,153.94,19,19,2.1149E5,12,12,56,Oxidation (M),38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
23,286,P48819|VTNC_PIG,141.04,9,9,1.6335E4,7,7,12,,52572,Vitronectin OS=Sus scrofa OX=9823 GN=VTN PE=1 SV=1
21,77,Q95274|TYB4_PIG,138.66,57,57,6.6502E4,9,9,19,,5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
22,14,P00355|G3P_PIG,133.95,28,28,1.4261E4,10,10,14,Oxidation (M),35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
25,136,P53714|ITB2_PIG,127.92,6,6,5.6013E3,9,9,11,,84790,Integrin beta-2 OS=Sus scrofa OX=9823 GN=ITGB2 PE=2 SV=1
20,61,P06348|H1T_PIG,126.57,8,8,9.5247E4,9,9,24,,22059,Histone H1t OS=Sus scrofa OX=9823 GN=H1-6 PE=1 SV=1
24,29,Q767L7|TBB5_PIG,121.72,13,13,4.1973E3,6,6,11,Oxidation (M),49671,Tubulin beta chain OS=Sus scrofa OX=9823 GN=TUBB PE=1 SV=1
33,1705,Q8MJ49|OSTF1_PIG,105.72,15,15,7.6523E3,3,3,6,,23740,Osteoclast-stimulating factor 1 OS=Sus scrofa OX=9823 GN=OSTF1 PE=2 SV=1
27,697,P62901|RL31_PIG,105.32,26,26,4.3888E3,4,4,8,,14463,60S ribosomal protein L31 OS=Sus scrofa OX=9823 GN=RPL31 PE=1 SV=1
37,1861,O46409|APOA4_PIG,100.80,7,7,1.3976E3,4,4,4,,43294,Apolipoprotein A-IV OS=Sus scrofa OX=9823 GN=APOA4 PE=2 SV=1
29,593,O02668|ITIH2_PIG,99.42,6,6,3.1676E3,5,5,7,Oxidation (M),104622,Inter-alpha-trypsin inhibitor heavy chain H2 OS=Sus scrofa OX=9823 GN=ITIH2 PE=2 SV=1
26,84,P62936|PPIA_PIG,87.97,9,9,4.4761E3,4,4,8,,17869,Peptidyl-prolyl cis-trans isomerase A OS=Sus scrofa OX=9823 GN=PPIA PE=1 SV=2
40,63,P79263|ITIH4_PIG,77.09,3,3,6.9761E3,3,3,3,,102146,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Sus scrofa OX=9823 GN=ITIH4 PE=1 SV=1
30,65,Q9BEA8|TNFL6_PIG,76.54,4,4,1.9775E3,3,1,7,,31756,Tumor necrosis factor ligand superfamily member 6 OS=Sus scrofa OX=9823 GN=FASLG PE=2 SV=1
35,37,Q5S1U1|HSPB1_PIG,76.16,14,14,2.7431E3,2,2,4,,22942,Heat shock protein beta-1 OS=Sus scrofa OX=9823 GN=HSPB1 PE=2 SV=1
45,59,P06867|PLMN_PIG,74.62,2,2,2.396E3,2,2,2,,90615,Plasminogen OS=Sus scrofa OX=9823 GN=PLG PE=1 SV=3
43,802,P29269|MYL9_PIG,66.78,13,13,5.6176E2,2,2,3,,19827,Myosin regulatory light polypeptide 9 OS=Sus scrofa OX=9823 GN=MYL9 PE=1 SV=2
48,190,P50390|TTHY_PIG,66.76,11,11,1.1749E3,2,2,2,,16081,Transthyretin OS=Sus scrofa OX=9823 GN=TTR PE=1 SV=1
61,700,P80272|HMGN2_PIG,62.63,14,14,1.7813E3,1,1,1,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
42,82,Q29549|CLUS_PIG,62.26,8,8,1.359E3,2,2,3,Oxidation (M),51775,Clusterin OS=Sus scrofa OX=9823 GN=CLU PE=1 SV=1
28,766,Q9GLP2|PROC_PIG,60.23,3,3,9.2623E3,1,1,7,,51867,Vitamin K-dependent protein C OS=Sus scrofa OX=9823 GN=PROC PE=2 SV=1
47,25,O02705|HS90A_PIG,58.09,3,3,2.0934E2,1,1,2,Oxidation (M),84775,Heat shock protein HSP 90-alpha OS=Sus scrofa OX=9823 GN=HSP90AA1 PE=2 SV=3
34,108,P80310|S10AC_PIG,57.20,15,15,1.6489E4,1,1,6,,10745,Protein S100-A12 OS=Sus scrofa OX=9823 GN=S100A12 PE=1 SV=2
71,1736,Q2LE37|APOM_PIG,56.75,12,12,0,1,1,1,,21241,Apolipoprotein M OS=Sus scrofa OX=9823 GN=APOM PE=2 SV=1
52,715,P02725|GLPA_PIG,56.00,18,18,2.72E2,1,1,2,,14000,Glycophorin-A OS=Sus scrofa OX=9823 GN=GYPA PE=1 SV=1
70,280,P67985|RL22_PIG,55.77,11,11,4.3229E2,1,1,1,,14759,60S ribosomal protein L22 OS=Sus scrofa OX=9823 GN=RPL22 PE=1 SV=2
38,2612,P21753|TYB10_PIG,54.56,33,33,1.1336E3,1,1,4,,4823,Thymosin beta-10 OS=Sus scrofa OX=9823 GN=TMSB10 PE=1 SV=2
64,76,Q29308|RS19_PIG,52.53,10,10,7.2487E2,1,1,1,,15103,40S ribosomal protein S19 (Fragment) OS=Sus scrofa OX=9823 GN=RPS19 PE=2 SV=3
16,47,O97507|FA12_PIG,51.04,2,2,9.087E4,1,1,36,,68012,Coagulation factor XII OS=Sus scrofa OX=9823 GN=F12 PE=2 SV=1
44,56,P10668|COF1_PIG,50.94,10,10,2.2006E2,1,1,2,,18519,Cofilin-1 OS=Sus scrofa OX=9823 GN=CFL1 PE=1 SV=3
46,699,Q71LE2|H33_PIG,49.24,11,11,7.16E3,1,1,2,,15328,Histone H3.3 OS=Sus scrofa OX=9823 GN=H3-3A PE=2 SV=3
49,667,P00791|PEPA_PIG,48.67,4,4,1.1632E3,1,1,2,,41262,Pepsin A OS=Sus scrofa OX=9823 GN=PGA PE=1 SV=3
56,83,P50447|A1AT_PIG,48.44,4,4,7.6817E2,1,1,1,,47194,Alpha-1-antitrypsin OS=Sus scrofa OX=9823 GN=SERPINA1 PE=2 SV=1
50,48,Q8SPS7|HPT_PIG,48.25,4,4,8.2254E2,1,1,2,,38482,Haptoglobin OS=Sus scrofa OX=9823 GN=HP PE=1 SV=1
36,148,P21692|MMP1_PIG,45.50,4,4,1.8913E2,1,1,4,,53666,Interstitial collagenase OS=Sus scrofa OX=9823 GN=MMP1 PE=1 SV=2
69,1403,P80229|ILEU_PIG,44.65,4,4,0,1,1,1,,42513,Leukocyte elastase inhibitor OS=Sus scrofa OX=9823 GN=SERPINB1 PE=1 SV=1
67,185,P02550|TBA1A_PIG,43.70,4,4,3.7233E2,1,1,1,,50069,Tubulin alpha-1A chain OS=Sus scrofa OX=9823 GN=TUBA1A PE=1 SV=1
67,177,Q2XVP4|TBA1B_PIG,43.70,4,4,3.7233E2,1,1,1,,50152,Tubulin alpha-1B chain OS=Sus scrofa OX=9823 GN=TUBA1B PE=1 SV=1
41,166,P12675|ICAL_PIG,43.11,3,3,3.8066E2,1,1,3,Oxidation (M),77124,Calpastatin OS=Sus scrofa OX=9823 GN=CAST PE=1 SV=1
51,2631,Q95281|RL29_PIG,40.97,16,16,2.2392E2,1,1,2,,17498,60S ribosomal protein L29 OS=Sus scrofa OX=9823 GN=RPL29 PE=1 SV=4
68,302,P80015|CAP7_PIG,40.69,5,5,1.1976E3,1,1,1,,27039,Azurocidin OS=Sus scrofa OX=9823 GN=AZU1 PE=1 SV=2
65,330,O62787|GTR3_PIG,40.19,2,2,1.9399E2,1,1,1,Oxidation (M),53963,Solute carrier family 2  facilitated glucose transporter member 3 OS=Sus scrofa OX=9823 GN=SLC2A3 PE=2 SV=2
39,79,P29804|ODPA_PIG,38.52,3,3,4.891E4,1,1,3,,43121,Pyruvate dehydrogenase E1 component subunit alpha  somatic form  mitochondrial (Fragment) OS=Sus scrofa OX=9823 GN=PDHA1 PE=1 SV=1
58,167,P09623|DLDH_PIG,37.73,3,3,1.4801E3,1,1,1,,54185,Dihydrolipoyl dehydrogenase  mitochondrial OS=Sus scrofa OX=9823 GN=DLD PE=1 SV=1
63,16,P62802|H4_PIG,37.71,10,10,1.6718E3,1,1,1,,11367,Histone H4 OS=Sus scrofa OX=9823 PE=1 SV=2
53,50,Q6R2V0|WNK1_PIG,35.93,1,1,1.5267E3,1,1,1,,248973,Serine/threonine-protein kinase WNK1 OS=Sus scrofa OX=9823 GN=WNK1 PE=2 SV=3
66,436,Q9TTK7|OLR1_PIG,35.58,4,4,1.9484E2,1,1,1,,31143,Oxidized low-density lipoprotein receptor 1 OS=Sus scrofa OX=9823 GN=OLR1 PE=2 SV=1
59,752,Q767M3|SYVM_PIG,35.29,1,1,4.1973E2,1,1,1,,118288,Valine--tRNA ligase  mitochondrial OS=Sus scrofa OX=9823 GN=VARS2 PE=3 SV=1
